candidate_id,accepted_species,source_provider,trait_name,normalized_value,source_url,exact_supporting_quote,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,sampling_key
near-18e4762b6e2286d2d5b30a44,Angraecum cadetii,micheneau_etal_2010_primary_article,autonomous_selfing_capacity,absent,https://pmc.ncbi.nlm.nih.gov/articles/PMC2826249/,"None of the flowers tested for autonomous self-pollination produced fruits, either in situ or ex situ, indicating that A. cadetii requires a pollinating agent to achieve fruit set (Table 1).",true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: primary_article_exact_species_bagging_experiment_v1.",0a47e458117f42069fb7193b21445b91777a5df597bf0f2d842327353052954d
near-4e6b20c5317b2b6acdf6df01,Cuphea lanceolata,moeller_etal_2017_dryad,mating_system,predominantly_outcrossing,https://doi.org/10.5061/dryad.577q1,accepted species: Cuphea lanceolata; source family: Lythraceae; mean.tm: 0.812 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",00707676bc5e3b6ef2f95358777fec7a2c8959567fabb664ee56ed492397b013
near-a96e01c5d1d9df86b267f91a,Stemonoporus oblongifolius,moeller_etal_2017_dryad,mating_system,predominantly_outcrossing,https://doi.org/10.5061/dryad.577q1,accepted species: Stemonoporus oblongifolius; source family: Dipterocarpaceae; mean.tm: 0.844 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",028eb8642f2b17e079bb87fd043304a9b91532c45c1d0136a475a40dffb5f213
near-693251f7424eb491b5b2328e,Asclepias incarnata,moeller_etal_2017_dryad,mating_system,predominantly_outcrossing,https://doi.org/10.5061/dryad.577q1,accepted species: Asclepias incarnata; source family: Apocynaceae; mean.tm: 0.932 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",02c28cf0868a992ed8c77913bb86b3c81050af71faa58693bb6335b5044d76f2
near-9ffc96d5aa173bce55b01ed9,Hydrophyllum appendiculatum,moeller_etal_2017_dryad,mating_system,mixed_mating,https://doi.org/10.5061/dryad.577q1,accepted species: Hydrophyllum appendiculatum; source family: Boraginaceae; mean.tm: 0.7075 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",056fcfbb4fb4ed7f5a2a53c0c6253ade5bfdd96f7a3957432132be65cb3b3573
near-c1fc46212ac96381ed2459c1,Aegiceras corniculatum,moeller_etal_2017_dryad,mating_system,mixed_mating,https://doi.org/10.5061/dryad.577q1,accepted species: Aegiceras corniculatum; source family: Primulaceae; mean.tm: 0.653 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",0579ff756b99cd5b9fd8d2cb1f83402059b6ef1fd0fb0d8b79dec7f941d6d71e
near-ce22b3dec294fc7a5d14bc58,Wurmbea biglandulosa,moeller_etal_2017_dryad,mating_system,predominantly_outcrossing,https://doi.org/10.5061/dryad.577q1,accepted species: Wurmbea biglandulosa; source family: Colchicaceae; mean.tm: 0.92 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",05cc479fc31b58c35884b5c0027fe74ac9bcd023d1eb5bcedccae2b8af9314d9
near-00343705b6ddb5d2edbba037,Bidens torta,moeller_etal_2017_dryad,mating_system,mixed_mating,https://doi.org/10.5061/dryad.577q1,accepted species: Bidens torta; source family: Asteraceae; mean.tm: 0.615 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",072590bdf85cd83d5de88dd2ef02b636e0ead47140cda81738b39a97d8eb4853
near-d5ffac70798c8d70a0e62e51,Cucurbita foetidissima,moeller_etal_2017_dryad,mating_system,mixed_mating,https://doi.org/10.5061/dryad.577q1,accepted species: Cucurbita foetidissima; source family: Cucurbitaceae; mean.tm: 0.498 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",090403823de2ec706087373c0dbf493155ecba80bb60a8eed174097224be7fdf
near-79e3bc26601144b3fed73592,Eucalyptus leucoxylon,moeller_etal_2017_dryad,mating_system,predominantly_outcrossing,https://doi.org/10.5061/dryad.577q1,accepted species: Eucalyptus leucoxylon; source family: Myrtaceae; mean.tm: 0.89 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",0bd7db4b0e677f5a5aab6cb9ac60486e9e9d3a6aa27a55020afbfa4efda4805a
near-b0749f83bd7472c4deffa2bb,Mimulus ringens,moeller_etal_2017_dryad,mating_system,mixed_mating,https://doi.org/10.5061/dryad.577q1,accepted species: Mimulus ringens; source family: Scrophulariaceae; mean.tm: 0.225 (published multilocus outcrossing rate),true,wild_or_unspecified_species_record,Codex deterministic source-record audit,2026-08-09T00:00:00Z,"Accepted after exact-name, ontology, provenance, and cultivar gates: published_database_exact_species_reproductive_trait_v1.",0d36b50713c7cd1e1b3b2f20176e23eda851d282a3eb0a4898745090ba5482c0
