accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Allium maximowiczii,M0_floral_phenotype,flower_primary_color,red_pink,Umbels are densely packed with large numbers of pink or red flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Allium_maximowiczii,Umbels are densely packed with large numbers of pink or red flowers,species_direct,unknown,unreviewed_llm_extraction,Umbels are densely packed with large numbers of pink or red flowers,src_f0eaa1c082b451ad8b31,01c54bbe8341eea9ffa486fa6bec83a5af47e678e3f09d13e2030d7fd7ea1c14,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Allium maximowiczii,M0_other_reported_trait,inflorescence_display,umbel_corymb,Umbels are densely packed with large numbers of pink or red flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Allium_maximowiczii,Umbels are densely packed with large numbers of pink or red flowers,species_direct,unknown,unreviewed_llm_extraction,Umbels are densely packed with large numbers of pink or red flowers,src_f0eaa1c082b451ad8b31,01c54bbe8341eea9ffa486fa6bec83a5af47e678e3f09d13e2030d7fd7ea1c14,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Aloysia citriodora,M0_floral_phenotype,flower_primary_color,multicolored_variable,Sprays of tiny purple or white flowers appear in late spring or early summer,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aloysia_citrodora,Sprays of tiny purple or white flowers appear in late spring or early summer,species_direct,unknown,unreviewed_llm_extraction,Sprays of tiny purple or white flowers appear in late spring or early summer,src_3390deade1f50783c01c,e3e8ea39a6fdfdce3af327dfa7f9fdef48d2f7e292aec13cc4857c88a86c5dc0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Aloysia citriodora,M0_other_reported_trait,flower_size_class,very_small,Sprays of tiny purple or white flowers appear in late spring or early summer,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aloysia_citrodora,Sprays of tiny purple or white flowers appear in late spring or early summer,species_direct,unknown,unreviewed_llm_extraction,Sprays of tiny purple or white flowers appear in late spring or early summer,src_3390deade1f50783c01c,e3e8ea39a6fdfdce3af327dfa7f9fdef48d2f7e292aec13cc4857c88a86c5dc0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Acalypha rabesahalana,M0_other_reported_trait,sex_system,monoecious,"to 0.5 m tall, monoecious",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/12218042,"to 0.5 m tall, monoecious",species_direct,unknown,unreviewed_llm_extraction,"to 0.5 m tall, monoecious",src_c6b44895fa3f47bf2013,5f9d8f6a0f8e4c858a485c73dd67fd53264bba2bafd835d8ce9f5c73f362ea22,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Acalypha rabesahalana,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"Inflorescences spiciform, unisexual, axillary (male) or subterminal (female)",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/12218042,"Inflorescences spiciform, unisexual, axillary (male) or subterminal (female)",species_direct,unknown,unreviewed_llm_extraction,"Inflorescences spiciform, unisexual, axillary (male) or subterminal (female)",src_c6b44895fa3f47bf2013,5f9d8f6a0f8e4c858a485c73dd67fd53264bba2bafd835d8ce9f5c73f362ea22,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Achyranthes aspera,M0_floral_phenotype,flower_primary_color,green_brown_inconspicuous,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Achyranthes_aspera,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",species_direct,unknown,unreviewed_llm_extraction,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",src_f322075610f061595ab6,25f76406c4ee09f3073f7932794e727154d998ea8731d359e7b141965e5ffd8c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Achyranthes aspera,M0_floral_phenotype,floral_symmetry,actinomorphic,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Achyranthes_aspera,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",species_direct,unknown,unreviewed_llm_extraction,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",src_f322075610f061595ab6,25f76406c4ee09f3073f7932794e727154d998ea8731d359e7b141965e5ffd8c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Achyranthes aspera,M0_other_reported_trait,flower_size_class,small,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Achyranthes_aspera,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",species_direct,unknown,unreviewed_llm_extraction,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",src_f322075610f061595ab6,25f76406c4ee09f3073f7932794e727154d998ea8731d359e7b141965e5ffd8c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Achyranthes aspera,M0_other_reported_trait,sex_system,hermaphroditic,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Achyranthes_aspera,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",species_direct,unknown,unreviewed_llm_extraction,"complete, hermaphrodite, actinomorphic, pentamerous, hypogynous, small, spinescent, green",src_f322075610f061595ab6,25f76406c4ee09f3073f7932794e727154d998ea8731d359e7b141965e5ffd8c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Achyranthes aspera,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,Inflorescence: a spike with reflexed flowers arranged on long peduncle,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Achyranthes_aspera,Inflorescence: a spike with reflexed flowers arranged on long peduncle,species_direct,unknown,unreviewed_llm_extraction,Inflorescence: a spike with reflexed flowers arranged on long peduncle,src_f322075610f061595ab6,25f76406c4ee09f3073f7932794e727154d998ea8731d359e7b141965e5ffd8c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Alnus cordata,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,The female catkins are ovoid,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Alnus_cordata,The female catkins are ovoid,species_direct,unknown,unreviewed_llm_extraction,The female catkins are ovoid,src_32fc7bb9dfbea8209f66,0f8673065ec74f338ec502aee7aaa8cf41260a30da62bfb0a2597cad44f4d589,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Alysicarpus vaginalis,M0_floral_phenotype,flower_primary_color,multicolored_variable,"The flower corolla is half a centimeter long and can be shades of red, purple, blue, or yellow",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Alysicarpus_vaginalis,"The flower corolla is half a centimeter long and can be shades of red, purple, blue, or yellow",species_direct,unknown,unreviewed_llm_extraction,"The flower corolla is half a centimeter long and can be shades of red, purple, blue, or yellow",src_52679b7a39a6c6cae663,4a3e173b3ebf836763827ed7a46de80aec921281e9650574a59f1ebf01d324e9,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Alysicarpus vaginalis,M0_other_reported_trait,flower_size_class,small,"The flower corolla is half a centimeter long and can be shades of red, purple, blue, or yellow",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Alysicarpus_vaginalis,"The flower corolla is half a centimeter long and can be shades of red, purple, blue, or yellow",species_direct,unknown,unreviewed_llm_extraction,"The flower corolla is half a centimeter long and can be shades of red, purple, blue, or yellow",src_52679b7a39a6c6cae663,4a3e173b3ebf836763827ed7a46de80aec921281e9650574a59f1ebf01d324e9,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Alysicarpus vaginalis,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,Racemes of up to 12 flowers occur at the stem tips and grow from the leaf axils,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Alysicarpus_vaginalis,Racemes of up to 12 flowers occur at the stem tips and grow from the leaf axils,species_direct,unknown,unreviewed_llm_extraction,Racemes of up to 12 flowers occur at the stem tips and grow from the leaf axils,src_52679b7a39a6c6cae663,4a3e173b3ebf836763827ed7a46de80aec921281e9650574a59f1ebf01d324e9,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Alysicarpus vaginalis,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,Pollinators. Insects.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Alysicarpus+vaginalis,Pollinators. Insects.,species_direct,unknown,unreviewed_llm_extraction,Pollinators. Insects.,src_5989a1e92af19d6e52a8,40d7ecda2f024d03e628db2a27786a510b5617991f6edba51e1a2ccede623acb,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Amorphophallus mangelsdorffii,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"Spadix clearly longer than spathe, 10-12 cm long, sessile",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/2871601,"Spadix clearly longer than spathe, 10-12 cm long, sessile",species_direct,unknown,unreviewed_llm_extraction,"Spadix clearly longer than spathe, 10-12 cm long, sessile",src_8767b72287a962535233,8a34d6efc3a557ee07c9d59902b7b99f371f844b13d43d7ff95281999cc09a93,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Amorphophallus mangelsdorffii,M0_other_reported_trait,sex_system,monoecious,pistillate and staminate flowers contiguous,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/2871601,pistillate and staminate flowers contiguous,species_direct,unknown,unreviewed_llm_extraction,pistillate and staminate flowers contiguous,src_8767b72287a962535233,8a34d6efc3a557ee07c9d59902b7b99f371f844b13d43d7ff95281999cc09a93,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Amorphophallus taurostigma,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"Spadix sessile, 30-68 cm long, longer than spathe",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/2871452,"Spadix sessile, 30-68 cm long, longer than spathe",species_direct,unknown,unreviewed_llm_extraction,"Spadix sessile, 30-68 cm long, longer than spathe",src_0776ffb1a3a0bb05af8e,c89cceee6798fc4420d3c343e55ccb3b3a3080710fe2204605025ee63f589fea,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Amorphophallus taurostigma,M0_other_reported_trait,sex_system,monoecious,"female zone cylindric, 1.5-5 cm long, 2-2.5 cm in diam., flowers distant; male zone cylindric to obconic, 2.5-6 cm long",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/2871452,"female zone cylindric, 1.5-5 cm long, 2-2.5 cm in diam., flowers distant; male zone cylindric to obconic, 2.5-6 cm long",species_direct,unknown,unreviewed_llm_extraction,"female zone cylindric, 1.5-5 cm long, 2-2.5 cm in diam., flowers distant; male zone cylindric to obconic, 2.5-6 cm long",src_0776ffb1a3a0bb05af8e,c89cceee6798fc4420d3c343e55ccb3b3a3080710fe2204605025ee63f589fea,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Acrothamnus colensoi,M0_floral_phenotype,flower_primary_color,multicolored_variable,"Flower colours. White, Yellow.",reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/acrothamnus-colensoi/,"Flower colours. White, Yellow.",species_direct,unknown,unreviewed_llm_extraction,"Flower colours. White, Yellow.",src_d90ce6a5a559923fa1c8,07525fd66e58286481c66728649e0925723132ef2667d7038fc9781b026be1f2,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Acrothamnus colensoi,M0_floral_phenotype,floral_form,tubular,corolla tube 4-5 mm long,reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/acrothamnus-colensoi/,corolla tube 4-5 mm long,species_direct,unknown,unreviewed_llm_extraction,corolla tube 4-5 mm long,src_d90ce6a5a559923fa1c8,07525fd66e58286481c66728649e0925723132ef2667d7038fc9781b026be1f2,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
Acrothamnus colensoi,M0_other_reported_trait,tube_depth_class,shallow,corolla tube 4-5 mm long,reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/acrothamnus-colensoi/,corolla tube 4-5 mm long,species_direct,unknown,unreviewed_llm_extraction,corolla tube 4-5 mm long,src_d90ce6a5a559923fa1c8,07525fd66e58286481c66728649e0925723132ef2667d7038fc9781b026be1f2,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c1d7c6efd12a2251cf4e,high
