accepted_species,genus,family,n_islands,n_records
Cephalanthera longibracteata,Cephalanthera,Orchidaceae,32,733
Thrincia saxatilis,Thrincia,Asteraceae,141,52538
Gardenia taitensis,Gardenia,Rubiaceae,34,315
Kummerowia striata,Kummerowia,Fabaceae,107,1800
Oplismenus compositus,Oplismenus,Poaceae,180,3444
Cyperus mindorensis,Cyperus,Cyperaceae,111,2389
Melaleuca squarrosa,Melaleuca,Myrtaceae,16,3084
Euphorbia sieboldiana,Euphorbia,Euphorbiaceae,30,1626
Fragaria virginiana,Fragaria,Rosaceae,84,1408
Vincetoxicum sieboldii,Vincetoxicum,Apocynaceae,19,250
Gmelina arborea,Gmelina,Lamiaceae,56,265
Memecylon lanceolatum,Memecylon,Melastomataceae,7,40
Hibiscus vitifolius,Hibiscus,Malvaceae,30,115
Gaultheria pumila,Gaultheria,Ericaceae,20,292
Pinanga philippinensis,Pinanga,Arecaceae,9,73
Sanchezia speciosa,Sanchezia,Acanthaceae,11,30
Mespilodaphne pulchella,Mespilodaphne,Lauraceae,9,107
Cyclamen coum,Cyclamen,Primulaceae,12,1062
Paraboea luzoniensis,Paraboea,Gesneriaceae,4,5
Phyllanthus stipulatus,Phyllanthus,Phyllanthaceae,11,32
Philodendron quinquenervium,Philodendron,Araceae,11,23
Clematis patens,Clematis,Ranunculaceae,29,193
Maasia hypoleuca,Maasia,Annonaceae,6,47
Sisymbrium irio,Sisymbrium,Brassicaceae,58,1313
Jagera javanica,Jagera,Sapindaceae,10,180
Ptelea trifoliata,Ptelea,Rutaceae,10,52
Minuartia rubella,Minuartia,Caryophyllaceae,52,356
Tilingia ajanensis,Tilingia,Apiaceae,35,731
Dendrocnide longifolia,Dendrocnide,Urticaceae,10,33
Salix speciosa,Salix,Salicaceae,17,197
Ficus glandulifera,Ficus,Moraceae,17,182
Piper dussii,Piper,Piperaceae,5,35
Callitriche obtusangula,Callitriche,Plantaginaceae,24,9363
Eleutherococcus spinosus,Eleutherococcus,Araliaceae,7,1105
Nicotiana plumbaginifolia,Nicotiana,Solanaceae,17,2166
Kaempferia pulchra,Kaempferia,Zingiberaceae,4,4
Hosta sieboldii,Hosta,Asparagaceae,19,1361
Burckella richii,Burckella,Sapotaceae,5,8
Begonia benitotanii,Begonia,Begoniaceae,2,8
Alternanthera bettzickiana,Alternanthera,Amaranthaceae,32,382
Cuscuta chinensis,Cuscuta,Convolvulaceae,19,64
Benstonea kurzii,Benstonea,Pandanaceae,3,9
Lobelia purpurascens,Lobelia,Campanulaceae,7,73
Quercus petraea x robur,Quercus,Fagaceae,6,17
Persicaria muricata,Persicaria,Polygonaceae,21,1058
Perrotettia alpestris,Perrotettia,Celastraceae,6,83
Grevillea lavandulacea,Grevillea,Proteaceae,3,121
Epifagus virginiana,Epifagus,Orobanchaceae,16,294
Rhamnus virgata,Rhamnus,Rhamnaceae,6,19
Trachystemon orientale,Trachystemon,Boraginaceae,9,1959
Elaeocarpus polydactylus,Elaeocarpus,Elaeocarpaceae,2,219
Aglaia pachyphylla,Aglaia,Meliaceae,7,67
Tetrapilus javanicus,Tetrapilus,Oleaceae,6,12
Diospyros undulata,Diospyros,Ebenaceae,3,92
