accepted_species,genus,family,n_islands,n_records
Serapias vomeracea,Serapias,Orchidaceae,50,1016
Tragopogon pratensis,Tragopogon,Asteraceae,218,95002
Gynochthodes umbellata,Gynochthodes,Rubiaceae,48,1127
Indigofera suffruticosa,Indigofera,Fabaceae,149,1115
Poa alpina,Poa,Poaceae,251,9676
Carex rariflora,Carex,Cyperaceae,160,3980
Psidium guineense,Psidium,Myrtaceae,26,98
Pimelodendron amboinicum,Pimelodendron,Euphorbiaceae,48,838
Geum macrophyllum,Geum,Rosaceae,131,3915
Lepiniopsis ternatensis,Lepiniopsis,Apocynaceae,32,224
Stachys byzantina,Stachys,Lamiaceae,85,5136
Medinilla cumingii,Medinilla,Melastomataceae,9,201
Kosteletzkya pentacarpos,Kosteletzkya,Malvaceae,49,823
Harrimanella stelleriana,Harrimanella,Ericaceae,39,340
Areca triandra,Areca,Arecaceae,15,67
Justicia secunda,Justicia,Acanthaceae,19,59
Actinodaphne glomerata,Actinodaphne,Lauraceae,11,154
Primula polyantha,Primula,Primulaceae,22,1029
Microchirita involucrata,Microchirita,Gesneriaceae,5,5
Antidesma neurocarpum,Antidesma,Phyllanthaceae,16,650
Scindapsus pictus,Scindapsus,Araceae,18,306
Thalictrum simplex,Thalictrum,Ranunculaceae,53,2059
Mitrephora diversifolia,Mitrephora,Annonaceae,8,16
Bunias orientalis,Bunias,Brassicaceae,102,3182
Thouinia discolor,Thouinia,Sapindaceae,20,96
Glycosmis parviflora,Glycosmis,Rutaceae,16,1011
Cerastium regelii,Cerastium,Caryophyllaceae,94,1253
Sium suave,Sium,Apiaceae,55,475
Boehmeria platanifolia,Boehmeria,Urticaceae,14,680
Populus jackii,Populus,Salicaceae,27,283
Streblus asper,Streblus,Moraceae,28,273
Peperomia macrostachyos,Peperomia,Piperaceae,8,26
Plantago arenaria,Plantago,Plantaginaceae,55,467
Panax japonicus,Panax,Araliaceae,11,1399
Solanum sisymbriifolium,Solanum,Solanaceae,30,461
Alpinia oxymitra,Alpinia,Zingiberaceae,6,9
Lomandra longifolia,Lomandra,Asparagaceae,40,7160
Mimusops balata,Mimusops,Sapotaceae,6,1052
Begonia binuangensis,Begonia,Begoniaceae,3,13
Tecticornia indica,Tecticornia,Amaranthaceae,56,167
Convolvulus tricolor,Convolvulus,Convolvulaceae,35,392
Freycinetia solomonensis,Freycinetia,Pandanaceae,4,8
Triodanis biflora,Triodanis,Campanulaceae,14,129
Quercus rotundifolia,Quercus,Fagaceae,8,370
Persicaria glabra,Persicaria,Polygonaceae,40,314
Crossopetalum aquifolium,Crossopetalum,Celastraceae,9,57
Grevillea pungens,Grevillea,Proteaceae,5,99
Agalinis purpurea,Agalinis,Orobanchaceae,35,255
Spyridium vexilliferum,Spyridium,Rhamnaceae,8,618
Elaeocarpus multisectus,Elaeocarpus,Elaeocarpaceae,4,58
Echium angustifolium,Echium,Boraginaceae,18,986
Aglaia macrocarpa,Aglaia,Meliaceae,11,92
Fraxinus mandshurica,Fraxinus,Oleaceae,10,2192
Diospyros gillespiei,Diospyros,Ebenaceae,5,17
Petrosedum ochroleucum,Petrosedum,Crassulaceae,18,70
Coutoubea spicata,Coutoubea,Gentianaceae,11,66
Sorindeia madagascariensis,Sorindeia,Anacardiaceae,11,658
Cissus microcarpa,Cissus,Vitaceae,11,77
Viola fennica,Viola,Violaceae,19,48
Shorea johorensis,Shorea,Dipterocarpaceae,5,162
Pajanelia longifolia,Pajanelia,Bignoniaceae,7,36
Knema kunstleri,Knema,Myristicaceae,5,96
Narcissus cyclazetta,Narcissus,Amaryllidaceae,26,1109
Trichosanthes villosa,Trichosanthes,Cucurbitaceae,10,77
Stigmaphyllon ellipticum,Stigmaphyllon,Malpighiaceae,4,30
Epilobium arcticum,Epilobium,Onagraceae,17,104
Lysiana maritima,Lysiana,Loranthaceae,5,17
Iris hybrida,Iris,Iridaceae,18,87
Kelleria lyallii,Kelleria,Thymelaeaceae,5,84
Opuntia littoralis,Opuntia,Cactaceae,9,400
Garcinia andamanica,Garcinia,Clusiaceae,4,13
Limonium tetragonium,Limonium,Plumbaginaceae,5,6
Werauhia sintenisii,Werauhia,Bromeliaceae,5,70
Xanthophyllum adenotus,Xanthophyllum,Polygalaceae,5,191
Dianella bambusifolia,Dianella,Asphodelaceae,5,8
Bursera fagaroides,Bursera,Burseraceae,4,17
Symphoricarpos orbiculatus,Symphoricarpos,Caprifoliaceae,17,442
Impatiens tuberosa,Impatiens,Balsaminaceae,1,31
Juncus heldreichianus,Juncus,Juncaceae,30,156
Hypericum henryi,Hypericum,Hypericaceae,7,54
Aristolochia nardiana,Aristolochia,Aristolochiaceae,3,14
Ackama brassii,Ackama,Cunoniaceae,2,100
Chrysosplenium sibiricum,Chrysosplenium,Saxifragaceae,18,98
Amischotolype marginata,Amischotolype,Commelinaceae,8,103
Verbascum nigrum x thapsus,Verbascum,Scrophulariaceae,9,33
Combretum trifoliatum,Combretum,Combretaceae,5,41
Roemeria nigrotincta,Roemeria,Papaveraceae,23,58
Saurauia subcordata,Saurauia,Actinidiaceae,1,74
Geranium tuberosum,Geranium,Geraniaceae,10,86
Calophyllum waworoentii,Calophyllum,Calophyllaceae,3,4
Ilex odorata,Ilex,Aquifoliaceae,4,21
Cleyera theaeoides,Cleyera,Pentaphylacaceae,2,23
Dillenia reticulata,Dillenia,Dilleniaceae,4,25
Stephania tetrandra,Stephania,Menispermaceae,3,104
Passiflora tuberosa,Passiflora,Passifloraceae,4,27
Dioscorea floribunda,Dioscorea,Dioscoreaceae,3,10
Lantana sandersii,Lantana,Verbenaceae,5,21
Spigelia hamellioides,Spigelia,Loganiaceae,3,9
Pittosporum ligustrifolium,Pittosporum,Pittosporaceae,4,61
Lilium superbum,Lilium,Liliaceae,8,37
Tambourissa castri-delphinii,Tambourissa,Monimiaceae,1,77
Eriocaulon arupense,Eriocaulon,Eriocaulaceae,2,3
Lagerstroemia loudonii,Lagerstroemia,Lythraceae,4,11
Dendrophthora buxifolia,Dendrophthora,Viscaceae,2,47
Myriopus stenophyllus,Myriopus,Heliotropiaceae,3,39
Symplocos whitfordii,Symplocos,Symplocaceae,2,26
Commicarpus chinensis,Commicarpus,Nyctaginaceae,4,15
Cordia exaltata,Cordia,Cordiaceae,2,11
Maerua crassifolia,Maerua,Capparaceae,3,16
Stromanthe jacquinii,Stromanthe,Marantaceae,2,9
Nepenthes northiana,Nepenthes,Nepenthaceae,1,32
Scaevola albida,Scaevola,Goodeniaceae,3,46
Potamogeton gramineus x perfoliatus,Potamogeton,Potamogetonaceae,8,37
Hirtella paniculata,Hirtella,Chrysobalanaceae,2,6
Utricularia scandens,Utricularia,Lentibulariaceae,3,18
Smilax perfoliata,Smilax,Smilacaceae,3,81
Oxalis mirbelii,Oxalis,Oxalidaceae,3,167
Camellia impressinervis,Camellia,Theaceae,2,3
Cistus florentinus,Cistus,Cistaceae,4,23
Epimedium pinnatum,Epimedium,Berberidaceae,2,25
Betula maximowicziana,Betula,Betulaceae,7,1133
Couratari guianensis,Couratari,Lecythidaceae,2,9
Liriodendropsis simplex,Liriodendropsis,Magnoliaceae,2,7
Erythroxylum labatii,Erythroxylum,Erythroxylaceae,2,26
Lindernia Sudley,Lindernia,Linderniaceae,2,4
Campylospermum laxiflorum,Campylospermum,Ochnaceae,2,3
Viburnum obovatum,Viburnum,Viburnaceae,4,9
Drypetes macrostigma,Drypetes,Putranjivaceae,2,11
Carpophyma pallidum,Carpophyma,Aizoaceae,3,6
Hydrangea moellendorffii,Hydrangea,Hydrangeaceae,2,10
Myriophyllum integrifolium,Myriophyllum,Haloragaceae,2,105
Ellipanthus glabrifolius,Ellipanthus,Connaraceae,1,57
Humulus neomexicanus,Humulus,Cannabaceae,4,4
Durandea deplanchei,Durandea,Linaceae,1,22
Hydnocarpus tenuipetalus,Hydnocarpus,Achariaceae,1,11
Disporum bodinieri,Disporum,Colchicaceae,1,30
Alangium hexapetalum,Alangium,Cornaceae,2,4
Bourreria lowryana,Bourreria,Ehretiaceae,1,38
Roepera glauca,Roepera,Zygophyllaceae,2,5
Buxus rotundifolia,Buxus,Buxaceae,1,8
Helonias leucantha,Helonias,Melanthiaceae,2,6
Rumicastrum arenicolum,Rumicastrum,Montiaceae,2,8
Schizolaena noronhae,Schizolaena,Sarcolaenaceae,1,64
Najas ancistrocarpa,Najas,Hydrocharitaceae,3,20
Drosera natalensis,Drosera,Droseraceae,1,83
Cassipourea myriocarpa,Cassipourea,Rhizophoraceae,1,10
Linanthus veatchii,Linanthus,Polemoniaceae,1,30
Albidella glandulosa,Albidella,Alismataceae,2,5
Polyosma longipedicellata,Polyosma,Escalloniaceae,1,3
Phytocrene anomala,Phytocrene,Icacinaceae,1,7
Cyrtandromoea acuminata,Cyrtandromoea,Phrymaceae,2,2
Xyris borneensis,Xyris,Xyridaceae,1,3
Milfordia homeopunctata,Milfordia,Restionaceae,2,2
Lasianthera africana,Lasianthera,Stemonuraceae,1,4
Nothofagus tasmanica,Nothofagus,Nothofagaceae,1,6
Thismia tectipora,Thismia,Burmanniaceae,1,3
Picrasma crenata,Picrasma,Simaroubaceae,1,3
Ribes fujisanense,Ribes,Grossulariaceae,1,4
Zygogynum cyclopensis,Zygogynum,Winteraceae,1,5
Stylidium longicornu,Stylidium,Stylidiaceae,1,2
Physostemon guianensis,Physostemon,Cleomaceae,1,9
Gymnostoma tasmanianum,Gymnostoma,Casuarinaceae,1,2
Bucklandia bucklandii,Bucklandia,Hamamelidaceae,1,1
Heliconia calatheiphylla,Heliconia,Heliconiaceae,1,3
Nuphar lutea x pumila,Nuphar,Nymphaeaceae,1,1
Meliosma tenua,Meliosma,Sabiaceae,1,2
Phacelia cedroensis,Phacelia,Hydrophyllaceae,1,3
Musa nana,Musa,Musaceae,1,1
Aristogeitonia magnistipula,Aristogeitonia,Picrodendraceae,1,1
Portulaca Theda-Station,Portulaca,Portulacaceae,1,1
Costus atlanticus,Costus,Costaceae,1,1
Dendrotrophe arfakensis,Dendrotrophe,Amphorogynaceae,1,1
Juglans elongata,Juglans,Juglandaceae,1,1
Styrax glabrum,Styrax,Styracaceae,1,1
Ophrys scolopax,Ophrys,Orchidaceae,50,613
Synedrella nodiflora,Synedrella,Asteraceae,212,3206
Richardia brasiliensis,Richardia,Rubiaceae,47,429
Lathyrus vernus,Lathyrus,Fabaceae,148,4193
Cenchrus echinatus,Cenchrus,Poaceae,246,2924
Cyperus alternifolius,Cyperus,Cyperaceae,160,3227
Eugenia monticola,Eugenia,Myrtaceae,25,380
Mallotus repandus,Mallotus,Euphorbiaceae,47,2326
Rubus parvifolius,Rubus,Rosaceae,128,3400
Apocynum cannabinum,Apocynum,Apocynaceae,31,816
Mentha canadensis,Mentha,Lamiaceae,85,1445
Miconia subhirsuta,Miconia,Melastomataceae,9,96
Melochia umbellata,Melochia,Malvaceae,49,409
Phyllodoce aleutica,Phyllodoce,Ericaceae,38,648
Salacca zalacca,Salacca,Arecaceae,15,66
Dianthera pectoralis,Dianthera,Acanthaceae,19,48
Litsea lancifolia,Litsea,Lauraceae,11,146
Samolus ebracteatus,Samolus,Primulaceae,22,337
Rhytidophyllum auriculatum,Rhytidophyllum,Gesneriaceae,4,181
Margaritaria indica,Margaritaria,Phyllanthaceae,16,140
Philodendron lacerum,Philodendron,Araceae,18,233
Ranunculus sabinei,Ranunculus,Ranunculaceae,52,156
Maasia sumatrana,Maasia,Annonaceae,7,475
Eruca vesicaria,Eruca,Brassicaceae,101,1680
Acer buergerianum,Acer,Sapindaceae,19,481
Boronia parviflora,Boronia,Rutaceae,16,981
Drymaria cordata,Drymaria,Caryophyllaceae,92,3989
Oenanthe fistulosa,Oenanthe,Apiaceae,53,15664
Phenax sonneratii,Phenax,Urticaceae,14,84
Salix rotundifolia,Salix,Salicaceae,27,163
Morus rubra,Morus,Moraceae,27,267
Piper longum,Piper,Piperaceae,8,17
Callitriche platycarpa,Callitriche,Plantaginaceae,53,12108
Hydrocotyle batrachium,Hydrocotyle,Araliaceae,11,635
Cestrum diurnum,Cestrum,Solanaceae,30,292
Hedychium flavum,Hedychium,Zingiberaceae,6,8
Polygonatum hybridum,Polygonatum,Asparagaceae,40,456
Sideroxylon canariense,Sideroxylon,Sapotaceae,6,217
Begonia coriacea,Begonia,Begoniaceae,3,9
Gomphrena serrata,Gomphrena,Amaranthaceae,55,570
Merremia hederacea,Merremia,Convolvulaceae,35,374
Pandanus basilocularis,Pandanus,Pandanaceae,4,8
Wahlenbergia stricta,Wahlenbergia,Campanulaceae,13,505
Castanea dentata,Castanea,Fagaceae,8,338
Coccoloba swartzii,Coccoloba,Polygonaceae,38,702
Pristimera celastroides,Pristimera,Celastraceae,9,38
Banksia robur,Banksia,Proteaceae,5,95
Euphrasia tetraquetra,Euphrasia,Orobanchaceae,34,2977
Rhamnus crenulata,Rhamnus,Rhamnaceae,8,276
Elaeocarpus octopetalus,Elaeocarpus,Elaeocarpaceae,4,50
Anchusella cretica,Anchusella,Boraginaceae,18,221
Didymocheton alliaceus,Didymocheton,Meliaceae,11,18
Fraxinus nigra,Fraxinus,Oleaceae,10,333
Diospyros vitiensis,Diospyros,Ebenaceae,5,7
Sedum mexicanum,Sedum,Crassulaceae,17,478
Centaurium scilloides,Centaurium,Gentianaceae,10,2755
Buchanania sessilifolia,Buchanania,Anacardiaceae,11,295
Parthenocissus semicordata,Parthenocissus,Vitaceae,11,54
Viola diffusa,Viola,Violaceae,14,624
Shorea seminis,Shorea,Dipterocarpaceae,5,155
Handroanthus serratifolius,Handroanthus,Bignoniaceae,7,24
Myristica maxima,Myristica,Myristicaceae,5,90
Allium chamaemoly,Allium,Amaryllidaceae,22,1262
Zehneria odorata,Zehneria,Cucurbitaceae,10,65
Heteropterys platyptera,Heteropterys,Malpighiaceae,4,23
Epilobium coloratum,Epilobium,Onagraceae,17,103
Amyema haenkeana,Amyema,Loranthaceae,5,10
Crocus laevigatus,Crocus,Iridaceae,16,108
Gonystylus forbesii,Gonystylus,Thymelaeaceae,5,68
Stenocereus heptagonus,Stenocereus,Cactaceae,9,254
Garcinia dumosa,Garcinia,Clusiaceae,4,13
Plumbago aphylla,Plumbago,Plumbaginaceae,4,132
Tillandsia festucoides,Tillandsia,Bromeliaceae,5,62
Polygala orbicularis,Polygala,Polygalaceae,5,174
Herpolirion novae-zelandiae,Herpolirion,Asphodelaceae,4,572
Garuga pinnata,Garuga,Burseraceae,4,13
Dipsacus strigosus,Dipsacus,Caprifoliaceae,16,975
Impatiens loki-schmidtiae,Impatiens,Balsaminaceae,1,29
Juncus gracillimus,Juncus,Juncaceae,30,152
Hypericum prolificum,Hypericum,Hypericaceae,7,30
Aristolochia fimbriata,Aristolochia,Aristolochiaceae,3,8
Pterophylla madagascariensis,Pterophylla,Cunoniaceae,2,94
Saxifraga arendsii,Saxifraga,Saxifragaceae,16,68
Amischotolype mollissima,Amischotolype,Commelinaceae,7,45
Verbascum conocarpum,Verbascum,Scrophulariaceae,7,329
Combretum sundaicum,Combretum,Combretaceae,5,37
Fumaria bicolor,Fumaria,Papaveraceae,17,265
Saurauia amoena,Saurauia,Actinidiaceae,1,51
Geranium reuteri,Geranium,Geraniaceae,9,906
Calophyllum fibrosum,Calophyllum,Calophyllaceae,2,51
Ilex hanceana,Ilex,Aquifoliaceae,4,15
Eurya groffii,Eurya,Pentaphylacaceae,2,16
Dillenia obovata,Dillenia,Dilleniaceae,4,20
Triclisia capitata,Triclisia,Menispermaceae,3,42
Passiflora serrulata,Passiflora,Passifloraceae,4,13
Dioscorea divaricata,Dioscorea,Dioscoreaceae,3,8
Lantana splendens,Lantana,Verbenaceae,5,9
Geniostoma gagneae,Geniostoma,Loganiaceae,3,8
Pittosporum cherrieri,Pittosporum,Pittosporaceae,3,87
Tulipa agenensis,Tulipa,Liliaceae,8,20
Decarydendron lamii,Decarydendron,Monimiaceae,1,76
Eriocaulon chinorossicum,Eriocaulon,Eriocaulaceae,2,3
Sonneratia griffithii,Sonneratia,Lythraceae,4,9
Dendrophthora opuntioides,Dendrophthora,Viscaceae,2,38
