accepted_species,genus,family,n_islands,n_records
Dactylorhiza maculata,Dactylorhiza,Orchidaceae,570,197024
Achillea millefolium,Achillea,Asteraceae,954,451700
Galium aparine,Galium,Rubiaceae,700,459848
Trifolium repens,Trifolium,Fabaceae,993,514031
Festuca rubra,Festuca,Poaceae,891,243123
Eriophorum angustifolium,Eriophorum,Cyperaceae,778,127129
Psidium guajava,Psidium,Myrtaceae,268,6491
Ricinus communis,Ricinus,Euphorbiaceae,407,12626
Argentina anserina,Argentina,Rosaceae,849,289276
Catharanthus roseus,Catharanthus,Apocynaceae,438,6910
Prunella vulgaris,Prunella,Lamiaceae,822,389528
Melastoma malabathricum,Melastoma,Melastomataceae,171,7631
Talipariti tiliaceum,Talipariti,Malvaceae,407,6068
Empetrum nigrum,Empetrum,Ericaceae,754,83709
Cocos nucifera,Cocos,Arecaceae,467,10267
Avicennia marina,Avicennia,Acanthaceae,230,4412
Cassytha filiformis,Cassytha,Lauraceae,359,2737
Lysimachia maritima,Lysimachia,Primulaceae,656,43823
Chrysothemis pulchella,Chrysothemis,Gesneriaceae,51,446
Phyllanthus amarus,Phyllanthus,Phyllanthaceae,194,2129
Lemna minor,Lemna,Araceae,433,146027
Ranunculus repens,Ranunculus,Ranunculaceae,732,554397
Annona squamosa,Annona,Annonaceae,146,1075
Capsella bursa-pastoris,Capsella,Brassicaceae,747,227511
Acer pseudoplatanus,Acer,Sapindaceae,378,442918
Murraya paniculata,Murraya,Rutaceae,176,5018
Stellaria media,Stellaria,Caryophyllaceae,904,281518
Anthriscus sylvestris,Anthriscus,Apiaceae,617,394863
Urtica dioica,Urtica,Urticaceae,663,641497
Salix caprea,Salix,Salicaceae,569,199659
Ficus carica,Ficus,Moraceae,273,13559
Peperomia pellucida,Peperomia,Piperaceae,129,1594
Plantago major,Plantago,Plantaginaceae,894,395413
Hedera helix,Hedera,Araliaceae,360,386834
Solanum nigrum,Solanum,Solanaceae,527,74690
Alpinia zerumbet,Alpinia,Zingiberaceae,151,6602
Convallaria majalis,Convallaria,Asparagaceae,407,21816
Mimusops elengi,Mimusops,Sapotaceae,119,719
Begonia cucullata,Begonia,Begoniaceae,36,558
Atriplex prostrata,Atriplex,Amaranthaceae,645,95705
Ipomoea pes-caprae,Ipomoea,Convolvulaceae,586,8675
Pandanus tectorius,Pandanus,Pandanaceae,187,3415
Campanula rotundifolia,Campanula,Campanulaceae,656,146625
Quercus robur,Quercus,Fagaceae,395,380115
Rumex acetosella,Rumex,Polygonaceae,888,200826
Euonymus japonicus,Euonymus,Celastraceae,169,7534
Grevillea robusta,Grevillea,Proteaceae,62,2264
Rhinanthus minor,Rhinanthus,Orobanchaceae,605,135790
Frangula alnus,Frangula,Rhamnaceae,283,31586
Elaeocarpus angustifolius,Elaeocarpus,Elaeocarpaceae,52,621
Myosotis arvensis,Myosotis,Boraginaceae,546,190152
Melia azedarach,Melia,Meliaceae,337,6177
Fraxinus excelsior,Fraxinus,Oleaceae,414,509608
Diospyros maritima,Diospyros,Ebenaceae,108,861
Sedum acre,Sedum,Crassulaceae,597,85683
Centaurium pulchellum,Centaurium,Gentianaceae,305,12937
Mangifera indica,Mangifera,Anacardiaceae,255,5389
Parthenocissus quinquefolia,Parthenocissus,Vitaceae,160,6819
Viola palustris,Viola,Violaceae,554,96549
Dipterocarpus grandiflorus,Dipterocarpus,Dipterocarpaceae,34,292
Tecoma stans,Tecoma,Bignoniaceae,176,2732
Myristica fragrans,Myristica,Myristicaceae,48,231
Momordica charantia,Momordica,Cucurbitaceae,227,6519
Allium schoenoprasum,Allium,Amaryllidaceae,365,10193
Tristellateia australasiae,Tristellateia,Malpighiaceae,56,288
Chamaenerion angustifolium,Chamaenerion,Onagraceae,767,311697
Scurrula parasitica,Scurrula,Loranthaceae,26,187
Iris pseudacorus,Iris,Iridaceae,553,206508
Daphne mezereum,Daphne,Thymelaeaceae,124,4876
Opuntia stricta,Opuntia,Cactaceae,173,1875
Clusia rosea,Clusia,Clusiaceae,72,2075
Armeria maritima,Armeria,Plumbaginaceae,535,67083
Ananas comosus,Ananas,Bromeliaceae,141,952
Polygala vulgaris,Polygala,Polygalaceae,359,57982
Dianella ensifolia,Dianella,Asphodelaceae,139,3812
Bursera simaruba,Bursera,Burseraceae,126,3009
Linnaea borealis,Linnaea,Caprifoliaceae,551,13248
Impatiens glandulifera,Impatiens,Balsaminaceae,282,199544
Luzula multiflora,Luzula,Juncaceae,742,127871
Hypericum perforatum,Hypericum,Hypericaceae,482,142611
Aristolochia rotunda,Aristolochia,Aristolochiaceae,43,728
Saxifraga oppositifolia,Saxifraga,Saxifragaceae,361,17976
Verbascum thapsus,Verbascum,Scrophulariaceae,415,82044
Commelina diffusa,Commelina,Commelinaceae,186,3542
Pterophylla fraxinea,Pterophylla,Cunoniaceae,25,200
Terminalia catappa,Terminalia,Combretaceae,379,7092
Actinidia arguta,Actinidia,Actinidiaceae,56,2124
Fumaria officinalis,Fumaria,Papaveraceae,364,60971
Geranium robertianum,Geranium,Geraniaceae,565,384277
Ilex aquifolium,Ilex,Aquifoliaceae,286,344129
Calophyllum inophyllum,Calophyllum,Calophyllaceae,239,2489
Eurya japonica,Eurya,Pentaphylacaceae,137,6679
Dillenia indica,Dillenia,Dilleniaceae,40,442
Cocculus orbiculatus,Cocculus,Menispermaceae,137,4279
Passiflora foetida,Passiflora,Passifloraceae,281,3546
Dioscorea bulbifera,Dioscorea,Dioscoreaceae,188,2245
Lantana camara,Lantana,Verbenaceae,425,16723
Geniostoma rupestre,Geniostoma,Loganiaceae,89,1242
Gagea lutea,Gagea,Liliaceae,157,10093
Pittosporum tobira,Pittosporum,Pittosporaceae,237,14399
Hedycarya dorstenioides,Hedycarya,Monimiaceae,22,161
Eriocaulon cinereum,Eriocaulon,Eriocaulaceae,35,455
Lythrum salicaria,Lythrum,Lythraceae,470,119746
Viscum album,Viscum,Viscaceae,58,45415
Heliotropium curassavicum,Heliotropium,Heliotropiaceae,187,1917
Symplocos cochinchinensis,Symplocos,Symplocaceae,57,1738
Mirabilis jalapa,Mirabilis,Nyctaginaceae,290,5309
Cordia subcordata,Cordia,Cordiaceae,156,1142
Capparis spinosa,Capparis,Capparaceae,172,2413
Nepenthes mirabilis,Nepenthes,Nepenthaceae,62,1612
Donax canniformis,Donax,Marantaceae,70,463
Scaevola taccada,Scaevola,Goodeniaceae,412,7575
