accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Asystasia alba,M0_floral_phenotype,flower_primary_color,multicolored_variable,"The corolla is white or violet, and the tube 14–18 mm long.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Asystasia_alba,"The corolla is white or violet, and the tube 14–18 mm long.",species_direct,unknown,unreviewed_llm_extraction,"The corolla is white or violet, and the tube 14–18 mm long.",src_b6983bd9f2297d72fd85,3a9c9d85e1268d4da28bab266dcf3ab87aa45891007692ddc05c5e937a3c0937,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,high
Asystasia alba,M0_floral_phenotype,floral_form,tubular,"The corolla is white or violet, and the tube 14–18 mm long.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Asystasia_alba,"The corolla is white or violet, and the tube 14–18 mm long.",species_direct,unknown,unreviewed_llm_extraction,"The corolla is white or violet, and the tube 14–18 mm long.",src_b6983bd9f2297d72fd85,3a9c9d85e1268d4da28bab266dcf3ab87aa45891007692ddc05c5e937a3c0937,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,medium
Beyeria lechenaultii,M0_floral_phenotype,flower_primary_color,white,The sepals of the female flowers are about 2 mm (0.08 in) long and whitish.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Beyeria_lechenaultii,The sepals of the female flowers are about 2 mm (0.08 in) long and whitish.,species_direct,unknown,unreviewed_llm_extraction,The sepals of the female flowers are about 2 mm (0.08 in) long and whitish.,src_877cc6b8e706b2ed9b20,327f70038b9019dc89730f973f68fecdfc0c97a6f1553679656079e746e44ef0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,medium
Brunfelsia portoricensis,M0_floral_phenotype,flower_primary_color,white,its white flowers are few or single with 5 large rounded lobes about 2.5 inches across,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Brunfelsia_portoricensis,its white flowers are few or single with 5 large rounded lobes about 2.5 inches across,species_direct,unknown,unreviewed_llm_extraction,its white flowers are few or single with 5 large rounded lobes about 2.5 inches across,src_795a084d5f319faf31a1,22cb6302695c65efdf2bafb20c1a0f2612eaa2355e4370e675f274154fb45c78,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,high
Brunfelsia portoricensis,M0_floral_phenotype,floral_form,other_described,its white flowers are few or single with 5 large rounded lobes about 2.5 inches across,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Brunfelsia_portoricensis,its white flowers are few or single with 5 large rounded lobes about 2.5 inches across,species_direct,unknown,unreviewed_llm_extraction,its white flowers are few or single with 5 large rounded lobes about 2.5 inches across,src_795a084d5f319faf31a1,22cb6302695c65efdf2bafb20c1a0f2612eaa2355e4370e675f274154fb45c78,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,medium
Brunfelsia portoricensis,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,The species is pollinated by hawk moths.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Brunfelsia_portoricensis,The species is pollinated by hawk moths.,species_direct,unknown,unreviewed_llm_extraction,The species is pollinated by hawk moths.,src_795a084d5f319faf31a1,22cb6302695c65efdf2bafb20c1a0f2612eaa2355e4370e675f274154fb45c78,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,high
Buddleja cordata,M0_floral_phenotype,flower_primary_color,multicolored_variable,"the corollas white, cream, or yellow, with a flush of orange at the throat",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Buddleja_cordata,"the corollas white, cream, or yellow, with a flush of orange at the throat",species_direct,unknown,unreviewed_llm_extraction,"the corollas white, cream, or yellow, with a flush of orange at the throat",src_7243bbca3524bf7c20d7,abb063b674a4b492d6c1d18192c95f4c7a3abb0adba2892e09a3800f90f92a03,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,high
Aristolochia cymbifera,M0_floral_phenotype,floral_form,other_described,"Few plants produce flowers so showy yet so sinister as this species, hanging as they do like tattered and stained rags",reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Aristolochia+cymbifera,"Few plants produce flowers so showy yet so sinister as this species, hanging as they do like tattered and stained rags",species_direct,unknown,unreviewed_llm_extraction,"Few plants produce flowers so showy yet so sinister as this species, hanging as they do like tattered and stained rags",src_588b4c63c41ca79fdd3f,38ea559ced9ca011e40eba50bf16970197f5c1582ed8e60db9cc9e0891b764cf,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,medium
Acalypha hispida,M0_floral_phenotype,flower_primary_color,multicolored_variable,The female plant bears pistillate flowers which are 0.7 millimeters long and range in color from purple to bright red,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acalypha_hispida,The female plant bears pistillate flowers which are 0.7 millimeters long and range in color from purple to bright red,species_direct,unknown,unreviewed_llm_extraction,The female plant bears pistillate flowers which are 0.7 millimeters long and range in color from purple to bright red,src_ffe42b0976f8037f2cf7,6888c6633e92ab42d0e32a2fe37c47980408dd59042cbc0cd514ee5f43b8c8ff,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,high
Acalypha hispida,M0_floral_phenotype,floral_form,brush_puff,pendent flowers which vaguely resemble brushes,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acalypha_hispida,pendent flowers which vaguely resemble brushes,species_direct,unknown,unreviewed_llm_extraction,pendent flowers which vaguely resemble brushes,src_ffe42b0976f8037f2cf7,6888c6633e92ab42d0e32a2fe37c47980408dd59042cbc0cd514ee5f43b8c8ff,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,ff775a8d135316d8d7c48083f2ec59f5cb7339fa385adbb8954045c0dd10a04a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_1b6ed44139c91bb9b68b,high
