accepted_species,genus,family,n_islands,n_records
Serapias lingua,Serapias,Orchidaceae,63,2535
Centaurea jacea,Centaurea,Asteraceae,302,21845
Geophila repens,Geophila,Rubiaceae,74,323
Caesalpinia pulcherrima,Caesalpinia,Fabaceae,204,2218
Agrostis gigantea,Agrostis,Poaceae,356,49075
Carex bigelowii,Carex,Cyperaceae,249,16328
Decaspermum fruticosum,Decaspermum,Myrtaceae,34,173
Euphorbia bifida,Euphorbia,Euphorbiaceae,84,462
Prunus domestica,Prunus,Rosaceae,180,67536
Alyxia stellata,Alyxia,Apocynaceae,54,639
Mentha pulegium,Mentha,Lamiaceae,120,7417
Rhexia mariana,Rhexia,Melastomataceae,13,39
Melochia tomentosa,Melochia,Malvaceae,80,1320
Vaccinium macrocarpon,Vaccinium,Ericaceae,67,3243
Bismarckia nobilis,Bismarckia,Arecaceae,23,246
Barleria prionitis,Barleria,Acanthaceae,34,208
Aiouea montana,Aiouea,Lauraceae,17,230
Maesa perlaria,Maesa,Primulaceae,43,5326
Epithema saxatile,Epithema,Gesneriaceae,6,57
Andrachne telephioides,Andrachne,Phyllanthaceae,33,149
Arisaema thunbergii,Arisaema,Araceae,34,1154
Anemone coronaria,Anemone,Ranunculaceae,87,2072
Xylopia malayana,Xylopia,Annonaceae,11,174
Sinapis alba,Sinapis,Brassicaceae,144,13598
Paullinia pinnata,Paullinia,Sapindaceae,30,766
Zanthoxylum avicennae,Zanthoxylum,Rutaceae,30,256
Rabelera holostea,Rabelera,Caryophyllaceae,177,208164
Coriandrum sativum,Coriandrum,Apiaceae,95,1963
Cypholophus macrocephalus,Cypholophus,Urticaceae,24,78
Salix lucida,Salix,Salicaceae,47,369
Ficus fistulosa,Ficus,Moraceae,43,1489
Piper interruptum,Piper,Piperaceae,16,133
Veronica americana,Veronica,Plantaginaceae,114,1299
Hydrocotyle moschata,Hydrocotyle,Araliaceae,19,2819
Solanum linnaeanum,Solanum,Solanaceae,51,2180
Alpinia aquatica,Alpinia,Zingiberaceae,10,88
Maianthemum canadense,Maianthemum,Asparagaceae,66,2577
Pouteria caimito,Pouteria,Sapotaceae,11,22
Begonia coccinea,Begonia,Begoniaceae,5,11
Amaranthus albus,Amaranthus,Amaranthaceae,81,1067
Stictocardia tiliifolia,Stictocardia,Convolvulaceae,58,338
Sararanga sinuosa,Sararanga,Pandanaceae,5,23
Campanula medium,Campanula,Campanulaceae,26,904
Quercus nigra,Quercus,Fagaceae,14,185
Persicaria capitata,Persicaria,Polygonaceae,80,9420
Monteverdia buxifolia,Monteverdia,Celastraceae,18,157
Banksia spinulosa,Banksia,Proteaceae,8,36
Lathraea squamaria,Lathraea,Orobanchaceae,55,18709
Pomaderris paniculosa,Pomaderris,Rhamnaceae,14,400
Sloanea massonii,Sloanea,Elaeocarpaceae,7,42
Myosotis decumbens,Myosotis,Boraginaceae,45,183
Didymocheton mollis,Didymocheton,Meliaceae,18,124
Chionanthus retusus,Chionanthus,Oleaceae,22,367
Diospyros lolin,Diospyros,Ebenaceae,7,38
Hylotelephium spectabile,Hylotelephium,Crassulaceae,38,2848
Gentiana sceptrum,Gentiana,Gentianaceae,20,638
Mangifera minor,Mangifera,Anacardiaceae,19,167
Cissus reniformis,Cissus,Vitaceae,20,97
Viola kitaibeliana,Viola,Violaceae,29,180
