accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Aporostylis bifolia,M0_floral_phenotype,flower_primary_color,multicolored_variable,"Flower colours. Red/Pink, White.",reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/aporostylis-bifolia/,"Flower colours. Red/Pink, White.",species_direct,unknown,unreviewed_llm_extraction,"Flower colours. Red/Pink, White.",src_78b942a1f75ac6712044,98e1f0e88c0c50213153b56c16bc1199f668d7bd2559759f394ada6f01617d79,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,high
Aporostylis bifolia,M0_other_reported_trait,inflorescence_display,solitary,"Flower usually solitary, rarely paired",reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/aporostylis-bifolia/,"Flower usually solitary, rarely paired",species_direct,unknown,unreviewed_llm_extraction,"Flower usually solitary, rarely paired",src_78b942a1f75ac6712044,98e1f0e88c0c50213153b56c16bc1199f668d7bd2559759f394ada6f01617d79,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,high
Aporostylis bifolia,M0_floral_phenotype,floral_form,other_described,"dorsal sepal upper most, shallowly concave, wider than laterals, slightly arched over column, lateral sepals similar to petals, linear-lanceolate, wide-spreading. Petals similar but slightly shorter. Labellum sessile, simple, orbicular-obovate broadly expanded with narrower base",reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/aporostylis-bifolia/,"dorsal sepal upper most, shallowly concave, wider than laterals, slightly arched over column, lateral sepals similar to petals, linear-lanceolate, wide-spreading. Petals similar but slightly shorter. Labellum sessile, simple, orbicular-obovate broadly expanded with narrower base",species_direct,unknown,unreviewed_llm_extraction,"dorsal sepal upper most, shallowly concave, wider than laterals, slightly arched over column, lateral sepals similar to petals, linear-lanceolate, wide-spreading. Petals similar but slightly shorter. Labellum sessile, simple, orbicular-obovate broadly expanded with narrower base",src_78b942a1f75ac6712044,98e1f0e88c0c50213153b56c16bc1199f668d7bd2559759f394ada6f01617d79,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,high
Aporostylis bifolia,M0_floral_phenotype,floral_symmetry,zygomorphic,"dorsal sepal upper most, shallowly concave, wider than laterals, slightly arched over column, lateral sepals similar to petals, linear-lanceolate, wide-spreading",reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/aporostylis-bifolia/,"dorsal sepal upper most, shallowly concave, wider than laterals, slightly arched over column, lateral sepals similar to petals, linear-lanceolate, wide-spreading",species_direct,unknown,unreviewed_llm_extraction,"dorsal sepal upper most, shallowly concave, wider than laterals, slightly arched over column, lateral sepals similar to petals, linear-lanceolate, wide-spreading",src_78b942a1f75ac6712044,98e1f0e88c0c50213153b56c16bc1199f668d7bd2559759f394ada6f01617d79,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,medium
Aporostylis bifolia,M0_other_reported_trait,sex_system,hermaphroditic,"Column elongate, erect to slightly curved, column-wings fused in front of base, narrow to level of stigma, there wider and extending upwards as small, sharply pointed lobes, one either side of anther. Anther terminal, apiculate, papillose, pollinia two per cell, pollen finely granular. Stigma discoid, rostellum median.",reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/aporostylis-bifolia/,"Column elongate, erect to slightly curved, column-wings fused in front of base, narrow to level of stigma, there wider and extending upwards as small, sharply pointed lobes, one either side of anther. Anther terminal, apiculate, papillose, pollinia two per cell, pollen finely granular. Stigma discoid, rostellum median.",species_direct,unknown,unreviewed_llm_extraction,"Column elongate, erect to slightly curved, column-wings fused in front of base, narrow to level of stigma, there wider and extending upwards as small, sharply pointed lobes, one either side of anther. Anther terminal, apiculate, papillose, pollinia two per cell, pollen finely granular. Stigma discoid, rostellum median.",src_78b942a1f75ac6712044,98e1f0e88c0c50213153b56c16bc1199f668d7bd2559759f394ada6f01617d79,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,medium
Abuta racemosa,M0_other_reported_trait,flower_size_class,small,The flowers of female plants are small.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Abuta_racemosa,The flowers of female plants are small.,species_direct,unknown,unreviewed_llm_extraction,The flowers of female plants are small.,src_24a0a992450d382452cf,7da8f8ab3c9ab9c872a7ea8f8a5ee48835f1cbce154cb83eedde1fa3e215b31b,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,high
Acacia sclerosperma,M0_floral_phenotype,flower_primary_color,yellow_orange,The flowers are yellow,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_sclerosperma,The flowers are yellow,species_direct,unknown,unreviewed_llm_extraction,The flowers are yellow,src_e2d054c2f7f9f86d27fb,95b24399ae1e9d62b9cc593a1fa58221de5ffd6db73b67037d0f7e4ab9173b51,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,high
Acacia sclerosperma,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,held in cylindrical clusters about five millimetres in diameter and continuing 15 to 20 flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_sclerosperma,held in cylindrical clusters about five millimetres in diameter and continuing 15 to 20 flowers,species_direct,unknown,unreviewed_llm_extraction,held in cylindrical clusters about five millimetres in diameter and continuing 15 to 20 flowers,src_e2d054c2f7f9f86d27fb,95b24399ae1e9d62b9cc593a1fa58221de5ffd6db73b67037d0f7e4ab9173b51,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,high
Acronychia octandra,M0_floral_phenotype,flower_primary_color,multicolored_variable,greenish-white flowers arranged in groups in leaf axils,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acronychia_octandra,greenish-white flowers arranged in groups in leaf axils,species_direct,unknown,unreviewed_llm_extraction,greenish-white flowers arranged in groups in leaf axils,src_0a6a111a8849510a8e0a,bda63f5a871c7255ceb62c2eaf89c8c913d50db3c2b1f842f499f8dfa525f684,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,high
Acronychia octandra,M0_other_reported_trait,flower_size_class,small,the four petals greenish-white and 6–8 mm (0.2–0.3 in) long,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acronychia_octandra,the four petals greenish-white and 6–8 mm (0.2–0.3 in) long,species_direct,unknown,unreviewed_llm_extraction,the four petals greenish-white and 6–8 mm (0.2–0.3 in) long,src_0a6a111a8849510a8e0a,bda63f5a871c7255ceb62c2eaf89c8c913d50db3c2b1f842f499f8dfa525f684,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,452c4505cf3717a3f78664f8731b37803173fa427b54c0e01c9ae1161ce8d785,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_918619cfa6150fd38e23,high
