accepted_species,genus,family,n_islands,n_records
Platanthera metabifolia,Platanthera,Orchidaceae,21,191
Logfia minima,Logfia,Asteraceae,91,13111
Coprosma lucida,Coprosma,Rubiaceae,18,25500
Bauhinia monandra,Bauhinia,Fabaceae,71,478
Cenchrus setaceus,Cenchrus,Poaceae,100,4695
Cyperus pedunculatus,Cyperus,Cyperaceae,56,191
Eucalyptus pilularis,Eucalyptus,Myrtaceae,10,195
Acalypha chamaedrifolia,Acalypha,Euphorbiaceae,17,200
Aruncus sylvester,Aruncus,Rosaceae,45,426
Urceola laevigata,Urceola,Apocynaceae,10,143
Leucas lavandulifolia,Leucas,Lamiaceae,29,279
Miconia cinerascens,Miconia,Melastomataceae,5,12
Talipariti elatum,Talipariti,Malvaceae,15,94
Styphelia cymbulae,Styphelia,Ericaceae,11,826
Calamus hirsutus,Calamus,Arecaceae,5,197
Phaulopsis imbricata,Phaulopsis,Acanthaceae,4,63
Cinnamomum sieboldii,Cinnamomum,Lauraceae,5,57
Ardisia guianensis,Ardisia,Primulaceae,6,23
Cyrtandra dispar,Cyrtandra,Gesneriaceae,2,26
Baccaurea dulcis,Baccaurea,Phyllanthaceae,6,78
Thaumatophyllum corcovadense,Thaumatophyllum,Araceae,6,13
Delphinium halteratum,Delphinium,Ranunculaceae,13,86
Polyalthia motleyana,Polyalthia,Annonaceae,3,151
Alyssum umbellatum,Alyssum,Brassicaceae,22,67
Acer freemanii,Acer,Sapindaceae,6,15
Melicope incana,Melicope,Rutaceae,4,37
Stellaria glochidisperma,Stellaria,Caryophyllaceae,20,1423
Bupleurum triradiatum,Bupleurum,Apiaceae,14,165
Pilea sanctae-crucis,Pilea,Urticaceae,5,6
Salix pellita,Salix,Salicaceae,7,42
Treculia africana,Treculia,Moraceae,9,206
Piper crassipes,Piper,Piperaceae,3,32
Veronica macrocarpa,Veronica,Plantaginaceae,10,767
Heptapleurum waterhousei,Heptapleurum,Araliaceae,4,10
Solanum subinerme,Solanum,Solanaceae,8,66
Alpinia densespicata,Alpinia,Zingiberaceae,2,32
Semele androgyna,Semele,Asparagaceae,8,1004
Ecclinusa ramiflora,Ecclinusa,Sapotaceae,3,10
Begonia baronii,Begonia,Begoniaceae,1,27
Tecticornia pergranulata,Tecticornia,Amaranthaceae,14,42
Decalobanthus discoidespermus,Decalobanthus,Convolvulaceae,8,14
Pandanus macrostigma,Pandanus,Pandanaceae,2,6
Lobelia salicina,Lobelia,Campanulaceae,3,50
Lithocarpus javensis,Lithocarpus,Fagaceae,3,34
Rumex crispus x obtusifolius,Rumex,Polygonaceae,8,54
Euonymus australiana,Euonymus,Celastraceae,3,8
Stenocarpus heterophyllus,Stenocarpus,Proteaceae,2,4
Pedicularis ornithorhynchos,Pedicularis,Orobanchaceae,6,298
Helinus integrifolius,Helinus,Rhamnaceae,3,19
Prasoxylon hongkongense,Prasoxylon,Meliaceae,3,174
Lithospermum virginianum,Lithospermum,Boraginaceae,5,11
Tetratheca stenocarpa,Tetratheca,Elaeocarpaceae,1,80
Jasminum asphanodon,Jasminum,Oleaceae,2,34
Diospyros quadrangularis,Diospyros,Ebenaceae,2,8
Aeonium simsii,Aeonium,Crassulaceae,3,249
Rhus retinorrhaea,Rhus,Anacardiaceae,3,16
Centaurium discolor,Centaurium,Gentianaceae,2,133
Cissus forsteniana,Cissus,Vitaceae,3,7
Viola tracheliifolia,Viola,Violaceae,4,56
Hopea fluvialis,Hopea,Dipterocarpaceae,2,35
Virola fosteri,Virola,Myristicaceae,2,6
Jacaranda obovata,Jacaranda,Bignoniaceae,2,8
Crinum latifolium,Crinum,Amaryllidaceae,4,9
Zehneria leucocarpa,Zehneria,Cucurbitaceae,2,44
Epilobium montanum x parviflorum,Epilobium,Onagraceae,4,19
Stigmaphyllon angustifolium,Stigmaphyllon,Malpighiaceae,1,57
Gothanipollis bassensis,Gothanipollis,Loranthaceae,2,5
Crocus nudiflorus,Crocus,Iridaceae,3,1363
Phaleria nisidae,Phaleria,Thymelaeaceae,2,9
Opuntia occidentalis,Opuntia,Cactaceae,3,4
Symphonia microphylla,Symphonia,Clusiaceae,1,162
Armeria leucocephala,Armeria,Plumbaginaceae,1,546
Vriesea rubroviridis,Vriesea,Bromeliaceae,2,11
Polygala tenuifolia,Polygala,Polygalaceae,2,2
Aloe trachyticola,Aloe,Asphodelaceae,1,20
Canarium galokense,Canarium,Burseraceae,1,42
Lonicera americana,Lonicera,Caprifoliaceae,3,19
Impatiens messmerae,Impatiens,Balsaminaceae,1,5
Ackama fulva,Ackama,Cunoniaceae,1,55
Juncus xiphioides,Juncus,Juncaceae,4,43
Saxifraga taylorii,Saxifraga,Saxifragaceae,2,84
Isotrema howii,Isotrema,Aristolochiaceae,1,18
Streptolirion lineare,Streptolirion,Commelinaceae,1,42
Verbascum nigrum x speciosum,Verbascum,Scrophulariaceae,2,2
Hypericum nakamurae,Hypericum,Hypericaceae,1,44
Terminalia oreadum,Terminalia,Combretaceae,1,20
Saurauia gorokae,Saurauia,Actinidiaceae,1,2
Papaver anjuicum,Papaver,Papaveraceae,2,3
Erodium anaristatum,Erodium,Geraniaceae,1,28
Calophyllum lingulatum,Calophyllum,Calophyllaceae,1,6
Ilex nothophoeboides,Ilex,Aquifoliaceae,1,5
Adinandra longipedicellata,Adinandra,Pentaphylacaceae,1,2
Tinospora teijsmannii,Tinospora,Menispermaceae,1,5
Schumacheria alnifolia,Schumacheria,Dilleniaceae,1,9
Tacca celebica,Tacca,Dioscoreaceae,1,3
Paropsia varecifomis,Paropsia,Passifloraceae,1,12
Isidroa spinifera,Isidroa,Verbenaceae,1,3
Mitrasacme hispida,Mitrasacme,Loganiaceae,1,7
Fritillaria camtschatcensis,Fritillaria,Liliaceae,1,19
Pittosporum ornatum,Pittosporum,Pittosporaceae,1,8
Potamogeton biwaensis,Potamogeton,Potamogetonaceae,1,16
Syngonanthus welwitschii,Syngonanthus,Eriocaulaceae,1,2
Mollinedia luizae,Mollinedia,Monimiaceae,1,2
Goeppertia allenii,Goeppertia,Marantaceae,1,1
Sonneratia zhongcairongii,Sonneratia,Lythraceae,1,2
Symplocos juiyenensis,Symplocos,Symplocaceae,1,2
Dendrophthora mackenziei,Dendrophthora,Viscaceae,1,1
Boerhaavia coccinea,Boerhavia,Nyctaginaceae,1,1
Myriopus petionvillae,Myriopus,Heliotropiaceae,1,1
Thilachium oppositiflorum,Thilachium,Capparaceae,1,1
Liriodendron oblongifolium,Liriodendron,Magnoliaceae,1,1
Varronia subtruncata,Varronia,Cordiaceae,1,1
Leschenaultia biloba,Leschenaultia,Goodeniaceae,1,1
Corylus macquarryi,Corylus,Betulaceae,1,1
Smilax taipeiensis,Smilax,Smilacaceae,1,1
Orchis pauciflora,Orchis,Orchidaceae,20,746
Pseudognaphalium affine,Pseudognaphalium,Asteraceae,91,3394
Cynanchica pyrenaica,Cynanchica,Rubiaceae,18,12377
Hylodesmum podocarpum,Hylodesmum,Fabaceae,70,4068
Calamagrostis stricta,Calamagrostis,Poaceae,100,1487
Carex disperma,Carex,Cyperaceae,53,184
Syzygium fibrosum,Syzygium,Myrtaceae,10,188
Manihot carthaginensis,Manihot,Euphorbiaceae,17,31
Kerria japonica,Kerria,Rosaceae,43,4857
Parsonsia curvisepala,Parsonsia,Apocynaceae,10,117
Gmelina philippensis,Gmelina,Lamiaceae,29,77
Miconia leamarginata,Miconia,Melastomataceae,5,12
Triumfetta pentandra,Triumfetta,Malvaceae,15,88
Rhododendron pulchrum,Rhododendron,Ericaceae,10,105
Calamus ochrolepis,Calamus,Arecaceae,5,49
Dicliptera paniculata,Dicliptera,Acanthaceae,4,50
Litsea insignis,Litsea,Lauraceae,5,54
Ardisia darlingii,Ardisia,Primulaceae,6,20
Cyrtandra pogonantha,Cyrtandra,Gesneriaceae,2,24
Phyllanthus nutans,Phyllanthus,Phyllanthaceae,6,62
Dieffenbachia bowmanii,Dieffenbachia,Araceae,6,10
Ranunculus millefoliatus,Ranunculus,Ranunculaceae,13,73
Drepananthus magnificus,Drepananthus,Annonaceae,3,123
Iberis sempervirens,Iberis,Brassicaceae,21,871
Acer heldreichii,Acer,Sapindaceae,6,15
Micromelum diversifolium,Micromelum,Rutaceae,4,36
Eudianthe coeli-rosa,Eudianthe,Caryophyllaceae,18,319
Angelica atropurpurea,Angelica,Apiaceae,14,119
Elatostema rugosum,Elatostema,Urticaceae,4,1729
Salix pedicellaris,Salix,Salicaceae,7,27
Ficus trachypison,Ficus,Moraceae,9,183
Peperomia dendrophila,Peperomia,Piperaceae,3,19
Linaria supina,Linaria,Plantaginaceae,10,484
Osmoxylon globulare,Osmoxylon,Araliaceae,4,9
Lycianthes scandens,Lycianthes,Solanaceae,8,48
Alpinia boia,Alpinia,Zingiberaceae,2,27
