accepted_species,genus,family,n_islands,n_records
Spiranthes spiralis,Spiranthes,Orchidaceae,73,12581
Tridax procumbens,Tridax,Asteraceae,324,10948
Pentas lanceolata,Pentas,Rubiaceae,85,687
Vicia sylvatica,Vicia,Fabaceae,227,6921
Poa humilis,Poa,Poaceae,421,49025
Carex flava,Carex,Cyperaceae,265,3010
Eucalyptus robusta,Eucalyptus,Myrtaceae,36,540
Mallotus philippensis,Mallotus,Euphorbiaceae,104,2397
Rubus arcticus,Rubus,Rosaceae,206,2132
Parsonsia alboflavescens,Parsonsia,Apocynaceae,60,540
Clerodendrum trichotomum,Clerodendrum,Lamiaceae,140,4289
Rhexia virginica,Rhexia,Melastomataceae,13,236
Gossypium barbadense,Gossypium,Malvaceae,90,376
Vaccinium parvifolium,Vaccinium,Ericaceae,89,6318
Coccothrinax argentata,Coccothrinax,Arecaceae,26,237
Dicliptera sexangularis,Dicliptera,Acanthaceae,38,185
Litsea timoriana,Litsea,Lauraceae,20,177
Dodecatheon pulchellum,Dodecatheon,Primulaceae,50,528
Kohleria amabilis,Kohleria,Gesneriaceae,7,11
Cleistanthus oblongifolius,Cleistanthus,Phyllanthaceae,35,333
Spathiphyllum wallisii,Spathiphyllum,Araceae,39,105
Ranunculus muricatus,Ranunculus,Ranunculaceae,104,1935
Meiogyne virgata,Meiogyne,Annonaceae,13,203
Descurainia sophia,Descurainia,Brassicaceae,182,11390
Mischocarpus sundaicus,Mischocarpus,Sapindaceae,35,222
Euodia hortensis,Euodia,Rutaceae,33,139
Viscaria vulgaris,Viscaria,Caryophyllaceae,213,6622
Ligusticum scoticum,Ligusticum,Apiaceae,111,313
Pipturus arborescens,Pipturus,Urticaceae,30,372
Salix smithiana,Salix,Salicaceae,57,1180
Ficus benghalensis,Ficus,Moraceae,49,304
Peperomia japonica,Peperomia,Piperaceae,18,805
Veronica polita,Veronica,Plantaginaceae,133,23755
Schefflera arboricola,Schefflera,Araliaceae,23,245
Brugmansia suaveolens,Brugmansia,Solanaceae,62,1277
Globba pendula,Globba,Zingiberaceae,11,124
Yucca aloifolia,Yucca,Asparagaceae,74,452
Palaquium amboinense,Palaquium,Sapotaceae,12,38
Begonia retusa,Begonia,Begoniaceae,5,60
Salicornia perennis,Salicornia,Amaranthaceae,90,1891
Operculina turpethum,Operculina,Convolvulaceae,69,2194
Freycinetia angustifolia,Freycinetia,Pandanaceae,6,17
Campanula rapunculus,Campanula,Campanulaceae,31,1266
Quercus phillyraeoides,Quercus,Fagaceae,19,465
Rumex sanguineus,Rumex,Polygonaceae,92,185676
Reissantia indica,Reissantia,Celastraceae,19,82
Isopogon ceratophyllus,Isopogon,Proteaceae,8,990
Melampyrum roseum,Melampyrum,Orobanchaceae,60,1026
Dallachya vitiensis,Dallachya,Rhamnaceae,16,100
Elaeocarpus persicifolius,Elaeocarpus,Elaeocarpaceae,8,22
Echium arenarium,Echium,Boraginaceae,53,207
