accepted_species,genus,family,n_islands,n_records
Nervilia concolor,Nervilia,Orchidaceae,35,195
Silybum marianum,Silybum,Asteraceae,152,8955
Cyclophyllum barbatum,Cyclophyllum,Rubiaceae,37,243
Acacia auriculiformis,Acacia,Fabaceae,117,1340
Poa glauca,Poa,Poaceae,192,6237
Carex elata,Carex,Cyperaceae,118,23515
Syzygium clusiifolium,Syzygium,Myrtaceae,18,56
Dalechampia scandens,Dalechampia,Euphorbiaceae,33,345
Prunus armeniaca,Prunus,Rosaceae,92,694
Kopsia arborea,Kopsia,Apocynaceae,21,114
Teucrium canadense,Teucrium,Lamiaceae,61,532
Astronia ferruginea,Astronia,Melastomataceae,7,342
Pachira aquatica,Pachira,Malvaceae,31,140
Cassiope mertensiana,Cassiope,Ericaceae,21,608
Arenga ryukyuensis,Arenga,Arecaceae,10,95
Pseuderanthemum repandum,Pseuderanthemum,Acanthaceae,11,94
Mespilodaphne pulchella,Mespilodaphne,Lauraceae,9,107
Maesa denticulata,Maesa,Primulaceae,14,97
Aeschynanthus crassifolius,Aeschynanthus,Gesneriaceae,4,9
Glochidion macrocarpum,Glochidion,Phyllanthaceae,11,122
Arum pictum,Arum,Araceae,11,1369
Hepatica asiatica,Hepatica,Ranunculaceae,32,306
Xylopia aethiopica,Xylopia,Annonaceae,6,69
Cardamine dentata,Cardamine,Brassicaceae,66,153
Dodonaea polyandra,Dodonaea,Sapindaceae,11,69
Zanthoxylum rhoifolium,Zanthoxylum,Rutaceae,11,38
Dianthus chinensis,Dianthus,Caryophyllaceae,56,197
Sanicula crassicaulis,Sanicula,Apiaceae,39,7069
Pilea parietaria,Pilea,Urticaceae,10,120
Salix richardsonii,Salix,Salicaceae,19,301
Ficus grossularioides,Ficus,Moraceae,19,349
Piper mestonii,Piper,Piperaceae,5,109
Limnophila sessiliflora,Limnophila,Plantaginaceae,27,641
Sciodaphyllum attenuatum,Sciodaphyllum,Araliaceae,9,73
Solanum nigrescens,Solanum,Solanaceae,19,386
Sulettaria longituba,Sulettaria,Zingiberaceae,4,32
Dracaena surculosa,Dracaena,Asparagaceae,22,84
Madhuca betis,Madhuca,Sapotaceae,5,22
Begonia hispidissima,Begonia,Begoniaceae,2,17
Amaranthus undulatus,Amaranthus,Amaranthaceae,39,142
Evolvulus sericeus,Evolvulus,Convolvulaceae,21,124
Freycinetia rigida,Freycinetia,Pandanaceae,3,13
Lobelia arenaria,Lobelia,Campanulaceae,8,101
Castanopsis tungurrut,Castanopsis,Fagaceae,6,96
Persicaria attenuata,Persicaria,Polygonaceae,24,83
Perrotettia alpestris,Perrotettia,Celastraceae,6,83
Buckinghamia celsissima,Buckinghamia,Proteaceae,4,10
Cistanche phelypaea,Cistanche,Orobanchaceae,19,282
Rhamnus davuricus,Rhamnus,Rhamnaceae,7,311
Onosma echioides,Onosma,Boraginaceae,10,85
Elaeocarpus carolinensis,Elaeocarpus,Elaeocarpaceae,3,9
Didymocheton aneityensis,Didymocheton,Meliaceae,9,42
Jasminum beesianum,Jasminum,Oleaceae,6,905
Diospyros laurina,Diospyros,Ebenaceae,4,7
Crassula colorata,Crassula,Crassulaceae,10,73
Fagraea woodiana,Fagraea,Gentianaceae,6,31
Searsia natalensis,Searsia,Anacardiaceae,7,29
Leea javanica,Leea,Vitaceae,6,10
Viola uliginosa,Viola,Violaceae,9,293
Dipterocarpus confertus,Dipterocarpus,Dipterocarpaceae,4,110
Pachyptera kerere,Pachyptera,Bignoniaceae,4,39
Horsfieldia grandis,Horsfieldia,Myristicaceae,3,90
Narcissus obsoletus,Narcissus,Amaryllidaceae,15,447
Zehneria thwaitesii,Zehneria,Cucurbitaceae,6,48
Aspidopterys tomentosa,Aspidopterys,Malpighiaceae,3,16
Epilobium komarovianum,Epilobium,Onagraceae,10,428
Crocus cartwrightianus,Crocus,Iridaceae,11,34
Helixanthera coccinea,Helixanthera,Loranthaceae,3,45
Pimelea ligustrina,Pimelea,Thymelaeaceae,3,408
Melocactus macracanthos,Melocactus,Cactaceae,6,869
Garcinia cymosa,Garcinia,Clusiaceae,3,7
Limonium eduardi-diasii,Limonium,Plumbaginaceae,3,105
Wittmackia penduliflora,Wittmackia,Bromeliaceae,4,58
Polygala ramosa,Polygala,Polygalaceae,4,11
Aloe delaetii,Aloe,Asphodelaceae,4,8
Dammara borealis,Protium,Burseraceae,3,11
Cephalaria squamiflora,Cephalaria,Caprifoliaceae,11,172
Impatiens rudicaulis,Impatiens,Balsaminaceae,1,16
Juncus biflorus,Juncus,Juncaceae,19,33
Hypericum thesiifolium,Hypericum,Hypericaceae,4,41
Eucryphia glutinosa,Eucryphia,Cunoniaceae,2,2
Isotrema coadunatum,Isotrema,Aristolochiaceae,2,22
Cyanotis moluccana,Cyanotis,Commelinaceae,5,20
Astilbe rosea,Astilbe,Saxifragaceae,8,279
Buddleja dysophylla,Buddleja,Scrophulariaceae,4,44
Guiera senegalensis,Guiera,Combretaceae,3,4
Dicentra eximia,Dicentra,Papaveraceae,8,81
Saurauia dufaurii,Saurauia,Actinidiaceae,1,13
Pelargonium domesticum,Pelargonium,Geraniaceae,6,21
Kayea grandis,Kayea,Calophyllaceae,2,13
Ilex berteroi,Ilex,Aquifoliaceae,2,21
Eurya septata,Eurya,Pentaphylacaceae,1,72
Hibbertia dilatata,Hibbertia,Dilleniaceae,3,9
Chasmanthera dependens,Chasmanthera,Menispermaceae,2,11
Passiflora cochinchinensis,Passiflora,Passifloraceae,2,67
Dioscorea pubera,Dioscorea,Dioscoreaceae,2,12
Lantana scabrida,Lantana,Verbenaceae,3,5
Strychnos pentantha,Strychnos,Loganiaceae,2,14
Tricyrtis latifolia,Tricyrtis,Liliaceae,4,857
Pittosporum rangitahua,Pittosporum,Pittosporaceae,2,34
Eriocaulon alpinum,Eriocaulon,Eriocaulaceae,1,20
Hedycarya rivularis,Hedycarya,Monimiaceae,1,21
Cuphea cyanea,Cuphea,Lythraceae,3,4
Viscum salicornoides,Viscum,Viscaceae,2,7
Euploca marchionica,Euploca,Heliotropiaceae,2,10
Symplocos orbicularis,Symplocos,Symplocaceae,1,74
Boldoa purpurascens,Boldoa,Nyctaginaceae,2,9
Varronia picardae,Varronia,Cordiaceae,1,15
Capparis sabiifolia,Capparis,Capparaceae,1,244
Phrynium aurantium,Phrynium,Marantaceae,1,13
Zannichellia pedicellata,Zannichellia,Potamogetonaceae,5,25
Nepenthes campanulata,Nepenthes,Nepenthaceae,1,9
Goodenia odonnellii,Goodenia,Goodeniaceae,2,3
Parastemon grandifructum,Parastemon,Chrysobalanaceae,1,15
Utricularia foveolata,Utricularia,Lentibulariaceae,2,4
Smilax barbata,Smilax,Smilacaceae,2,6
Magnolia tenuifolia,Magnolia,Magnoliaceae,2,2
Sarcotheca glauca,Sarcotheca,Oxalidaceae,1,77
Polyspora sarawakensis,Polyspora,Theaceae,1,14
Cistus obtusifolius,Cistus,Cistaceae,2,3
Berberis schaaliae,Berberis,Berberidaceae,1,34
Betula luminifera,Betula,Betulaceae,3,14
Foetidia cuneata,Foetidia,Lecythidaceae,1,17
Erythroxylum xerophilum,Erythroxylum,Erythroxylaceae,1,22
Linderniella porembskii,Linderniella,Linderniaceae,1,8
Ouratea jamaicensis,Ouratea,Ochnaceae,1,11
Viburnum platyphyllum,Viburnum,Viburnaceae,2,3
Drypetes dasyneura,Drypetes,Putranjivaceae,1,5
Aizoon secundum,Aizoon,Aizoaceae,1,3
Deutzia baroniana,Deutzia,Hydrangeaceae,1,3
Rourea balanseana,Rourea,Connaraceae,1,4
Haloragis digyna,Haloragis,Haloragaceae,1,2
Durandea neocaledonica,Durandea,Linaceae,1,3
Celtis glabrata,Celtis,Cannabaceae,1,2
Alangium hollrungii,Alangium,Cornaceae,1,3
Trichadenia sasae,Trichadenia,Achariaceae,1,2
Helonias thibetica,Helonias,Melanthiaceae,1,2
Colchicum umbrosum,Colchicum,Colchicaceae,1,1
Nothofagus dodecaphleps,Nothofagus,Nothofagaceae,1,1
Ehretia hainanensis,Ehretia,Ehretiaceae,1,2
Roepera cordifolia,Roepera,Zygophyllaceae,1,1
Drosera badgerupii,Drosera,Droseraceae,1,1
Calandrinia spec.,Calandrinia,Montiaceae,1,1
Buxus jaucoensis,Buxus,Buxaceae,1,2
Aquarius inpai,Aquarius,Alismataceae,1,1
