accepted_species,axis,trait_name,normalized_value,quality,source_group,provider,source_url,candidate_id,source_citation,exact_supporting_quote,evidence_scope,name_match_method,source_lineage,lineage_method,source_run_id,source_artifact,source_file,acceptance_contract,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason
Adenostoma fasciculatum,floral_structural_complexity,floral_form,other_described,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/23115449,nhm:zhz03b5fca1a:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 23115449",flower shape: calyciform,species_direct,wfo_accepted_name_exact_to_master,bhl:page:23115449,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Allium cernuum,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/18715274,nhm:zhz03b5fcd2c:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 18715274",flower shape: campanulate,species_direct,wfo_accepted_name_exact_to_master,bhl:page:18715274,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Allium cernuum,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/4614310,nhm:zhz03b5fcd2f:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 4614310",flower shape: campanulate,species_direct,wfo_accepted_name_exact_to_master,bhl:page:4614310,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Asarum tamaense,floral_structural_complexity,floral_form,tubular,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/30046309,nhm:zhz03b5fe0ae:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 30046309",flower shape: tubular,species_direct,wfo_accepted_name_exact_to_master,bhl:page:30046309,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Bidens tripartita,floral_structural_complexity,floral_form,tubular,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/5283310,nhm:zhz03b5ff097:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 5283310",flower shape: tubular,species_direct,wfo_accepted_name_exact_to_master,bhl:page:5283310,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Crocidium multicaule,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/32130698,nhm:zhz03b602c20:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 32130698",flower shape: campanulate,species_direct,wfo_accepted_name_exact_to_master,bhl:page:32130698,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Erythrina variegata,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/33504714,nhm:zhz03b605aaf:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 33504714",flower shape: campanulate,species_direct,wfo_accepted_name_exact_to_master,bhl:page:33504714,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Iva hayesiana,floral_structural_complexity,floral_form,tubular,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/15549810,nhm:zhz03b609225:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 15549810",flower shape: tubulose,species_direct,wfo_accepted_name_exact_to_master,bhl:page:15549810,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Lilium longiflorum,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/18413619,nhm:zhz03b60a1e3:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 18413619",flower shape: campanulate,species_direct,wfo_accepted_name_exact_to_master,bhl:page:18413619,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
Madia sativa,floral_structural_complexity,floral_form,other_described,high,latest_public_web,nhm_adept_bhl_2026,https://www.biodiversitylibrary.org/page/10009692,nhm:zhz03b60af25:floral_form,"Araujo, Hartley & Brummitt (2026), Angiosperm functional traits extracted from botanical descriptions, https://doi.org/10.5519/p3dm31kc; BHL page 10009692",flower shape: ligulate,species_direct,wfo_accepted_name_exact_to_master,bhl:page:10009692,original_bhl_page_id,nhm-adept-bhl-2026-20260808,nhm-adept-bhl-2026-datastore,bhl_exact_master_records.csv.gz,nhm_adept_bhl_exact_record_quote_audit_v1,True,wild_or_historical_flora_treatment,codex_gpt5_nhm_adept_bhl_stratified_record_audit_20260808,2026-08-08T11:02:39.062150Z,accepted_after_exact_database_field_value_and_species_identity_review
