accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Acacia oligoneura,M0_floral_phenotype,flower_primary_color,yellow_orange,It flowers from October to May producing yellow flowers.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_oligoneura,It flowers from October to May producing yellow flowers.,species_direct,unknown,unreviewed_llm_extraction,It flowers from October to May producing yellow flowers.,src_8f7d1c952b4438c0e236,e627f6648b9f9be7be93b01ae7c51a8164a0723103352dff9a8a7599930f6aab,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Acmispon americanus,M0_floral_phenotype,flower_primary_color,multicolored_variable,The flowers (to 6mm) are pale pink to cream.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acmispon_americanus,The flowers (to 6mm) are pale pink to cream.,species_direct,unknown,unreviewed_llm_extraction,The flowers (to 6mm) are pale pink to cream.,src_80d0a7fb9dca593d60ac,ec06f91a1c4b1c835dfa5c12a06d27ae5fcdacc71da3c9f0164e1cb869b14166,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Acmispon americanus,M0_other_reported_trait,flower_size_class,small,The flowers (to 6mm) are pale pink to cream.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acmispon_americanus,The flowers (to 6mm) are pale pink to cream.,species_direct,unknown,unreviewed_llm_extraction,The flowers (to 6mm) are pale pink to cream.,src_80d0a7fb9dca593d60ac,ec06f91a1c4b1c835dfa5c12a06d27ae5fcdacc71da3c9f0164e1cb869b14166,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Adenia hondala,M0_floral_phenotype,flower_primary_color,multicolored_variable,"The flowers are greenish-white or bluish-white, each with a bell-shaped tube and five curled-back petals.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Adenia_hondala,"The flowers are greenish-white or bluish-white, each with a bell-shaped tube and five curled-back petals.",species_direct,unknown,unreviewed_llm_extraction,"The flowers are greenish-white or bluish-white, each with a bell-shaped tube and five curled-back petals.",src_40e3402fce6912ffabb6,cf9a2eab9841d971d54f5e7422a0fda30a4cba39df6f904759f592dda2985bf7,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Adenia hondala,M0_floral_phenotype,floral_form,bell_campanulate,"The flowers are greenish-white or bluish-white, each with a bell-shaped tube and five curled-back petals.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Adenia_hondala,"The flowers are greenish-white or bluish-white, each with a bell-shaped tube and five curled-back petals.",species_direct,unknown,unreviewed_llm_extraction,"The flowers are greenish-white or bluish-white, each with a bell-shaped tube and five curled-back petals.",src_40e3402fce6912ffabb6,cf9a2eab9841d971d54f5e7422a0fda30a4cba39df6f904759f592dda2985bf7,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Adenophora divaricata,M0_floral_phenotype,flower_primary_color,blue_purple,Adenophora divaricata has blue or light purple bell-shaped flowers.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Adenophora_divaricata,Adenophora divaricata has blue or light purple bell-shaped flowers.,species_direct,unknown,unreviewed_llm_extraction,Adenophora divaricata has blue or light purple bell-shaped flowers.,src_bcf44277e863137353e5,b84b5663b60907d208b22449a536a9cde093c04b2a4e7184f1b03f7809cd77fb,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Adenophora divaricata,M0_floral_phenotype,floral_form,bell_campanulate,Adenophora divaricata has blue or light purple bell-shaped flowers.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Adenophora_divaricata,Adenophora divaricata has blue or light purple bell-shaped flowers.,species_direct,unknown,unreviewed_llm_extraction,Adenophora divaricata has blue or light purple bell-shaped flowers.,src_bcf44277e863137353e5,b84b5663b60907d208b22449a536a9cde093c04b2a4e7184f1b03f7809cd77fb,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Aeonium glandulosum,M0_floral_phenotype,flower_primary_color,multicolored_variable,"Petals are 7–10 millimetres (0.28–0.39 in), pale yellow and occasionally tinged with red.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aeonium_glandulosum,"Petals are 7–10 millimetres (0.28–0.39 in), pale yellow and occasionally tinged with red.",species_direct,unknown,unreviewed_llm_extraction,"Petals are 7–10 millimetres (0.28–0.39 in), pale yellow and occasionally tinged with red.",src_2d55a3c778e53ad60ce6,6dfb023e9d9c03c748c9a5e91130505c4b175a76635c0b164574aacd827fdb2d,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Aglaia rubrivenia,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,Pollinators. Insects.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Aglaia+rubrivenia,Pollinators. Insects.,species_direct,unknown,unreviewed_llm_extraction,Pollinators. Insects.,src_c667c21e70c1a62dc734,129473a694c0c2897f9b0f8b8ccf5f29a0d00dd5b7f6b522baf340a2c93bc464,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
Aglaia rubrivenia,M0_other_reported_trait,sex_system,dioecious,"A dioecious species, both male and female forms need to be grown if fruit and seed are required",reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Aglaia+rubrivenia,"A dioecious species, both male and female forms need to be grown if fruit and seed are required",species_direct,unknown,unreviewed_llm_extraction,"A dioecious species, both male and female forms need to be grown if fruit and seed are required",src_c667c21e70c1a62dc734,129473a694c0c2897f9b0f8b8ccf5f29a0d00dd5b7f6b522baf340a2c93bc464,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,bccb818f5155bb07805a576064c3a1224826afbe7850438d67fcbe2ccbabe3a1,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e3a55cbd6a87c7b38aeb,high
