accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Annona acuminata,M0_other_reported_trait,inflorescence_display,solitary,Flowers are solitary,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Annona_acuminata,Flowers are solitary,species_direct,unknown,unreviewed_llm_extraction,Flowers are solitary,src_c14876d184ce47f505c1,798643122481e5cd4f4892f294f9b130c400b89d6aeb6e8e330686612893d696,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
Annona acuminata,M0_other_reported_trait,sex_system,hermaphroditic,Its flowers have numerous 2.5 millimeter long stamens. Its flowers numerous ovaries arranged in a disc,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Annona_acuminata,Its flowers have numerous 2.5 millimeter long stamens. Its flowers numerous ovaries arranged in a disc,species_direct,unknown,unreviewed_llm_extraction,Its flowers have numerous 2.5 millimeter long stamens. Its flowers numerous ovaries arranged in a disc,src_c14876d184ce47f505c1,798643122481e5cd4f4892f294f9b130c400b89d6aeb6e8e330686612893d696,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
Achatocarpus nigricans,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,Pollinators. Bees.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Achatocarpus+nigricans,Pollinators. Bees.,species_direct,unknown,unreviewed_llm_extraction,Pollinators. Bees.,src_34aa76ff89f3fd1c26b1,0bbf75e24e65857f7fe6d7166d537da162eb9fff11f9967f74912d1facfd3c55,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
Achatocarpus nigricans,M0_other_reported_trait,sex_system,dioecious,A dioecious species; both male and female forms need to be grown if fruit and seed are required,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Achatocarpus+nigricans,A dioecious species; both male and female forms need to be grown if fruit and seed are required,species_direct,unknown,unreviewed_llm_extraction,A dioecious species; both male and female forms need to be grown if fruit and seed are required,src_34aa76ff89f3fd1c26b1,0bbf75e24e65857f7fe6d7166d537da162eb9fff11f9967f74912d1facfd3c55,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
Aidia micrantha,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,Pollinators. Bees.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Aidia+micrantha,Pollinators. Bees.,species_direct,unknown,unreviewed_llm_extraction,Pollinators. Bees.,src_f0efa91c3808b91756e1,312da0a473b0c0c2306eef03ea8cbf2faba9b1ca09e62df6fecb8a425b84f61c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
Amaranthus ascendens,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,abiotic_wind,"Pollinators. Wind, Self.",reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Amaranthus+blitum&redir=Amaranthus+ascendens,"Pollinators. Wind, Self.",species_direct,unknown,unreviewed_llm_extraction,"Pollinators. Wind, Self.",src_a997c5a7168ce4764fe9,2726a5c3645d7f63dfaa5417874a2f95179e365949737d39b0e7dd8ba3852740,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
Amaranthus ascendens,M1_reproductive_assurance_pollen_vector,autonomous_selfing_capacity,autonomous,"Pollinators. Wind, Self.",reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Amaranthus+blitum&redir=Amaranthus+ascendens,"Pollinators. Wind, Self.",species_direct,unknown,unreviewed_llm_extraction,"Pollinators. Wind, Self.",src_a997c5a7168ce4764fe9,2726a5c3645d7f63dfaa5417874a2f95179e365949737d39b0e7dd8ba3852740,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,medium
Amaranthus ascendens,M1_reproductive_assurance_pollen_vector,self_incompatibility,SC,Self-fertile. Yes.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Amaranthus+blitum&redir=Amaranthus+ascendens,Self-fertile. Yes.,species_direct,unknown,unreviewed_llm_extraction,Self-fertile. Yes.,src_a997c5a7168ce4764fe9,2726a5c3645d7f63dfaa5417874a2f95179e365949737d39b0e7dd8ba3852740,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
Abutilon hirtum,M0_floral_phenotype,flower_primary_color,multicolored_variable,"yellow, mostly with a dark reddish colored patch at the center, sometimes plain yellow",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/3152619,"yellow, mostly with a dark reddish colored patch at the center, sometimes plain yellow",species_direct,unknown,unreviewed_llm_extraction,"yellow, mostly with a dark reddish colored patch at the center, sometimes plain yellow",src_97ebe86af44821501ad5,e04fa8c34b66b4a8375b433a13ab861e0e8651f2214bd462e37a5ae321975126,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
Abutilon hirtum,M0_other_reported_trait,flower_size_class,medium,Corolla 2.5 – 3 cm across,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/3152619,Corolla 2.5 – 3 cm across,species_direct,unknown,unreviewed_llm_extraction,Corolla 2.5 – 3 cm across,src_97ebe86af44821501ad5,e04fa8c34b66b4a8375b433a13ab861e0e8651f2214bd462e37a5ae321975126,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,e63d39bb9d52dad2638732a738163e6ab33359d6616afdbac5ab2c995925eee6,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_650fb075db13c4faab76,high
