accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Amorpha californica,M0_floral_phenotype,flower_primary_color,blue_purple,each flower with a single violet petal,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Amorpha_californica,each flower with a single violet petal,species_direct,unknown,unreviewed_llm_extraction,each flower with a single violet petal,src_7df46d2498097dd9d4b9,596a18cafd63c6c6ff377df8078a4d5e8d6ebb697a230d61632a4c4addf776a0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Amorpha californica,M0_floral_phenotype,floral_form,other_described,each flower with a single violet petal and ten protruding stamens,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Amorpha_californica,each flower with a single violet petal and ten protruding stamens,species_direct,unknown,unreviewed_llm_extraction,each flower with a single violet petal and ten protruding stamens,src_7df46d2498097dd9d4b9,596a18cafd63c6c6ff377df8078a4d5e8d6ebb697a230d61632a4c4addf776a0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Amorpha californica,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,The scattered inflorescences are spike-like racemes of flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Amorpha_californica,The scattered inflorescences are spike-like racemes of flowers,species_direct,unknown,unreviewed_llm_extraction,The scattered inflorescences are spike-like racemes of flowers,src_7df46d2498097dd9d4b9,596a18cafd63c6c6ff377df8078a4d5e8d6ebb697a230d61632a4c4addf776a0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Aneilema aequinoctiale,M0_floral_phenotype,flower_primary_color,yellow_orange,The petals of A. aequinoctiale are bright yellow,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aneilema_aequinoctiale,The petals of A. aequinoctiale are bright yellow,species_direct,unknown,unreviewed_llm_extraction,The petals of A. aequinoctiale are bright yellow,src_48cc33b7f7860956fb61,daf02d391bbc91dd15ad070384b287cf7925551bc88283e6d39bd733a1c3efee,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Aneilema aequinoctiale,M0_floral_phenotype,floral_form,other_described,"The petals of A. aequinoctiale are bright yellow and grow as a single pair, with a third petal either absent or small and withered.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aneilema_aequinoctiale,"The petals of A. aequinoctiale are bright yellow and grow as a single pair, with a third petal either absent or small and withered.",species_direct,unknown,unreviewed_llm_extraction,"The petals of A. aequinoctiale are bright yellow and grow as a single pair, with a third petal either absent or small and withered.",src_48cc33b7f7860956fb61,daf02d391bbc91dd15ad070384b287cf7925551bc88283e6d39bd733a1c3efee,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Aneilema aequinoctiale,M0_other_reported_trait,sex_system,polygamous_or_other,"The flowers may be perfect, possessing both male and female reproductive organs, or may be staminate only.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aneilema_aequinoctiale,"The flowers may be perfect, possessing both male and female reproductive organs, or may be staminate only.",species_direct,unknown,unreviewed_llm_extraction,"The flowers may be perfect, possessing both male and female reproductive organs, or may be staminate only.",src_48cc33b7f7860956fb61,daf02d391bbc91dd15ad070384b287cf7925551bc88283e6d39bd733a1c3efee,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Aesculus pavia,M0_floral_phenotype,flower_primary_color,red_pink,It bears 10–18-centimetre-long (4–7 in) clusters of attractive dark red tubular flowers in the spring.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aesculus_pavia,It bears 10–18-centimetre-long (4–7 in) clusters of attractive dark red tubular flowers in the spring.,species_direct,unknown,unreviewed_llm_extraction,It bears 10–18-centimetre-long (4–7 in) clusters of attractive dark red tubular flowers in the spring.,src_c4e1f394fff0c4ca0e2a,e0abe64e374db78f102c49120ae20b4c18c3d1a021625dc3ec8d86f8a7b40482,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Aesculus pavia,M0_floral_phenotype,floral_form,tubular,It bears 10–18-centimetre-long (4–7 in) clusters of attractive dark red tubular flowers in the spring.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aesculus_pavia,It bears 10–18-centimetre-long (4–7 in) clusters of attractive dark red tubular flowers in the spring.,species_direct,unknown,unreviewed_llm_extraction,It bears 10–18-centimetre-long (4–7 in) clusters of attractive dark red tubular flowers in the spring.,src_c4e1f394fff0c4ca0e2a,e0abe64e374db78f102c49120ae20b4c18c3d1a021625dc3ec8d86f8a7b40482,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Aesculus pavia,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,Flower Inflorescence: Panicle,reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/aesculus-pavia/,Flower Inflorescence: Panicle,species_direct,unknown,unreviewed_llm_extraction,Flower Inflorescence: Panicle,src_aea480768c0d2a236f1a,d6fbb1cff5be7be922fd77283a623e8047df04807bc6dc496479a35a83f47256,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,high
Aesculus pavia,M0_other_reported_trait,flower_size_class,large,Flower Size: 1-3 inches,reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/aesculus-pavia/,Flower Size: 1-3 inches,species_direct,unknown,unreviewed_llm_extraction,Flower Size: 1-3 inches,src_aea480768c0d2a236f1a,d6fbb1cff5be7be922fd77283a623e8047df04807bc6dc496479a35a83f47256,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_e4936612f74dc7b950c6,medium
