candidate_id,accepted_species,trait_name,axis,raw_value,normalized_value,source_id,source_url,source_title,domain,source_type,source_tier,proposed_quality,source_lineage,exact_supporting_quote,name_match_method,matched_wfo_name,wfo_name_status,cultivar_status,language,provider,archive_url,license,description_sha256,normalized_excerpt_sha256,retrieval_date,extraction_rule_or_model_version,baseline_trait_status,baseline_axis_quality,candidate_effect,model_decision,review_status,decision_reason,context_gate_accepted,context_gate_reason,secondary_review_accepted,secondary_review_reason,promotion_accepted,reviewer,reviewed_at_utc,audit_contract,accepted_correct,audit_reason
WFOB-99d1025374d6905b3c88,Ipomoea hederifolia,floral_form,floral_structural_complexity,corola hipocrateriforme,salverform,WFO:brazilian_flora_2020:wfo-0001296668,https://list.worldfloraonline.org/wfo-0001296668,Ipomoea hederifolia species treatment (brazilian flora 2020),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:brazilian_flora_2020:wfo-0001296668,corola hipocrateriforme/mediana(s) de 2 hasta 4.9 cm;,wfo_id_species_rank_accepted_name_exact,Ipomoea hederifolia,Accepted,wild_or_flora_treatment,es,brazilian_flora_2020,https://files.worldfloraonline.org/Files/Brazilian%20Flora%202020/dwca-lista_especies_flora_brasil.zip,http://creativecommons.org/licenses/by/4.0/legalcode,0553620d8b6b23f26e90521810893002dd53a9128484f74f68fdc4a826d6e799,644012d62e3118531f5d60f652fcd351286ca3fa17beb34f5d6b3f1bdb4f3597,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-a0bfab3fb0ff89adb563,Lundia erionema,floral_form,floral_structural_complexity,corola infundibuliforme,funnel_trumpet,WFO:brazilian_flora_2020:wfo-0000778918,https://list.worldfloraonline.org/wfo-0000778918,Lundia erionema species treatment (brazilian flora 2020),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:brazilian_flora_2020:wfo-0000778918,corola infundibuliforme(s);,wfo_id_species_rank_accepted_name_exact,Lundia erionema,Accepted,wild_or_flora_treatment,es,brazilian_flora_2020,https://files.worldfloraonline.org/Files/Brazilian%20Flora%202020/dwca-lista_especies_flora_brasil.zip,http://creativecommons.org/licenses/by/4.0/legalcode,684b615bbad57ea39b021bd2bba05c639d3b7d736aa8102fd55ac2e5412faac9,3897ca5653c9e558542fbb95d2563d739cca90c6145a4908dfa2fd1fe596e366,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-f2c4958007ec6b858f70,Operculina hamiltonii,floral_form,floral_structural_complexity,corola campanulada,bell_campanulate,WFO:brazilian_flora_2020:wfo-0001297310,https://list.worldfloraonline.org/wfo-0001297310,Operculina hamiltonii species treatment (brazilian flora 2020),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:brazilian_flora_2020:wfo-0001297310,corola campanulada(s);,wfo_id_species_rank_accepted_name_exact,Operculina hamiltonii,Accepted,wild_or_flora_treatment,es,brazilian_flora_2020,https://files.worldfloraonline.org/Files/Brazilian%20Flora%202020/dwca-lista_especies_flora_brasil.zip,http://creativecommons.org/licenses/by/4.0/legalcode,cf7067d238c71a18163b1ff2f024007d62e756c65c2bdaf46ab456d9d91f8822,d98cd2606b1a3d53f78c0d28f1dba7d9297bd1c85ff11c4c29cbed7a40892e47,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-8660b11edaefdebb9c37,Rhipsalis baccifera,floral_form,floral_structural_complexity,corola rotácea,open_radial,WFO:brazilian_flora_2020:wfo-0000399853,https://list.worldfloraonline.org/wfo-0000399853,Rhipsalis baccifera species treatment (brazilian flora 2020),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:brazilian_flora_2020:wfo-0000399853,corola rotácea(s);,wfo_id_species_rank_accepted_name_exact,Rhipsalis baccifera,Accepted,wild_or_flora_treatment,es,brazilian_flora_2020,https://files.worldfloraonline.org/Files/Brazilian%20Flora%202020/dwca-lista_especies_flora_brasil.zip,http://creativecommons.org/licenses/by/4.0/legalcode,d8125f63f75250b1f7c9a183a0385da71456e8919133ba537cd8602160473ea2,ff479ba15847e613e54a2e2e9bc50423321618ef56c8618e4061073f69ac76f8,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-157f26a8dbd1bef266db,Cuscuta cassytoides,floral_form,floral_structural_complexity,corolle campanulée,bell_campanulate,WFO:flora_d_afrique_centrale:wfo-0001297201,https://list.worldfloraonline.org/wfo-0001297201,Cuscuta cassytoides species treatment (flora d afrique centrale),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:flora_d_afrique_centrale:wfo-0001297201,"Herbe' volubile, à tiges robustes, charnues, de 0,5-2,5 mm de diamètre, jaunâtres à brunâtres, souvent tachetées de brun sombre.' Inflorescences' en cymes pauciflores ou en racèmes, atteignant 3 cm de long: bractées triangulaires, obtuses au sommet.' Fleurs' subsessiles, de 3-4 mm de long: calice cratériforme, persistant, presque aussi long que le tube corollin, à lobes ovales-orbiculaires, très obtus au sommet, imbriqués: corolle campanulée, blanc jaunâtre, à lobes aussi longs que le tube, ovales, obtus à arrondis au sommet, dressés à légèrement recourbés: étamines plus courtes que les lobes corollins: anthères subsessiles ou portées par des filets très courts: écailles étroitement triangulaires, souvent très réduites, adhérant au tube corollin, libres seulement sur leurs parties marginales: ovaire ovoïde-conique, glabre: styles 2, unis entre eux en une colonne simple, de 0,1-1,5 mm de long: stigmates petits, globuleux, légèrement aplatis.",wfo_id_species_rank_accepted_name_exact,Cuscuta cassytoides,Accepted,wild_or_flora_treatment,,flora_d_afrique_centrale,https://files.worldfloraonline.org/Files/Flora%20d'Afrique/WFO-fdac.zip,http://creativecommons.org/licenses/by/4.0/,4bb4f23b91276bb58e5fae76ee776524a8d9d8b5197cc91920e1211660248e06,fcd4b73265dd6658239984d97f0eccadeedd67566dfc2031c951f7398228a5a0,2026-08-07,rules_only_multilingual_v1,absent_direct,low,new_species_trait,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-8b141d3aab4debd19bec,Cuscuta epilinum,floral_form,floral_structural_complexity,corolle urcéolée,urn_urceolate,WFO:flora_d_afrique_centrale:wfo-0001297210,https://list.worldfloraonline.org/wfo-0001297210,Cuscuta epilinum species treatment (flora d afrique centrale),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:flora_d_afrique_centrale:wfo-0001297210,"Herbe' annuelle, grêle: tiges minces, filiformes, simples ou ramifiées dans la partie inférieure, glabres, généralement jaune verdâtre.' Inflorescences' en glomérules très denses, globuleux, 6-13-flores, sessiles, de 8-10 mm de diamètre.' Fleurs' 5-mères: calice à 5 lobes largement ovales, courtement aigus, jaune clair verdâtre, enveloppant la corolle: corolle urcéolée, de 2-3,5 mm de long, blanc jaunâtre, 5-lobée: lobes corollins largement triangulaires, aigus au sommet, étalés, deux fois plus courts que le tube: écailles petites, très minces, appliquées sur le tube corollin ou légèrement incurvées vers l'intérieur, atteignant la moitié de la longueur du tube, souvent bifides, légèrement fimbriées à leur extrémité: étamines incluses dans la corolle, plus courtes que les lobes corollins: styles 2, beaucoup plus courts que les stigmates: styles et stigmates réunis d'environ 0,5 mm de long au début de la floraison et atteignant 1 mm de long par la suite: stigmates linéaires, d'environ 0,2-0,25 mm de diamètre.",wfo_id_species_rank_accepted_name_exact,Cuscuta epilinum,Accepted,wild_or_flora_treatment,,flora_d_afrique_centrale,https://files.worldfloraonline.org/Files/Flora%20d'Afrique/WFO-fdac.zip,http://creativecommons.org/licenses/by/4.0/,03a5de4f377f9117d84e9c5a4a6b5ddc9be9121d010d084290dc58b54e55a5f8,28dc05e21581c5f291144f533d45b8cddcefd31bb2e598fe94c525ffb2ba2665,2026-08-07,rules_only_multilingual_v1,resolved_direct,medium,additional_direct_lineage,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-a6bc16fd30d125969abb,Cuscuta hyalina,floral_form,floral_structural_complexity,corolle campanulée,bell_campanulate,WFO:flora_d_afrique_centrale:wfo-0001297567,https://list.worldfloraonline.org/wfo-0001297567,Cuscuta hyalina species treatment (flora d afrique centrale),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:flora_d_afrique_centrale:wfo-0001297567,"Herbe' annuelle, à tiges très grêles, filiformes, n'atteignant pas 0,5 mm de diamètre.' Inflorescences' en glomérules cymeux denses, ombelliformes, courtement pédonculés.' Fleurs' 5- ou parfois 4-mères, blanchâtres ou jaunâtres, luisantes à l'état sec, de 2,5-3 mm de long et 2,5 mm de large, parfois glanduleuses: pédicelle mince, aussi long ou plus court que le périanthe: calice largement campanulé-turbiné, souvent plus long que la corolle et enveloppant celle-ci: lobes calicinaux triangulaires à ovales, très aigus ou acuminés, dressés à recourbés: corolle campanulée: lobes corollins étroits et très aigus, dressés à recourbés: écailles corallines absentes: étamines plus courtes que les lobes corollins: anthères aussi longues ou plus courtes que les filets: ovaire globuleux, comprimé: styles 2, libres, minces, aussi longs ou plus longs que l'ovaire;",wfo_id_species_rank_accepted_name_exact,Cuscuta hyalina,Accepted,wild_or_flora_treatment,,flora_d_afrique_centrale,https://files.worldfloraonline.org/Files/Flora%20d'Afrique/WFO-fdac.zip,http://creativecommons.org/licenses/by/4.0/,59521a7c1e2ae5e0cb88710e292306c2ffaf8ddcb6f02501987f4d051401aa7f,e3124126005bf63778aa87456cfeed507864d01cd233bde7d036f56bdf898cb2,2026-08-07,rules_only_multilingual_v1,absent_direct,low,new_species_trait,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-75910e10095aa8b11487,Stictocardia beraviensis,floral_form,floral_structural_complexity,corolle infundibuliforme,funnel_trumpet,WFO:flora_d_afrique_centrale:wfo-0001298191,https://list.worldfloraonline.org/wfo-0001298191,Stictocardia beraviensis species treatment (flora d afrique centrale),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:flora_d_afrique_centrale:wfo-0001298191,"corolle infundibuliforme, longue de 3,5–5,5(–6,5) cm, graduellement rétrécie vers la base, la partie basale à peine plus étroite, rouge, rouge vif, rose vif ou pourpre, velue à l’intérieur sur une bande étroite au niveau de l’insertion des étamines, à 5 lobes à peine marqués, terminés par une touffe de poils comme ceux des boutons floraux ;",wfo_id_species_rank_accepted_name_exact,Stictocardia beraviensis,Accepted,wild_or_flora_treatment,,flora_d_afrique_centrale,https://files.worldfloraonline.org/Files/Flora%20d'Afrique/WFO-fdac.zip,http://creativecommons.org/licenses/by/4.0/,7a72b1aef19b5233276374b6f4f7bd048a5df69c7bf118a691c758c94658737c,75e40cb289daf494f228b97c5aaf22fff944b43698f85e5884e75548f889a725,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-35a6e10fa6ea0a6118c1,Hamelia magnifolia,floral_form,floral_structural_complexity,corola tubular,tubular,WFO:flora_mesoamericana:wfo-0000979101,https://list.worldfloraonline.org/wfo-0000979101,Hamelia magnifolia species treatment (flora mesoamericana),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:flora_mesoamericana:wfo-0000979101,"corola tubular, amarilla, glabra, eltubo 10-13 mm, 2-3 mm de diámetro, los lobos 1-1.5 mm, ovados;",wfo_id_species_rank_accepted_name_exact,Hamelia magnifolia,Accepted,wild_or_flora_treatment,English,flora_mesoamericana,https://files.worldfloraonline.org/Files/MBG/Flora_Mesoamericana/Flora_Mesoamericana.zip,http://creativecommons.org/licenses/by/4.0,84d8669d91743c33d797f8a1c80f48683d918e31ae7178651b59f2eba691139c,c6e8d9b3ee082f856137557628c2e970e2fdc12e1191e12eb1505e8a05866c80,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
WFOB-d2a74bb8b463d300ed48,Pentagonia costaricensis,floral_form,floral_structural_complexity,corola infundibuliforme,funnel_trumpet,WFO:flora_mesoamericana:wfo-0000266765,https://list.worldfloraonline.org/wfo-0000266765,Pentagonia costaricensis species treatment (flora mesoamericana),files.worldfloraonline.org,official_flora_archive,A,high,provider_treatment:flora_mesoamericana:wfo-0000266765,"1/3, los lobos obtusos a redondeados;corola infundibuliforme y contraída abruptamente cerca de la base, blanca arosada, en el exterior densamente pubérula o estrigulosa a glabrescente, en elinterior glabra excepto densamente hírtula en la inserción de los estambres yarriba de ella, el tubo 18-20 mm, los lobos 5, 7-8 mm, triangulares, agudos;anteras 3-3.5 mm, situadas justo abajo de la garganta corolina, los filamentosc.",wfo_id_species_rank_accepted_name_exact,Pentagonia costaricensis,Accepted,wild_or_flora_treatment,English,flora_mesoamericana,https://files.worldfloraonline.org/Files/MBG/Flora_Mesoamericana/Flora_Mesoamericana.zip,http://creativecommons.org/licenses/by/4.0,99b0779a30d31327a12b9791f8abf14cd6f45c42e169e41441aeaa23b8f94bca,b07e6959d7189494afd3040cc3d88258ce159578e6237de61c6a7513ed670cda,2026-08-07,rules_only_multilingual_v1,absent_direct,unresolved,new_species_trait_and_axis,source_backed_rule_extracted_unreviewed,unreviewed,"Official flora treatment, exact WFO species/synonym identity, and exact source quote; manual context and conflict review still required.",True,explicit_flower_or_corolla_form,True,accepted_after_direct_quote_context_review,True,codex_wfo_bulk_context_audit_20260807,2026-08-07T00:00:00Z,accepted_correct / all_reviewed,True,accepted_after_direct_quote_context_review
