accepted_species,axis,trait_name,normalized_value,quality,source_group,provider,source_url,candidate_id,source_citation,exact_supporting_quote,evidence_scope,name_match_method,source_lineage,lineage_method,source_run_id,source_artifact,source_file,acceptance_contract,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason
Ambrosia cumanensis,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,flora_of_panama,https://list.worldfloraonline.org/wfo-0000129986,wfo-global-89c0fa76437e370288b6033d,"Flora of Panama, Missouri Botanical Garden, official WFO DwC-A","Heads unisexual; staminate heads with involucral bracts connate, forming a shallow cuplike involucre with short, irregular lobes, gland-dotted, the receptacle paleaceous with filiform paleas 1 mm long, the corollas 5-lobed, campanulate, 1.5 mm long, the throat 0.9 mm long, the stamens 5, the appendages deltoid with a mucronate tip, the styles short, truncate, the ovary rudimentary; carpellate heads with outer involucral bracts 3-5, lanceolate to narrowly ovate, to 9 mm long, gland-dotted, the inner bracts 1-3, each tightly enclosing and fused with a single ovary, the outer surface with a crown of 3-5 small spines on the upper 1/3 of the fruit, a tapering beak 0.8 mm long at the apex, corollas and androecium absent, the styles bifid with stigmatic branches to 1 mm long.",species_direct,wfo_june_2026_exact_accepted_species_family_consistent,provider_treatment:flora_of_panama:Ambrosia cumanensis,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,flora_panama.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Bonellia frutescens,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,nybg_floraneotropica,https://list.worldfloraonline.org/wfo-0000568652,wfo-global-6c6a78e9c1bfecbb060565c1,"Flora Neotropica, New York Botanical Garden, official WFO DwC-A","Corolla light to dark orange, campanulate; tube 3.5-5 mm long, exceeding calyx by up to 1.5 mm, rarely equal in length; lobes oblong, 4-5 x 3-4.5 mm; staminodes broadly ovate, 2.8-4 x 2.8-3.2 mm, rounded at apex.",species_direct,wfo_june_2026_exact_accepted_species_family_consistent,provider_treatment:nybg_floraneotropica:Bonellia frutescens,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,nybg_floraneotropica.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Caesalpinia cassioides,floral_structural_complexity,floral_form,bell_campanulate|tubular,high,latest_public_web,nybg_memoirs,https://list.worldfloraonline.org/wfo-0000173971,wfo-global-1fd45316acf6c93c159fcd4c,"Memoirs of the New York Botanical Garden, official WFO DwC-A","Pedicels 8-16 mm, apically jointed; sepals unequal, obscurely glandular-punctate, the outer cucullate, to 10 mm, the others ca 7 mm; corolla tubular-campanulate, petals orange with red or dark veins or said to be red, ca 15 mm; stamens 2 cm, exserted; legume not seen, said to be stipitate, falcate, compressed, 4 cm long, ca 1.5 cm broad.",species_direct,wfo_june_2026_exact_accepted_species_family_consistent,provider_treatment:nybg_memoirs:Caesalpinia cassioides,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,nybg_memoirs.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Cecropia longipes,floral_structural_complexity,floral_form,tubular,high,latest_public_web,nybg_floraneotropica,https://list.worldfloraonline.org/wfo-0000592258,wfo-global-53109a5f7227e86cc733a489,"Flora Neotropica, New York Botanical Garden, official WFO DwC-A","Staminate flowers: perianth tubular, ca. 0.5-0.7 mm long, with arachnoid indumentum below the apex, the apex almost plane; stamens not seen.",species_direct,wfo_june_2026_exact_accepted_species_family_consistent,provider_treatment:nybg_floraneotropica:Cecropia longipes,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,nybg_floraneotropica.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Colletia paradoxa,floral_structural_complexity,floral_form,tubular,high,latest_public_web,brazilian_flora_2020,https://list.worldfloraonline.org/wfo-0000614792,wfo-global-5f79020ec79ff96bf5596cd4,"Brazilian Flora 2020, official WFO Darwin Core Archive",Flower: form tubulose; size 5.5 to 8 mm; disc nectariferous with margin distal slight.,species_direct,wfo_synonym_cluster_from_exact_fixed_name,provider_treatment:brazilian_flora_2020:Colletia paradoxa,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,brazilian_flora_2020.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Cornutia pyramidata,floral_structural_complexity,floral_form,salverform,high,latest_public_web,flora_of_panama,https://list.worldfloraonline.org/wfo-0000924921,wfo-global-e5ce41ae5a3aca404f9a6696,"Flora of Panama, Missouri Botanical Garden, official WFO DwC-A","Flowers with the calyx cupuliform or patelliform, ca. 1 mm long and 1.5 mm wide, densely short-pubescent, with teeth 0.1 mm long, obscured by the pubescence, corolla hypocrateriform, densely short-pubescent outside and inside, the tube slightly curved, the adaxial side ca. 10.1 mm, the abaxial side ca. 8.3 mm long, ca. 3.1 mm wide apically, the abaxial lobe oblong-lingulate, ca. 5.2 mm long and wide, obtuse, the adaxial lobes broadly elliptic-lingulate, ca. 3.1 mm long and 3.6 mm wide, rounded; ovary ca. 1 mm long and wide, densely long-hirsute.",species_direct,wfo_synonym_cluster_from_exact_fixed_name,provider_treatment:flora_of_panama:Cornutia pyramidata,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,flora_panama.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Croton argyrophyllus,floral_structural_complexity,floral_form,open_radial,high,latest_public_web,brazilian_flora_2020,https://list.worldfloraonline.org/wfo-0000927351,wfo-global-2c9557c8134e453398b69aea,"Brazilian Flora 2020, official WFO Darwin Core Archive",Flower: flower male shallowly pedicellate; form of the flower male rotate; flower female subsessile; calyx of the flower female dialysepalous; style multifid; lobe(s) of the calyx of the flower female equal; petal of the flower female absent; aestivation of the flower female valvate.,species_direct,wfo_june_2026_exact_accepted_species_family_consistent,provider_treatment:brazilian_flora_2020:Croton argyrophyllus,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,brazilian_flora_2020.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Croton gossypiifolius,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,brazilian_flora_2020,https://list.worldfloraonline.org/wfo-0000929893,wfo-global-40cb5af48e2647a73c2ce447,"Brazilian Flora 2020, official WFO Darwin Core Archive",Flower: flower male pedicellate; form of the flower male sub campanulate; flower female pedicellate; calyx of the flower female synsepalous; style bifid; lobe(s) of the calyx of the flower female equal; petal of the flower female filiform; aestivation of the flower female unknown.,species_direct,wfo_june_2026_exact_accepted_species_family_consistent,provider_treatment:brazilian_flora_2020:Croton gossypiifolius,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,brazilian_flora_2020.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Croton tricolor,floral_structural_complexity,floral_form,bell_campanulate,high,latest_public_web,brazilian_flora_2020,https://list.worldfloraonline.org/wfo-0000932600,wfo-global-fb4524f3ab7af7233b70d432,"Brazilian Flora 2020, official WFO Darwin Core Archive",Flower: flower male pedicellate; form of the flower male sub campanulate; flower female shallowly pedicellate; calyx of the flower female dialysepalous; style multifid; lobe(s) of the calyx of the flower female equal; petal of the flower female absent; aestivation of the flower female reduplicate-valvate.,species_direct,wfo_accepted_usage_from_exact_fixed_synonym,provider_treatment:brazilian_flora_2020:Croton tricolor,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,brazilian_flora_2020.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
Diospyros salicifolia,floral_structural_complexity,floral_form,urn_urceolate,high,latest_public_web,flora_of_panama,https://list.worldfloraonline.org/wfo-0000649679,wfo-global-65f5c25b36d256645f1781d3,"Flora of Panama, Missouri Botanical Garden, official WFO DwC-A","Male flowers subsessile in (1-)3(-5)-flowered, shortly pedunculate cymules; calyx to 0.6 cm long, tomentellous outside and inside, the lobes 3, with valvate or open deltate aestivation, as long as the tube; corolla ca. 1.2 cm long, narrowly urceolate, densely strigose outside except for the margins of the lobes, the lobes 3, deltate, 0.3 cm long, 0.15 cm wide; stamens ca. 9, to 0.5 cm long, attached to the base of corolla tube, included, glabrous, the connective long-apiculate; pistillode 0.1 cm long, 0.1 cm wide, densely setulose.",species_direct,wfo_june_2026_exact_accepted_species_family_consistent,provider_treatment:flora_of_panama:Diospyros salicifolia,provider_accepted_species_treatment,wfo-global-six-floras-20260810,wfo-global-six-official-dwca-20260810,flora_panama.zip::description.txt,official_wfo_dwca_exact_species_description_quote_v2,true,wild_or_naturalised_flora_treatment,OpenAI Codex source-text holdout review,2026-08-10T03:30:00Z,species treatment directly states the floral or corolla form and the normalized form matches
