candidate_id,trait_name,accepted_species,normalized_value,source_url,source_excerpt,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,audit_hash
bsdb:6d86ee67f4d3a07367300c1e,self_incompatibility,Decodon verticillatus,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Decodon verticillatus; tnrs_status=Accepted; tnrs_family=Lythraceae; BreedingSys=SC; ISI_value=0.046; ISItype=ISIfruits; bs.Source=Eckert and Barrett 1994,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,8bc160496471788d4a63406387bb0a6926d9d4f9d79bb2e01a0675d67567abf4
bsdb:9700cc2fa57e09162631a389,self_incompatibility,Racinaea spiculosa,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Racinaea spiculosa; tnrs_status=Accepted; tnrs_family=Bromeliaceae; BreedingSys=SC; ISI_value=0.208; ISItype=ISIfruits; bs.Source=matallana2010,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,7b265b35306c858cf50d888a2da9323cca9c2da94505348dd16bc90d8064f13c
bsdb:2fb62f3bbbc7c9de03da2b37,self_incompatibility,Ardisia revoluta,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Ardisia revoluta; tnrs_status=Accepted; tnrs_family=Primulaceae; BreedingSys=SC; ISI_value=0.556; ISItype=ISIfruits; bs.Source=bawa1974,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,7124c41407ea8a68cd5ed14bc69193aa5b30952286bf845adb4ac1fad2857e74
bsdb:f733f584e3aa886e56218d8d,self_incompatibility,Tambourissa sieberi,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Tambourissa sieberi; tnrs_status=Accepted; tnrs_family=Monimiaceae; BreedingSys=SC; ISI_value=0.636; ISItype=ISIfruits; bs.Source=lorence1985,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,b6c8666b6e1388adf2d932b703add1adf68973ed9a8630b3bd03068c19103d3d
bsdb:e1e18a1d043ff3162d4bdc00,self_incompatibility,Casearia sylvestris,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Casearia sylvestris; tnrs_status=Accepted; tnrs_family=Salicaceae; BreedingSys=SC; ISI_value=0.4; ISItype=ISIfruits; bs.Source=barbosa1997,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,f6bcb4ff17bf00427d5042810afe14c0796517b63c7ca7b59bd20ac7511bfad9
bsdb:c19c2efc796b3a84df0d2f2b,self_incompatibility,Magnolia obovata,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Magnolia obovata; tnrs_status=Accepted; tnrs_family=Magnoliaceae; BreedingSys=SC; ISI_value=0.167; ISItype=ISIfruits; bs.Source=Ishida et al. 2003,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,6e9ca1f9302c2a7941e84fb48fbfc801f9ae44e7d2c028540ff63353884c244c
bsdb:ae4db7bb6032ba1d68706344,self_incompatibility,Terminalia arjuna,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Terminalia arjuna; tnrs_status=Accepted; tnrs_family=Combretaceae; BreedingSys=SC; ISI_value=0.167; ISItype=ISIfruits; bs.Source=chauhan2008,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,3039dbc2f8655d52bf6cb2bf7811904b41cdcedd88f077dcfdf8854414f5a215
bsdb:bf355a61663845c76f2a7b3e,self_incompatibility,Sauvagesia rubiginosa,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Sauvagesia rubiginosa; tnrs_status=Accepted; tnrs_family=Ochnaceae; BreedingSys=SC; ISI_value=0.359; ISItype=ISIfruits; bs.Source=ramirez1990,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,b365aaa4c2ddf7f421bd8d018de7f85457bdc980433861b92ac2cbe0ace43d9b
bsdb:91b72d95cf43b26e8f9932c3,self_incompatibility,Chaetogastra clinopodifolia,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Chaetogastra clinopodifolia; tnrs_status=Synonym; tnrs_family=Melastomataceae; BreedingSys=SC; ISI_value=0.187; ISItype=ISIfruits; bs.Source=franco2011,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,71f60f97afd5f5c8c71791c4192addb0f5cc16d717d7da4a0ed8f11cdf39b481
bsdb:877161486e54e58d9cebd691,self_incompatibility,Cheniella glauca,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Cheniella glauca; tnrs_status=Synonym; tnrs_family=Fabaceae; BreedingSys=SC; ISI_value=-0.211; ISItype=ISIfruits; bs.Source=lau2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,4f49199238865eef2e3e162d43c0e9f4c63894977c2f9c1809411862b0c5668e
bsdb:b1d84e73f7f7c1b02f6c7e49,self_incompatibility,Croton campestris,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Croton campestris; tnrs_status=Accepted; tnrs_family=Euphorbiaceae; BreedingSys=SC; ISI_value=0.22; ISItype=ISIfruits; bs.Source=barbosa1997,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,cd71bfa81cc88b047688798a3f262cc5cf3227eb536cd3e2b59ad202c24b4b6a
bsdb:416e38b956bb41cc507e4e76,self_incompatibility,Crocus hadriaticus,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Crocus hadriaticus; tnrs_status=Accepted; tnrs_family=Iridaceae; BreedingSys=SC; ISI_value=0.697; ISItype=ISIfruits; bs.Source=chichiricco1994,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,4333de9e5414d993ac911b3ece91b6c89e4d175c1376c624dee6c4a07437e2ae
bsdb:d98ce14d7ba999b1590dca64,self_incompatibility,Melocactus curvispinus,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Melocactus curvispinus; tnrs_status=Accepted; tnrs_family=Cactaceae; BreedingSys=SC; ISI_value=0.135; ISItype=ISIfruits; bs.Source=nassar2004,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,13e4f1429db7b4d8f71d36dfcba92ecf1c4ef6fe7c79157d6a876ee9bdb73ed2
bsdb:1ddfb81cd7580d6d4922b191,self_incompatibility,Parkinsonia praecox,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Parkinsonia praecox; tnrs_status=Synonym; tnrs_family=Fabaceae; BreedingSys=SC; ISI_value=0.333; ISItype=ISIfruits; bs.Source=Lemus-Jimenez and Ramirez 2005,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,ed9432579b995382aba305c31bcdb78a955520689105f1c745fd9fb9a57b75bd
bsdb:62ab3fab1b7f8e5fa52ffdcc,self_incompatibility,Andromeda polifolia,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Andromeda polifolia; tnrs_status=Accepted; tnrs_family=Ericaceae; BreedingSys=SC; ISI_value=0.408; ISItype=ISIfruits; bs.Source=Froborg 1996,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,d029ccc88a26b2dfabf8c22c04674182a31daa1f887de5a1e078b192d2ba1889
bsdb:267a74808935e48f896dd934,self_incompatibility,Selenicereus monacanthus,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Selenicereus monacanthus; tnrs_status=Synonym; tnrs_family=Cactaceae; BreedingSys=SC; ISI_value=0.739; ISItype=ISIfruits; bs.Source=Lichtenzveig et al. 2000,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,c447a28729ae7dfb11f7762cfae9d8fff484e1648a2b41bc80bc45c8e903e6d1
bsdb:2d3a81cc5cf11ef0f7ad7c5d,self_incompatibility,Erythrina guatemalensis,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Erythrina guatemalensis; tnrs_status=Accepted; tnrs_family=Fabaceae; BreedingSys=SC; ISI_value=0.64; ISItype=ISIfruits; bs.Source=neill1988,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,818f50b6094c6f0f1a1c0eb585f8459d52479f2247c1f145291ca5f9a429d9c5
bsdb:e9e763636a40ae12541df50e,self_incompatibility,Ludwigia nervosa,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Ludwigia nervosa; tnrs_status=Accepted; tnrs_family=Onagraceae; BreedingSys=SC; ISI_value=0.4; ISItype=ISIfruits; bs.Source=ramirez1990,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,fb7bf6974630b1a27cbdc0c79339be7479296483166d5c088d611e3d2059b215
bsdb:c7942979ab402aeec108fad4,self_incompatibility,Myosotis laeta,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Myosotis laeta; tnrs_status=Accepted; tnrs_family=Boraginaceae; BreedingSys=SC; ISI_value=-0.03; ISItype=ISIseeds; bs.Source=Newstrom and Robertson 2005,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,1b134b7bd472b9a12f3b304829d2588c19bed49e807265826f50cb184b32e1b3
bsdb:9c800527355700d003fcb7f8,self_incompatibility,Passiflora capsularis,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Passiflora capsularis; tnrs_status=Accepted; tnrs_family=Passifloraceae; BreedingSys=SC; ISI_value=0.4; ISItype=ISIfruits; bs.Source=soares2015,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,633ef8fc1c2ab94ba97b4b8cebf3579eaf1b95f159a9b9259ac742ffb28a991a
bsdb:0ae930323bd115ee5533d42f,self_incompatibility,Passiflora gracilis,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Passiflora gracilis; tnrs_status=Accepted; tnrs_family=Passifloraceae; BreedingSys=SC; ISI_value=-0.143; ISItype=ISIfruits; bs.Source=darwin1868,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,9146aa51ac9ab92f172f8c2a4af4dc7695e3aade38d9c768cf2e9fe7e3db503d
bsdb:1cec40c8d83f4ec0f0b5c7b7,self_incompatibility,Ourisia ruellioides,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Ourisia ruellioides; tnrs_status=Synonym; tnrs_family=Plantaginaceae; BreedingSys=SC; ISI_value=0; ISItype=ISIfruits; bs.Source=arroyo1990b,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,200ce4e711ddd020e4b6d1d23208080c7d05e475b4b81c7846530ad0da411c52
bsdb:2a08cf08cc25209d52167e26,self_incompatibility,Campomanesia aromatica,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Campomanesia aromatica; tnrs_status=Accepted; tnrs_family=Myrtaceae; BreedingSys=SC; ISI_value=0.65; ISItype=ISIfruits; bs.Source=barbosa1997,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,6a1c26c826f1b1f15793aeada31cad04031fa8ad28288d65f2780d06085f050b
bsdb:23090e28090f46950c714f13,self_incompatibility,Byrsonima crassifolia,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Byrsonima crassifolia; tnrs_status=Accepted; tnrs_family=Malpighiaceae; BreedingSys=SC; ISI_value=0.556; ISItype=ISIfruits; bs.Source=bawal1974,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,86ae560255547374bbf638934010241ae4f89babd0f05c71795d22dac64b72c2
bsdb:fc99e88663b46186fd293b41,self_incompatibility,Zieria laevigata,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Zieria laevigata; tnrs_status=Accepted; tnrs_family=Rutaceae; BreedingSys=SC; ISI_value=-0.263; ISItype=ISIfruits; bs.Source=armstrong2002,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,444b608cfdb1c6342bae280e74d7dd0c4716509f780d69dc354010f41f00c9a8
bsdb:3e307ab2e1572b591bffaf74,self_incompatibility,Faidherbia albida,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Faidherbia albida; tnrs_status=Accepted; tnrs_family=Fabaceae; BreedingSys=SC; ISI_value=0.728; ISItype=ISIfruits; bs.Source=Gassama-Dia et al. 2003,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,366b1b17d43655f058b0a22a240259a3a17dc68872565f98017087083e2dfc20
bsdb:e85891ad5828a5e82fb4c837,self_incompatibility,Asclepias incarnata,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Asclepias incarnata; tnrs_status=Accepted; tnrs_family=Apocynaceae; BreedingSys=SC; ISI_value=0.325; ISItype=ISIfruits; bs.Source=kephart1981,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,5fd18eb94305540d1dc9bd5155aa607a857db3ef0858b1d4493491e48c8187e6
bsdb:23cb6353ba8bfa1e424b0e24,self_incompatibility,Jatropha mollissima,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Jatropha mollissima; tnrs_status=Accepted; tnrs_family=Euphorbiaceae; BreedingSys=SC; ISI_value=0.316; ISItype=ISIfruits; bs.Source=machado2006,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,ea8350cfe86c4ebe024b7db462dc130ddebd8865f4976cafa76ee2a65b57a84f
bsdb:c4e115cd2cae171c2a45d39e,self_incompatibility,Quercus suber,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Quercus suber; tnrs_status=Accepted; tnrs_family=Fagaceae; BreedingSys=SC; ISI_value=0.73; ISItype=ISIfruits; bs.Source=boavida2001,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,a2e101a0e2c413ba20039e6ff6918b353b1634066cf96c5aea462e087fd2e459
bsdb:c79470a827b909a1b13116ac,self_incompatibility,Rhynchospora globosa,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Rhynchospora globosa; tnrs_status=Accepted; tnrs_family=Cyperaceae; BreedingSys=SC; ISI_value=0.462; ISItype=ISIfruits; bs.Source=ramirez2019,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,26d7fbd425c90b448e556ae5c5263cd1267601e5f578f6ccc121ec5a5d309cd8
bsdb:8c9a8a162732617b81195527,self_incompatibility,Phormium tenax,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Phormium tenax; tnrs_status=Accepted; tnrs_family=Asphodelaceae; BreedingSys=SC; ISI_value=0.111; ISItype=ISIfruits; bs.Source=jesson2006,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,47d4f69bd4308d1a9d10719e9f3955a12d5bcbaf5c1116880d5628409557d424
bsdb:3cba514bc490a49603f408c9,self_incompatibility,Iris cristata,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Iris cristata; tnrs_status=Accepted; tnrs_family=Iridaceae; BreedingSys=SC; ISI_value=0; ISItype=ISIfruits; bs.Source=motten1986,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,b0f51ba3529609f6e87b6a21628a09c951a315d2b7c2b9008d53f7f93b499088
bsdb:e063c2be2421f4f74a73cd18,self_incompatibility,Caldcluvia paniculata,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Caldcluvia paniculata; tnrs_status=Accepted; tnrs_family=Cunoniaceae; BreedingSys=SC; ISI_value=-9.97; ISItype=ISIfruits; bs.Source=riveros1996,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,e633666dd0e72418c9d47424d53bd778bc4dc6373779f88049d396d5a64101ca
bsdb:12daab48a8c289bda40d9f5d,self_incompatibility,Opuntia elata,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Opuntia elata; tnrs_status=Accepted; tnrs_family=Cactaceae; BreedingSys=SC; ISI_value=-0.26; ISItype=ISIfruits; bs.Source=fachardo2019,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,67178d8ee859ba82163792e999b013de41f35cb3317154194d549f9af0da9281
bsdb:bfabe1687936409eb46bdcb6,self_incompatibility,Croton hirtus,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Croton hirtus; tnrs_status=Accepted; tnrs_family=Euphorbiaceae; BreedingSys=SC; ISI_value=0.577; ISItype=ISIfruits; bs.Source=ramirez1990,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,062252395dcc7ad5ae99a071051c5c338987cdbde2f2b02d71ec4e82f7fa7a70
bsdb:0d80cb5155870363f3b0b2df,self_incompatibility,Oxypetalum banksii,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Oxypetalum banksii; tnrs_status=Accepted; tnrs_family=Apocynaceae; BreedingSys=SC; ISI_value=-0.456; ISItype=ISIfruits; bs.Source=Vieira and Shepherd 1999,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,777d6880ae7d9bab70d9a89d9fc3374938d3184ef1050ff003df04a6604bd702
bsdb:9a209a25c54e61377ec25dc9,self_incompatibility,Persoonia juniperina,SC,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Persoonia juniperina; tnrs_status=Accepted; tnrs_family=Proteaceae; BreedingSys=SC; ISI_value=0.6; ISItype=ISIfruits; bs.Source=Cadzow and Carthew 2000,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-10T17:19:15Z,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; SC/SI value and underlying source key are present; no cultivar or trait substitution,bc8411e32d66cdc774ec6c5dd64b1f28243ef46c07d043b66e89bff8a559bcc8
