accepted_species,genus,family,n_islands,n_records
Goodyera repens,Goodyera,Orchidaceae,233,11370
Cirsium arvense,Cirsium,Asteraceae,629,503657
Galium spurium,Galium,Rubiaceae,263,2948
Lathyrus japonicus,Lathyrus,Fabaceae,475,10172
Agrostis capillaris,Agrostis,Poaceae,679,333294
Carex oederi,Carex,Cyperaceae,493,16227
Psidium cattleianum,Psidium,Myrtaceae,88,13063
Euphorbia maculata,Euphorbia,Euphorbiaceae,219,5994
Geum rivale,Geum,Rosaceae,493,84901
Vincetoxicum hirundinaria,Vincetoxicum,Apocynaceae,153,5960
Glechoma hederacea,Glechoma,Lamiaceae,342,304420
Medinilla quadrifolia,Medinilla,Melastomataceae,25,182
Malva neglecta,Malva,Malvaceae,199,33854
Orthilia secunda,Orthilia,Ericaceae,392,9100
Sabal palmetto,Sabal,Arecaceae,72,1006
Thunbergia grandiflora,Thunbergia,Acanthaceae,104,1104
Cinnamomum chekiangense,Cinnamomum,Lauraceae,66,3487
Samolus valerandi,Samolus,Primulaceae,214,19632
Lysionotus pauciflorus,Lysionotus,Gesneriaceae,11,1072
Glochidion zeylanicum,Glochidion,Phyllanthaceae,73,1387
Pistia stratiotes,Pistia,Araceae,146,2082
Ranunculus peltatus,Ranunculus,Ranunculaceae,285,17361
Uvaria grandiflora,Uvaria,Annonaceae,29,307
Draba verna,Draba,Brassicaceae,368,38341
Sapindus saponaria,Sapindus,Sapindaceae,91,473
Amyris elemifera,Amyris,Rutaceae,67,570
Spergula arvensis,Spergula,Caryophyllaceae,518,59731
Heracleum sphondylium,Heracleum,Apiaceae,358,441535
Procris pedunculata,Procris,Urticaceae,74,649
Salix herbacea,Salix,Salicaceae,222,15706
Artocarpus heterophyllus,Artocarpus,Moraceae,130,2094
Peperomia leptostachya,Peperomia,Piperaceae,47,684
Digitalis purpurea,Digitalis,Plantaginaceae,486,280715
Kalopanax septemlobus,Kalopanax,Araliaceae,72,3412
Hyoscyamus niger,Hyoscyamus,Solanaceae,151,8913
Hedychium gardnerianum,Hedychium,Zingiberaceae,36,15711
Polygonatum multiflorum,Polygonatum,Asparagaceae,145,13956
Sideroxylon celastrinum,Sideroxylon,Sapotaceae,40,179
Begonia heracleifolia,Begonia,Begoniaceae,11,41
Chenopodiastrum murale,Chenopodiastrum,Amaranthaceae,251,5390
Ipomoea cairica,Ipomoea,Convolvulaceae,154,8571
Pandanus amaryllifolius,Pandanus,Pandanaceae,18,155
Campanula latifolia,Campanula,Campanulaceae,119,22988
Quercus acutissima,Quercus,Fagaceae,65,3646
Persicaria maculosa,Persicaria,Polygonaceae,418,171154
Euonymus hamiltonianus,Euonymus,Celastraceae,42,3141
Macadamia integrifolia,Macadamia,Proteaceae,20,146
Euphrasia micrantha,Euphrasia,Orobanchaceae,199,10419
Krugiodendron ferreum,Krugiodendron,Rhamnaceae,58,379
Elaeocarpus dentatus,Elaeocarpus,Elaeocarpaceae,13,10052
Myosotis discolor,Myosotis,Boraginaceae,242,53529
Aphanamixis polystachya,Aphanamixis,Meliaceae,48,704
Phillyrea latifolia,Phillyrea,Oleaceae,83,3191
Diospyros cauliflora,Diospyros,Ebenaceae,30,273
Phedimus spurius,Phedimus,Crassulaceae,179,4883
Gentianella aurea,Gentianella,Gentianaceae,89,1302
Pistacia terebinthus,Pistacia,Anacardiaceae,80,1403
Causonis trifolia,Causonis,Vitaceae,83,343
Viola biflora,Viola,Violaceae,128,1875
Anisoptera thurifera,Anisoptera,Dipterocarpaceae,15,442
Jacaranda mimosifolia,Jacaranda,Bignoniaceae,59,858
Horsfieldia sylvestris,Horsfieldia,Myristicaceae,23,341
Cucurbita pepo,Cucurbita,Cucurbitaceae,89,1312
Narcissus poeticus,Narcissus,Amaryllidaceae,140,5081
Hiptage benghalensis,Hiptage,Malpighiaceae,30,3692
Epilobium collinum,Epilobium,Onagraceae,211,1186
Decaisnina triflora,Decaisnina,Loranthaceae,16,157
Iris domestica,Iris,Iridaceae,78,568
Phaleria octandra,Phaleria,Thymelaeaceae,25,155
Acanthocereus tetragonus,Acanthocereus,Cactaceae,53,520
Garcinia xanthochymus,Garcinia,Clusiaceae,15,47
Limoniastrum monopetalum,Limoniastrum,Plumbaginaceae,47,750
Billbergia pyramidalis,Billbergia,Bromeliaceae,35,111
Comesperma volubile,Comesperma,Polygalaceae,30,1965
Hemerocallis lilioasphodelus,Hemerocallis,Asphodelaceae,49,436
Bursera microphylla,Bursera,Burseraceae,19,192
Lonicera japonica,Lonicera,Caprifoliaceae,230,14717
Impatiens balfourii,Impatiens,Balsaminaceae,20,102
Juncus filiformis,Juncus,Juncaceae,426,5279
Hypericum hirsutum,Hypericum,Hypericaceae,70,58244
Aristolochia contorta,Aristolochia,Aristolochiaceae,16,50
Micranthes stellaris,Micranthes,Saxifragaceae,130,12424
Scrophularia peregrina,Scrophularia,Scrophulariaceae,77,1071
Callisia repens,Callisia,Commelinaceae,62,763
Geissois denhamii,Geissois,Cunoniaceae,9,59
Terminalia muelleri,Terminalia,Combretaceae,28,80
Saurauia conferta,Saurauia,Actinidiaceae,7,131
Eschscholzia californica,Eschscholzia,Papaveraceae,133,10916
Geranium pratense,Geranium,Geraniaceae,159,79063
Ilex glabra,Ilex,Aquifoliaceae,30,464
Calophyllum neoebudicum,Calophyllum,Calophyllaceae,15,32
Ternstroemia toquian,Ternstroemia,Pentaphylacaceae,11,31
Tetracera scandens,Tetracera,Dilleniaceae,16,119
Tinospora crispa,Tinospora,Menispermaceae,21,626
Passiflora laurifolia,Passiflora,Passifloraceae,52,634
Dioscorea esculenta,Dioscorea,Dioscoreaceae,41,301
Stachytarpheta urticifolia,Stachytarpheta,Verbenaceae,81,2417
Strychnos axillaris,Strychnos,Loganiaceae,21,165
Gagea serotina,Gagea,Liliaceae,65,504
Pittosporum boninense,Pittosporum,Pittosporaceae,22,190
Matthaea sancta,Matthaea,Monimiaceae,7,34
Eriocaulon willdenovianum,Eriocaulon,Eriocaulaceae,14,140
Lagerstroemia speciosa,Lagerstroemia,Lythraceae,78,814
Korthalsella platycaula,Korthalsella,Viscaceae,16,58
Euploca procumbens,Euploca,Heliotropiaceae,42,1039
Symplocos lancifolia,Symplocos,Symplocaceae,19,1394
Guapira discolor,Guapira,Nyctaginaceae,50,301
Varronia bahamensis,Varronia,Cordiaceae,27,93
Capparidastrum frondosum,Capparidastrum,Capparaceae,32,251
Nepenthes treubiana,Nepenthes,Nepenthaceae,5,7
Phrynium giganteum,Phrynium,Marantaceae,14,96
Scaevola spinescens,Scaevola,Goodeniaceae,14,100
Parinari costata,Parinari,Chrysobalanaceae,9,51
Pinguicula lusitanica,Pinguicula,Lentibulariaceae,49,10598
Potamogeton pusillus,Potamogeton,Potamogetonaceae,217,14784
Smilax havanensis,Smilax,Smilacaceae,35,380
Oxalis latifolia,Oxalis,Oxalidaceae,81,1888
Stewartia pseudocamellia,Stewartia,Theaceae,11,872
Hudsonia tomentosa,Hudsonia,Cistaceae,32,893
Berberis julianae,Berberis,Berberidaceae,17,885
Alnus rubra,Alnus,Betulaceae,84,3775
Barringtonia procera,Barringtonia,Lecythidaceae,14,42
Magnolia figo,Magnolia,Magnoliaceae,16,84
Brackenridgea palustris,Brackenridgea,Ochnaceae,8,79
Erythroxylum citrifolium,Erythroxylum,Erythroxylaceae,10,18
Torenia anagallis,Torenia,Linderniaceae,23,472
Viburnum lantana,Viburnum,Viburnaceae,71,48037
Drypetes rhakodiskos,Drypetes,Putranjivaceae,12,74
Mesembryanthemum crystallinum,Mesembryanthemum,Aizoaceae,68,2955
Hydrangea febrifuga,Hydrangea,Hydrangeaceae,22,288
Gonocarpus leptothecus,Gonocarpus,Haloragaceae,26,90
Agelaea pentagyna,Agelaea,Connaraceae,10,545
Linum corymbulosum,Linum,Linaceae,30,97
Trema cannabina,Trema,Cannabaceae,61,752
Hydnocarpus woodii,Hydnocarpus,Achariaceae,5,133
Disporum viridescens,Disporum,Colchicaceae,18,103
Cornus mas,Cornus,Cornaceae,43,3835
Tiquilia fusca,Tiquilia,Ehretiaceae,12,80
Tetraena simplex,Tetraena,Zygophyllaceae,17,76
Buxus glomerata,Buxus,Buxaceae,6,83
Halophila spinulosa,Halophila,Hydrocharitaceae,79,10332
Veratrum lobelianum,Veratrum,Melanthiaceae,16,28
Drosera obovata,Drosera,Droseraceae,28,196
Ceriops australis,Ceriops,Rhizophoraceae,65,141
Xerochlamys bojeriana,Xerochlamys,Sarcolaenaceae,1,535
Calandrinia ciliata,Calandrinia,Montiaceae,21,351
Phlox drummondii,Phlox,Polemoniaceae,21,41
Ryticaryum longifolium,Ryticaryum,Icacinaceae,5,123
Anopterus glandulosus,Anopterus,Escalloniaceae,4,2302
Limnocharis flava,Limnocharis,Alismataceae,25,210
Gomphandra quadrifida,Gomphandra,Stemonuraceae,7,71
Phryma nana,Phryma,Phrymaceae,16,1467
Apodasmia brownii,Apodasmia,Restionaceae,16,333
Ailanthus integrifolia,Ailanthus,Simaroubaceae,19,153
Xyris anceps,Xyris,Xyridaceae,10,167
Ribes bracteosum,Ribes,Grossulariaceae,43,876
Phyllachne colensoi,Phyllachne,Stylidiaceae,7,1573
Burmannia cryptopetala,Burmannia,Burmanniaceae,7,48
Allocasuarina monilifera,Allocasuarina,Casuarinaceae,12,1562
Cleoserrata serrata,Cleoserrata,Cleomaceae,9,43
Nothofagus cliffortioides,Nothofagus,Nothofagaceae,8,14041
Drimys insipida,Drimys,Winteraceae,3,26
Corylopsis pauciflora,Corylopsis,Hamamelidaceae,7,209
Heliconia chartacea,Heliconia,Heliconiaceae,17,74
Nymphaea rubra,Nymphaea,Nymphaeaceae,53,284
Choriceras tricorne,Choriceras,Picrodendraceae,5,150
Costus arabicus,Costus,Costaceae,11,26
Phacelia campanularia,Phacelia,Hydrophyllaceae,11,35
Musa basjoo,Musa,Musaceae,12,80
Portulaca amilis,Portulaca,Portulacaceae,21,66
Meliosma simplicifolia,Meliosma,Sabiaceae,9,84
Santalum insulare,Santalum,Santalaceae,12,119
Dendromyza pachydisca,Dendromyza,Amphorogynaceae,3,14
Engelhardia spicata,Engelhardia,Juglandaceae,16,197
Tapura latifolia,Tapura,Dichapetalaceae,3,52
Styrax glaber,Styrax,Styracaceae,6,15
Clethra lanata,Clethra,Clethraceae,3,7
Kadsura marmorata,Kadsura,Schisandraceae,6,33
Ulmus americana,Ulmus,Ulmaceae,21,11923
Sparganium hyperboreum,Sparganium,Typhaceae,125,764
Hypoxis hirsuta,Hypoxis,Hypoxidaceae,13,129
Chloranthus spicatus,Chloranthus,Chloranthaceae,8,107
Elaeagnus commutata,Elaeagnus,Elaeagnaceae,41,166
Myrica rubra,Myrica,Myricaceae,15,235
Sphenostemon pachycladus,Sphenostemon,Paracryphiaceae,1,101
Astelia trinervia,Astelia,Asteliaceae,8,1322
Marcgravia oligandra,Marcgravia,Marcgraviaceae,3,20
Hernandia cordigera,Hernandia,Hernandiaceae,6,163
Aponogeton ulvaceus,Aponogeton,Aponogetonaceae,1,91
Anisophyllea grandis,Anisophyllea,Anisophylleaceae,2,4
Mentzelia micrantha,Mentzelia,Loasaceae,5,82
Nymphoides hydrophylla,Nymphoides,Menyanthaceae,7,51
Mollugo flavescens,Mollugo,Molluginaceae,11,112
Dicerocaryum zanguebarium,Dicerocaryum,Pedaliaceae,2,13
Trigonopleura dubia,Trigonopleura,Peraceae,3,12
Thesium divaricatum,Thesium,Thesiaceae,4,15
Turnera coerulea,Turnera,Turneraceae,6,8
Gonocaryum cognatum,Gonocaryum,Cardiopteridaceae,5,16
Rafflesia micropylora,Rafflesia,Rafflesiaceae,1,12
Turpinia occidentalis,Turpinia,Staphyleaceae,9,244
Xerophyta andringitrensis,Xerophyta,Velloziaceae,1,34
Balanophora tobiracola,Balanophora,Balanophoraceae,4,32
