accepted_species,genus,family,n_islands,n_records
Calanthe amboinensis,Calanthe,Orchidaceae,17,37
Achyrophorus valdesii,Achyrophorus,Asteraceae,68,2327
Gynochthodes parvifolia,Gynochthodes,Rubiaceae,14,244
Lathyrus sativus,Lathyrus,Fabaceae,52,349
Arctopoa eminens,Arctopoa,Poaceae,79,288
Schoenoplectiella triangulata,Schoenoplectiella,Cyperaceae,40,1240
Eucalyptus brookeriana,Eucalyptus,Myrtaceae,7,886
Euphorbia antiquorum,Euphorbia,Euphorbiaceae,12,62
Amelanchier canadensis,Amelanchier,Rosaceae,29,148
Vincetoxicum cissoides,Vincetoxicum,Apocynaceae,8,53
Leucas martinicensis,Leucas,Lamiaceae,18,87
Rhexia alifanus,Rhexia,Melastomataceae,4,9
Melhania ovata,Melhania,Malvaceae,11,33
Gaultheria luzonica,Gaultheria,Ericaceae,7,66
Desmoncus orthacanthos,Desmoncus,Arecaceae,4,12
Barleria trispinosa,Barleria,Acanthaceae,3,16
Phoebe cuneata,Phoebe,Lauraceae,4,28
Ardisia marginata,Ardisia,Primulaceae,4,24
Cyrtandra elizabethae,Cyrtandra,Gesneriaceae,2,5
Glochidion lancifolium,Glochidion,Phyllanthaceae,5,14
Homalomena melanesica,Homalomena,Araceae,4,8
Ranunculus glabrifolius,Ranunculus,Ranunculaceae,7,526
Xylopia glauca,Xylopia,Annonaceae,3,10
Crambe hispanica,Crambe,Brassicaceae,11,151
Serjania spinosa,Serjania,Sapindaceae,4,15
Ertela trifolia,Ertela,Rutaceae,3,7
Eremogone capillaris,Eremogone,Caryophyllaceae,10,66
Echinophora sibthorpiana,Echinophora,Apiaceae,9,11
Elatostematoides manillense,Elatostematoides,Urticaceae,4,6
Casearia emarginata,Casearia,Salicaceae,4,15
Piper lanyuense,Piper,Piperaceae,2,80
Milicia excelsa,Milicia,Moraceae,6,77
Adenosma indiana,Adenosma,Plantaginaceae,7,23
Meryta brachypoda,Meryta,Araliaceae,3,9
Solanum rude-pannum,Solanum,Solanaceae,6,19
Meistera cerasina,Meistera,Zingiberaceae,2,9
Agave amica,Agave,Asparagaceae,5,8
Palaquium cryptocariifolium,Palaquium,Sapotaceae,2,17
Begonia hainanensis,Begonia,Begoniaceae,1,10
Amaranthus rhombeus,Amaranthus,Amaranthaceae,9,13
Dichondra occidentalis,Dichondra,Convolvulaceae,4,87
Benstonea adinobotrys,Benstonea,Pandanaceae,1,92
Campanula fransinea,Campanula,Campanulaceae,2,49
Fagus engleriana,Fagus,Fagaceae,2,32
Koenigia ajanensis,Koenigia,Polygonaceae,5,19
Euonymus marivelensis,Euonymus,Celastraceae,2,7
Beauprea filipes,Beauprea,Proteaceae,1,73
Pedicularis refracta,Pedicularis,Orobanchaceae,3,453
Goniocheton brassii,Goniocheton,Meliaceae,2,26
Ceanothus griseus,Ceanothus,Rhamnaceae,2,10
Echium famarae,Echium,Boraginaceae,3,68
Notelaea Elcho-Island,Notelaea,Oleaceae,2,3
Diospyros olivieri,Diospyros,Ebenaceae,1,117
Elaeocarpus branderhorstii,Elaeocarpus,Elaeocarpaceae,1,25
Dudleya blochmaniae,Dudleya,Crassulaceae,2,27
Viola pumila x stagnina,Viola,Violaceae,2,83
Gentianothamnus madagascariensis,Gentianothamnus,Gentianaceae,1,93
Nothocissus behrmannii,Nothocissus,Vitaceae,2,5
Semecarpus verniciferus,Semecarpus,Anacardiaceae,2,10
Shorea angustifolia,Shorea,Dipterocarpaceae,1,52
Myristica ingens,Myristica,Myristicaceae,1,23
Phyllarthron bojerianum,Phyllarthron,Bignoniaceae,1,41
Crinum venosum,Crinum,Amaryllidaceae,2,5
Xerosicyos decaryi,Xerosicyos,Cucurbitaceae,1,33
Epilobium parviflorum x roseum,Epilobium,Onagraceae,2,34
Patersonia novoguineensis,Patersonia,Iridaceae,2,13
Byrsonima martinicensis,Byrsonima,Malpighiaceae,1,8
Trithecanthera xiphostachya,Trithecanthera,Loranthaceae,1,19
Daphnopsis occidentalis,Daphnopsis,Thymelaeaceae,1,46
Pilosocereus brooksianus,Pilosocereus,Cactaceae,1,19
Clusia moaensis,Clusia,Clusiaceae,1,10
Limonium lobinii,Limonium,Plumbaginaceae,1,10
Wittmackia polycephala,Wittmackia,Bromeliaceae,1,10
Xanthophyllum tardicrescens,Xanthophyllum,Polygalaceae,1,9
Aloe eximia,Aloe,Asphodelaceae,1,3
Knautia collina,Knautia,Caprifoliaceae,2,3
Pterophylla devogelii,Pterophylla,Cunoniaceae,1,29
Canarium cestracion,Canarium,Burseraceae,1,9
Impatiens fulgens,Impatiens,Balsaminaceae,1,2
Luzula camtschadalorum,Luzula,Juncaceae,2,5
Asimitellaria koshiensis,Asimitellaria,Saxifragaceae,1,131
Amischotolype strigosa,Amischotolype,Commelinaceae,1,4
Aristolochia manokwariensis,Aristolochia,Aristolochiaceae,1,4
Buddleja brasiliensis,Buddleja,Scrophulariaceae,1,2
Vismia japurensis,Vismia,Hypericaceae,1,3
Combretum alfredi,Combretum,Combretaceae,1,1
Meconopsis cookei,Meconopsis,Papaveraceae,1,3
