candidate_id,accepted_species,trait_name,normalized_value,source_url,page_title,source_citation,source_tier,source_type,domain,language,supporting_excerpt,normalized_excerpt_sha256,content_fingerprint,name_match_method,wild_cultivated_cultivar_status,decision,species_identity_correct,value_correct,provenance_complete,cultivar_contamination,false_positive_reason,decision_reason,reviewer,reviewed_at_utc
eb4e65081c0df2d07dacbb3b,Asparagus cochinchinensis,mating_system,predominantly_outcrossing,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0266376,Genome-wide identification of sex-related genes in Asparagus,Murase et al. 2022. PLOS ONE. DOI 10.1371/journal.pone.0266376.,A,primary_article_comparative_genomics,journals.plos.org,en,"The dioecious species A. cochinchinensis, A. officinalis, and A. schoberioides formed a monophyletic group.",b9332b71c52461447422b7b41d89466a16a6737d7b462affe4996444927b22af,ed3d8282a0f24c6201d34b48cc326c6b2db8b3e58534a6bad75934204208e0e3,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
6c0214911f17e98824a603d8,Asparagus schoberioides,mating_system,predominantly_outcrossing,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0266376,Genome-wide identification of sex-related genes in Asparagus,Murase et al. 2022. PLOS ONE. DOI 10.1371/journal.pone.0266376.,A,primary_article_comparative_genomics,journals.plos.org,en,"The dioecious species A. cochinchinensis, A. officinalis, and A. schoberioides formed a monophyletic group.",b9332b71c52461447422b7b41d89466a16a6737d7b462affe4996444927b22af,ed3d8282a0f24c6201d34b48cc326c6b2db8b3e58534a6bad75934204208e0e3,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
9ee30d3234812d1fec3b48c6,Ilex crenata,mating_system,predominantly_outcrossing,https://pubmed.ncbi.nlm.nih.gov/26199373/,Sexual dimorphism in floral longevity and flowering synchrony in relation to pollination and mating success in three dioecious Ilex species,Matsuhisa & Ushimaru 2015. DOI 10.3732/ajb.1500073.,A,primary_article_species_level_field_study,pubmed.ncbi.nlm.nih.gov,en,"We examined how sexual dimorphism in floral longevity and flowering synchrony affects pollination and mating success in three dioecious Ilex species (I. pedunculosa, I. serrata, and I. crenata).",ab4522079ec7c9ba0c321aa0a27df3a355bab4c20cc424f8b95f2c45b1479326,4caa67391ba747dc29b7d20fb7cdef48d7aefbe9f84875b3f960cec16539e99a,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
2c178ec3eed40935a2d530c8,Ilex opaca,mating_system,predominantly_outcrossing,https://www.srs.fs.usda.gov/pubs/misc/ag_654/volume_2/ilex/opaca.htm,Ilex opaca Ait. - American Holly,"USDA Forest Service. Silvics of North America, Ilex opaca.",A,official_public_agency_species_synthesis,www.srs.fs.usda.gov,en,"Hollies are dioecious; male (staminate) and female (pistillate) flowers, similar in appearance, with four to six small white petals, are produced on separate plants on the current season's growth. Pollination is accomplished by insects.",9bd33f2ea8273c6afba7415024843cca6ccee8a946d8ca910a5343661b7c5048,a0962f577780328b52a3c3cc80e01e6913385e30a38141b880ae0fab73aba632,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
dd7f3b48967e74b9301f488f,Litsea cubeba,mating_system,predominantly_outcrossing,https://res.mdpi.com/d_attachment/genes/genes-11-00048/article_deploy/genes-11-00048.pdf,Chromosome-level genome assembly of Litsea cubeba,Chen et al. 2020. Genes 11:48. DOI 10.3390/genes11010048.,A,primary_article_species_genome_and_sex_determination,res.mdpi.com,en,"Litsea cubeba (Lour.) Pers., a popular essential oil plant, is a dioecious species with degenerative sexual organs in both male and female individuals.",d491074477830eb62957dc81fa1f278047089dd0b9bf45fbdb2943e88924b7d8,e5723894f676d904e9f747b7538cbacc10731244bbf45829164e7deacc7dfbc8,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
9d89a9ee567a69444b743436,Litsea glutinosa,mating_system,predominantly_outcrossing,https://sjst.psu.ac.th/index.php/article/1920/PaperPDF/download,Floral biology and pollination ecology of Litsea glutinosa,Bhadra & Bandyopadhyay 2019. DOI 10.14456/sjst-psu.2019.4.,A,primary_article_pollination_ecology,sjst.psu.ac.th,en,Litsea glutinosa is a semi-evergreen wet season blooming tree species. It is a dioecious plant characterized by separate staminate and pistillate trees occurring in a 3:1 ratio.,a26bf4281a3a1f1d995e451a658143fda08c5003190e6362a2ae26bed622c243,72acbe7a71b1cd064fb28489802387ca868716ac1f2daaceb0a3e6484337d961,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
41dfbdf160af6e7810ec7d97,Myrsine australis,mating_system,predominantly_outcrossing,https://www.nzpcn.org.nz/site/assets/files/0/15/453/myrsine-australis.pdf,Myrsine australis fact sheet,New Zealand Plant Conservation Network species fact sheet; description based on Allan 1961.,B,specialist_national_species_profile,www.nzpcn.org.nz,en,"Fixed female and inconstant male flowers on different plants, 1.5-2.5 mm diam.",58be55bdceea499d5ae36c75acce844855a07984be7e5187b5370d3de3e9a6d8,3d80d6a81302d2a6c2ee2c31a8acf2d1ef5d217487f2f73b3e18e9a083d2d57f,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
c8cc748783e0367b1fe1674f,Myrsine divaricata,mating_system,predominantly_outcrossing,https://www.nzplants.auckland.ac.nz/en/about/seed-plants-flowering/primulaceae/myrsine-divaricata.html,Myrsine divaricata - New Zealand Plants,University of Auckland. Exact-species profile.,B,university_exact_species_profile,www.nzplants.auckland.ac.nz,en,Sexuality: unisexual on different plants.,8954c7bc00944fd0d00b52458eb0366835eafca907440f0ea529ef07b59cba92,a4a9099970450906818e72aa32fbe85111f22dd98983b8a68ba8f8ea56bce669,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
49cb3e53c8cf988a9736426c,Myrsine umbricola,mating_system,predominantly_outcrossing,https://biotanz.landcareresearch.co.nz/scientific-names/369eb446-eefe-457a-a0f7-7b29a9ae0540,Myrsine umbricola - Biota of New Zealand,Heenan & de Lange 2004. New Zealand Journal of Botany. DOI 10.1080/0028825X.2004.9512929.,A,primary_taxonomic_species_description_official_database,biotanz.landcareresearch.co.nz,en,"Evergreen, spreading, dioecious shrub.",4a45f9c479c24a4f642697cb6dda81fc795b0222e78807f46b8449db233bb3fb,ed7365acb384619a2b845333335b65313b19adccc997ad08e717bde242b9cf16,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
97b95bf56156b96b82b4421f,Nepenthes mirabilis,mating_system,predominantly_outcrossing,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0322885&type=printable,A high quality genome of the common swamp pitcher plant,Clarke et al. 2025. PLOS ONE. DOI 10.1371/journal.pone.0322885.,A,primary_article_species_genome_and_sex_chromosome,journals.plos.org,en,"Here, PacBio HiFi long-read sequencing was used to assemble a near chromosome-level genome for Nepenthes mirabilis. Moreover, whereas most plants are functional hermaphrodites, Nepenthes is dioecious - that is, individual plants are either male or female.",4a395fbd0c944b634a9fbd2faef7ddf859fd0140eaae41c99951b3ce0ab8596a,d946c8834a5889362f9ed133add1154a759cfd1e3ca89f69e4434d0069780cdf,accepted_name_exact,wild_or_species_level_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family match, original-page retrieval, quote and source-lineage review, and cultivar screening. Dioecy is recorded only as mating_system=predominantly_outcrossing; it is not substituted for self-incompatibility or autonomous selfing.",Codex Wave23 exact-species dioecy source audit,2026-08-21T06:00:00Z
