accepted_species,genus,family,n_islands,n_records
Cephalanthera longifolia,Cephalanthera,Orchidaceae,94,8059
Bellis perennis,Bellis,Asteraceae,471,418580
Galium pomeranicum,Galium,Rubiaceae,117,2431
Cytisus scoparius,Cytisus,Fabaceae,277,143376
Alopecurus pratensis,Alopecurus,Poaceae,495,197041
Blysmus rufus,Blysmus,Cyperaceae,314,6569
Corymbia polycarpa,Corymbia,Myrtaceae,53,444
Euphorbia atoto,Euphorbia,Euphorbiaceae,128,397
Agrimonia eupatoria,Agrimonia,Rosaceae,248,114810
Cynanchum rostellatum,Cynanchum,Apocynaceae,72,1168
Vitex trifolia,Vitex,Lamiaceae,198,945
Diplectria divaricata,Diplectria,Melastomataceae,15,203
Hibiscus schizopetalus,Hibiscus,Malvaceae,124,530
Pyrola media,Pyrola,Ericaceae,167,5630
Borassus flabellifer,Borassus,Arecaceae,34,174
Pachystachys lutea,Pachystachys,Acanthaceae,52,433
Cassytha glabella,Cassytha,Lauraceae,26,1448
Primula farinosa,Primula,Primulaceae,79,15726
Episcia reptans,Episcia,Gesneriaceae,8,13
Phyllanthus epiphyllanthus,Phyllanthus,Phyllanthaceae,46,358
Alocasia odora,Alocasia,Araceae,62,9459
Clematis terniflora,Clematis,Ranunculaceae,155,3399
Hubera rumphii,Hubera,Annonaceae,19,385
Nasturtium officinale,Nasturtium,Brassicaceae,236,53944
Dimocarpus longan,Dimocarpus,Sapindaceae,49,3923
Zanthoxylum asiaticum,Zanthoxylum,Rutaceae,41,2625
Dianthus deltoides,Dianthus,Caryophyllaceae,281,14375
Myrrhis odorata,Myrrhis,Apiaceae,147,34763
Gonostegia triandra,Gonostegia,Urticaceae,47,1831
Salix atrocinerea,Salix,Salicaceae,95,136519
Ficus ampelas,Ficus,Moraceae,66,1245
Peperomia rotundifolia,Peperomia,Piperaceae,23,275
Callitriche hermaphroditica,Callitriche,Plantaginaceae,176,6212
Tetrapanax papyrifer,Tetrapanax,Araliaceae,41,2453
Solanum erianthum,Solanum,Solanaceae,97,1728
Etlingera alba,Etlingera,Zingiberaceae,14,95
Dracaena angustifolia,Dracaena,Asparagaceae,95,965
Manilkara fasciculata,Manilkara,Sapotaceae,20,100
Begonia foliosa,Begonia,Begoniaceae,7,61
Lipandra polysperma,Lipandra,Amaranthaceae,135,16610
Cuscuta europaea,Cuscuta,Convolvulaceae,99,3243
Sararanga philippinensis,Sararanga,Pandanaceae,8,42
Codonopsis lanceolata,Codonopsis,Campanulaceae,41,1919
Quercus ithaburensis,Quercus,Fagaceae,36,481
Persicaria minor,Persicaria,Polygonaceae,135,3758
Celastrus paniculatus,Celastrus,Celastraceae,24,174
Persoonia juniperina,Persoonia,Proteaceae,13,1595
Pedicularis hirsuta,Pedicularis,Orobanchaceae,80,1506
Hovenia dulcis,Hovenia,Rhamnaceae,26,681
Elaeocarpus floribundus,Elaeocarpus,Elaeocarpaceae,9,62
Cynoglossum creticum,Cynoglossum,Boraginaceae,74,2738
Toona sinensis,Toona,Meliaceae,27,490
Jasminum elongatum,Jasminum,Oleaceae,38,247
Diospyros montana,Diospyros,Ebenaceae,11,60
Sedum rubens,Sedum,Crassulaceae,68,1338
Gentiana scabra,Gentiana,Gentianaceae,36,1741
Buchanania obovata,Buchanania,Anacardiaceae,40,811
Nekemias arborea,Nekemias,Vitaceae,30,296
Viola langsdorffii,Viola,Violaceae,50,236
Hopea foxworthyi,Hopea,Dipterocarpaceae,10,42
Bignonia magnifica,Bignonia,Bignoniaceae,21,64
Myristica schleinitzii,Myristica,Myristicaceae,12,32
Trichosanthes cucumerina,Trichosanthes,Cucurbitaceae,45,159
Allium macrostemon,Allium,Amaryllidaceae,69,1033
