candidate_id,accepted_species,trait_name,normalized_value,source_url,page_title,source_citation,source_tier,source_type,domain,language,supporting_excerpt,normalized_excerpt_sha256,content_fingerprint,name_match_method,wild_cultivated_cultivar_status,decision,species_identity_correct,value_correct,provenance_complete,cultivar_contamination,false_positive_reason,decision_reason,reviewer,reviewed_at_utc
68a0424e14218453e7d06f60,Acer macrophyllum,inflorescence_display,raceme_spike_panicle,https://plants.ces.ncsu.edu/plants/acer-macrophyllum,"Acer macrophyllum (Big Leaf Maple, Oregon Maple) | North Carolina Extension Gardener Plant Toolbox",NC State Extension Plant Toolbox species page.,B,university_extension,plants.ces.ncsu.edu,en,Chain-like racemes of green-yellow tiny flowers contrast against the darker green of the leaves.,58e25917d9a807d3da5e2f72bc27ba840a9f9f20cd28474ae459c6fca689304b,be9ebe0ada0f22fa7c26dde30caef813dfe36b4c6c130ee74a95bcf6f4aaf222,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
7011834f90c80e9ea05b166c,Acer maximowiczianum,inflorescence_display,raceme_spike_panicle,https://plants.ces.ncsu.edu/plants/acer-maximowiczianum,Acer maximowiczianum (Nikko Maple) | North Carolina Extension Gardener Plant Toolbox,NC State Extension Plant Toolbox species page.,B,university_extension,plants.ces.ncsu.edu,en,yellow flowers in clusters of 3 on a drooping panicle.,0ebd29550526077ddd69f384c9c8698eb4871adaff6b8561fb462bfcd9a4cb80,d895e77a9eef1d6a859f2f46d306c123a4f5df8edcc979e68202502d992b9001,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
199d94abc715846049eae2db,Aesculus parviflora,inflorescence_display,raceme_spike_panicle,https://plants.ces.ncsu.edu/plants/aesculus-parviflora,Aesculus parviflora (Bottlebrush Buckeye) | North Carolina Extension Gardener Plant Toolbox,NC State Extension Plant Toolbox species page.,B,university_extension,plants.ces.ncsu.edu,en,"Creamy, white, spidery flowers in summer on 6-12 inch erect panicles with red anthers.",9c6380f890492a4fb4d742b917b3c033aba400cd90f5a52f8a54829831356c50,4be73ae6074f287916cef72230d9782f774ceb14d91bc9875a48bf2242a35a8a,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
3040b04e4422773429e4cfef,Agalinis maritima,flower_size_class,small,https://gobotany.nativeplanttrust.org/species/agalinis/maritima,Agalinis maritima (saltmarsh agalinis): Go Botany,Native Plant Trust. Go Botany species treatment.,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,Flower length: 12–17 mm,1da352f7a68afba5ef33d42dd0f33685ea01b5af0142a18861b17efe35014968,a79a54a604dbd57ba379a6bf2c0c865aa2cc4fff1801621b5e56f83e9f811eec,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
ab3eb10e108126373980a0e4,Agalinis purpurea,flower_size_class,medium,https://gobotany.nativeplanttrust.org/species/agalinis/purpurea,Agalinis purpurea (purple agalinis): Go Botany,Native Plant Trust. Go Botany species treatment.,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,Flower length: 20–38 mm,053a128d352f144f75a5bbeb2ecf6032dc6fa27f70008aac9e4797807c03c5a5,80b8f3854f539aaf1aa441ef6ed836b2a49403eef4e513225c7c161c8bc57fff,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
4072c146ba4199eb7a0385b7,Ajania pacifica,inflorescence_display,umbel_corymb,https://plants.ces.ncsu.edu/plants/ajania-pacifica,"Ajania pacifica (Gold and Silver Chrysanthemum, Pacific chrysanthemum, Silver and gold chrysanthemum) | North Carolina Extension Gardener Plant Toolbox",NC State Extension Plant Toolbox species page.,B,university_extension,plants.ces.ncsu.edu,en,"Short, light pink petals and yellow centers in branched corymbs (to 4” wide).",f40571438e41d9e67c2ca3dfbeb80266ea1010d0593d285c0615eb901dac82e2,4d1c8532e46b285279208e0834d94fbde262f0a33d1f5e49f6d2af27846bac17,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
af458c4cfb2fc24b55037045,Aletris farinosa,inflorescence_display,raceme_spike_panicle,https://plants.ces.ncsu.edu/plants/aletris-farinosa,"Aletris farinosa (Colic-Root, Northern White Colic-root, True Unicorn Root, White Colicroot, White Stargrass) | North Carolina Extension Gardener Plant Toolbox",NC State Extension Plant Toolbox species page.,B,university_extension,plants.ces.ncsu.edu,en,"A spike-like raceme cluster of small, urn-shaped, six-tepaled white flowers with orange stamens.",1a108646d3d0972c4347ded3989591bb735cb26a6bc59d6bb2dc9eba6fc70492,1fee69f3a38c006a16e591214a326d9f481191e2e9003b321b3329083069074d,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
07e803881fbd33ee2036b283,Aletris lutea,inflorescence_display,raceme_spike_panicle,https://plants.ces.ncsu.edu/plants/aletris-lutea,"Aletris lutea (Yellow Colicroot, Yellow Colic-root) | North Carolina Extension Gardener Plant Toolbox",NC State Extension Plant Toolbox species page.,B,university_extension,plants.ces.ncsu.edu,en,Raceme of 3/4 inch cylindrical yellow flowers on stalks 1'-3' tall.,5e76381b63eeea2629bb0735e3fc91e993311327a225f2cec5286316c5af53b4,9bc8ae4ef1f3bf4365688741cd6367f3606346b3dfa7e8cecd3565ed49e008c6,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
bf3c6c48f1e8b2f4b2b3ee6a,Amphicarpaea bracteata,flower_size_class,small,https://gobotany.nativeplanttrust.org/species/amphicarpaea/bracteata,Amphicarpaea bracteata (American hog-peanut): Go Botany,Native Plant Trust. Go Botany species treatment.,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,Flower length: 12–18 mm,e4e8766d467c2f80a48a5436c5828873cb30913c3ccac56fd7e1e4eca84a16b4,b452ab46cded8e748a042ad0adda0d975997cddf728512c97d2284acc50ae834,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
393ee5927d5a281e7af1fc9f,Anthyllis vulneraria,flower_size_class,small,https://gobotany.nativeplanttrust.org/species/anthyllis/vulneraria,Anthyllis vulneraria (common kidney-vetch): Go Botany,Native Plant Trust. Go Botany species treatment.,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,Flower length: 11–15 mm,07d6a880d61d32180caa7ba602ebc99d972836cd5633013c8e62f170e5fc5782,3a115cc1b4025f86ca660bfad1a033a6665759c788236006da90304d5ab10b4b,accepted_name_exact,species_treatment_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact fixed-master species/family or strict synonym match, source-page quote review, individual-trait ontology review, source-lineage check, and cultivar/organ screening.",Codex Wave15 individual source audit,2026-08-20T09:00:00Z
