candidate_id,accepted_species,trait_name,axis,raw_value,normalized_value,source_url,page_title,domain,language,supporting_excerpt,source_lineage,lineage_method,name_match_method,matched_page_name,source_tier,source_type,domain_review_status,evidence_status,content_sha256,retrieved_at_utc,query,search_rank,already_direct_in_baseline,source_run_id,source_artifact_id,source_artifact_name
46e4eeca1d23ca93a2cb28ba,Agalinis maritima,flower_size_class,floral_structural_complexity,12–17 mm,small,https://gobotany.nativeplanttrust.org/species/agalinis/maritima,Agalinis maritima (saltmarsh agalinis): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 12–17 mm,url:https://gobotany.nativeplanttrust.org/species/agalinis/maritima,canonical_url,exact_accepted_name,Agalinis maritima,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,557b7f7a186620270fcf5a6973a13f65b2f5b964d2f90fad72eeb3cc63324a85,2026-08-07T14:53:43.552906Z,inventory:gobotany.nativeplanttrust.org,47,False,31189690305,8998390685,open-web-domain-backfill-31189690305
ddfde2246c4834cc96147743,Agalinis purpurea,flower_size_class,floral_structural_complexity,20–38 mm,medium,https://gobotany.nativeplanttrust.org/species/agalinis/purpurea,Agalinis purpurea (purple agalinis): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 20–38 mm,url:https://gobotany.nativeplanttrust.org/species/agalinis/purpurea,canonical_url,exact_accepted_name,Agalinis purpurea,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,99a86ab07f33701187b4eba0b7d81fd8b9df3afa7ba0869833a5373054f48c40,2026-08-07T14:53:45.249942Z,inventory:gobotany.nativeplanttrust.org,50,False,31189690305,8998390685,open-web-domain-backfill-31189690305
3994f5d271a8829c4a942eed,Amphicarpaea bracteata,flower_size_class,floral_structural_complexity,12–18 mm,small,https://gobotany.nativeplanttrust.org/species/amphicarpaea/bracteata,Amphicarpaea bracteata (American hog-peanut): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 12–18 mm,url:https://gobotany.nativeplanttrust.org/species/amphicarpaea/bracteata,canonical_url,exact_accepted_name,Amphicarpaea bracteata,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,e967451863f4a71add501113c7a4e5f275d2b10f07081c40835ccba12e53fa98,2026-08-07T14:54:41.740352Z,inventory:gobotany.nativeplanttrust.org,152,False,31189690305,8998390685,open-web-domain-backfill-31189690305
533bc7cc10cd0b2bd87e569c,Uvularia perfoliata,inflorescence_display,floral_structural_complexity,solitary flower,solitary,https://plants.ces.ncsu.edu/plants/uvularia-perfoliata,"Uvularia perfoliata (Bellwort, Mealy Bellwort, Merrybells, Mohawk Weed, Perfoliate Bellwort, Strawbells, Straw Lily, Wild Oats, Yellow Bellwort) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,A solitary flower with 6 tepals will sprout on each stem.,url:https://plants.ces.ncsu.edu/plants/uvularia-perfoliata,canonical_url,exact_accepted_name,Uvularia perfoliata,B,university_extension,approved_registry_trait,review_only_not_promoted,97fd541a711e495f5b9ede6fb1d930bcc0a3507499c9717a885d58c76e122dae,2026-08-08T01:43:59.874734Z,inventory:plants.ces.ncsu.edu,349,False,31233181709,9014569071,open-web-domain-backfill-31233181709
1101dac75e0a2924784ead1b,Anthyllis vulneraria,flower_size_class,floral_structural_complexity,11–15 mm,small,https://gobotany.nativeplanttrust.org/species/anthyllis/vulneraria,Anthyllis vulneraria (common kidney-vetch): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 11–15 mm,url:https://gobotany.nativeplanttrust.org/species/anthyllis/vulneraria,canonical_url,exact_accepted_name,Anthyllis vulneraria,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,6a443c0f7c12cb157a91ab7b5e21138f32ead8351d052937204e2e510da22c29,2026-08-07T14:55:06.349313Z,inventory:gobotany.nativeplanttrust.org,194,False,31189690305,8998390685,open-web-domain-backfill-31189690305
0551bee480f4aecb95c1cad9,Apios americana,flower_size_class,floral_structural_complexity,10–13 mm,small,https://gobotany.nativeplanttrust.org/species/apios/americana,Apios americana (common ground-nut): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 10–13 mm,url:https://gobotany.nativeplanttrust.org/species/apios/americana,canonical_url,exact_accepted_name,Apios americana,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,6cf0371f08cc2b5f45faf214a943279913616646d99a3a53b9d534aac2efcc87,2026-08-07T14:55:09.193633Z,inventory:gobotany.nativeplanttrust.org,199,False,31189690305,8998390685,open-web-domain-backfill-31189690305
bdd0b03583f36c831a795715,Aquilegia canadensis,flower_size_class,floral_structural_complexity,30–40 mm,large,https://gobotany.nativeplanttrust.org/species/aquilegia/canadensis,Aquilegia canadensis (red columbine): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 30–40 mm,url:https://gobotany.nativeplanttrust.org/species/aquilegia/canadensis,canonical_url,exact_accepted_name,Aquilegia canadensis,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,c23934ec16c4aa635fdfa66e3da2ab3698fa271c639267464d6dcf7d9526427b,2026-08-07T14:55:12.170448Z,inventory:gobotany.nativeplanttrust.org,204,False,31189690305,8998390685,open-web-domain-backfill-31189690305
650ef36daab6aaa15695d9aa,Arethusa bulbosa,cleistogamy,reproductive_assurance,no cleistogamous flowers,absent,https://gobotany.nativeplanttrust.org/species/arethusa/bulbosa,Arethusa bulbosa (dragon's-mouth): Go Botany,gobotany.nativeplanttrust.org,en,there are no cleistogamous flowers on this plant,url:https://gobotany.nativeplanttrust.org/species/arethusa/bulbosa,canonical_url,exact_accepted_name,Arethusa bulbosa,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,0c20315c2de643ad3d3e0a8c30b130d2c42b3abc8167fa38bf61fd17eaf8973a,2026-08-07T14:55:24.320169Z,inventory:gobotany.nativeplanttrust.org,225,False,31189690305,8998390685,open-web-domain-backfill-31189690305
f39bc5f236547fd0e95f62b0,Asarum canadense,flower_size_class,floral_structural_complexity,20–40 mm,medium,https://gobotany.nativeplanttrust.org/species/asarum/canadense,Asarum canadense (Canada wild ginger): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 20–40 mm,url:https://gobotany.nativeplanttrust.org/species/asarum/canadense,canonical_url,exact_accepted_name,Asarum canadense,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,18f6e8b87e295787775819f63ce124d80553e459167de64a49e20a70d0b82de6,2026-08-08T00:48:56.619697Z,inventory:gobotany.nativeplanttrust.org,12,False,31231041298,9013948853,open-web-domain-backfill-31231041298
a3694b0641da33f68590182e,Astragalus alpinus,flower_size_class,floral_structural_complexity,7–13 mm,small,https://gobotany.nativeplanttrust.org/species/astragalus/alpinus,Astragalus alpinus (alpine milk-vetch): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 7–13 mm,url:https://gobotany.nativeplanttrust.org/species/astragalus/alpinus,canonical_url,exact_accepted_name,Astragalus alpinus,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,4eec2ea1b29ab5bf49945243f1031807f0ffbb3b289ab2a5ff9b91c2ed03f688,2026-08-08T00:49:08.446517Z,inventory:gobotany.nativeplanttrust.org,33,False,31231041298,9013948853,open-web-domain-backfill-31231041298
3c8bb9e97c8432f8a0732ded,Astragalus canadensis,flower_size_class,floral_structural_complexity,11.3–17.5 mm,small,https://gobotany.nativeplanttrust.org/species/astragalus/canadensis,Astragalus canadensis (Canada milk-vetch): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 11.3–17.5 mm,url:https://gobotany.nativeplanttrust.org/species/astragalus/canadensis,canonical_url,exact_accepted_name,Astragalus canadensis,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,0a217d4e2f3aef3552d189a843d0f85f37c30c48f25307943325d4c6acb4e55d,2026-08-08T00:49:09.035523Z,inventory:gobotany.nativeplanttrust.org,34,False,31231041298,9013948853,open-web-domain-backfill-31231041298
8ef895652f7ba855522db7a0,Astragalus eucosmus,flower_size_class,floral_structural_complexity,6–9 mm,small,https://gobotany.nativeplanttrust.org/species/astragalus/eucosmus,Astragalus eucosmus (elegant milk-vetch): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 6–9 mm,url:https://gobotany.nativeplanttrust.org/species/astragalus/eucosmus,canonical_url,exact_accepted_name,Astragalus eucosmus,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,f847c937ac7345d13d3144e2529961230af72b83af4babcf1883ed33fe181026,2026-08-08T00:49:10.106228Z,inventory:gobotany.nativeplanttrust.org,36,False,31231041298,9013948853,open-web-domain-backfill-31231041298
331dc3e66ebbf3c46256770d,Astragalus robbinsii,flower_size_class,floral_structural_complexity,17–22 mm,medium,https://gobotany.nativeplanttrust.org/species/astragalus/robbinsii,Astragalus robbinsii (Robbins' milk-vetch): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 17–22 mm,url:https://gobotany.nativeplanttrust.org/species/astragalus/robbinsii,canonical_url,exact_accepted_name,Astragalus robbinsii,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,f2dc361e2b9b0695579794a1ccfe86e7564478b1bfea67eb514ec83018ba0268,2026-08-08T00:49:11.191865Z,inventory:gobotany.nativeplanttrust.org,38,False,31231041298,9013948853,open-web-domain-backfill-31231041298
3913ef8d806ef114f3bc85ec,Baptisia australis,flower_size_class,floral_structural_complexity,20–27 mm,medium,https://gobotany.nativeplanttrust.org/species/baptisia/australis,Baptisia australis (blue wild indigo): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 20–27 mm,url:https://gobotany.nativeplanttrust.org/species/baptisia/australis,canonical_url,exact_accepted_name,Baptisia australis,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,5815b9b1af874b8403944b20333f44ec5a69708bb05f9bd7efe1ac67bb2ef92d,2026-08-08T00:49:27.044003Z,inventory:gobotany.nativeplanttrust.org,68,False,31231041298,9013948853,open-web-domain-backfill-31231041298
22d12eb55cd2103500db0835,Baptisia tinctoria,flower_size_class,floral_structural_complexity,8–16 mm,small,https://gobotany.nativeplanttrust.org/species/baptisia/tinctoria,Baptisia tinctoria (yellow wild indigo): Go Botany,gobotany.nativeplanttrust.org,en,Flower length: 8–16 mm,url:https://gobotany.nativeplanttrust.org/species/baptisia/tinctoria,canonical_url,exact_accepted_name,Baptisia tinctoria,B,specialist_regional_botanical_database,approved_registry_trait,review_only_not_promoted,5df21827a1d6df57cf2663943c6f22ac51d92fb575bd4eaaef1da9d4a16e2a0c,2026-08-08T00:49:28.221945Z,inventory:gobotany.nativeplanttrust.org,70,False,31231041298,9013948853,open-web-domain-backfill-31231041298
