accepted_species,genus,family,n_islands,n_records
Gymnadenia densiflora,Gymnadenia,Orchidaceae,43,4120
Crassocephalum crepidioides,Crassocephalum,Asteraceae,181,6392
Lasianthus verticillatus,Lasianthus,Rubiaceae,42,1090
Trifolium subterraneum,Trifolium,Fabaceae,127,9011
Koeleria spicata,Koeleria,Poaceae,235,4718
Carex paleacea,Carex,Cyperaceae,141,676
Luma apiculata,Luma,Myrtaceae,21,819
Euphorbia myrsinites,Euphorbia,Euphorbiaceae,42,464
Rubus fruticosus,Rubus,Rosaceae,113,8027
Tabernaemontana orientalis,Tabernaemontana,Apocynaceae,27,40
Ocimum gratissimum,Ocimum,Lamiaceae,71,600
Lijndenia laurina,Lijndenia,Melastomataceae,8,83
Brachychiton diversifolius,Brachychiton,Malvaceae,36,196
Pyrola elliptica,Pyrola,Ericaceae,28,384
Dypsis decaryi,Dypsis,Arecaceae,12,91
Strobilanthes linearifolia,Strobilanthes,Acanthaceae,13,60
Mespilodaphne foetens,Mespilodaphne,Lauraceae,10,869
Lysimachia barystachys,Lysimachia,Primulaceae,18,94
Boea lawesii,Boea,Gesneriaceae,4,46
Glochidion apodogynum,Glochidion,Phyllanthaceae,14,37
Homalomena philippinensis,Homalomena,Araceae,15,84
Adonis annua,Adonis,Ranunculaceae,38,1833
Goniothalamus grandiflorus,Goniothalamus,Annonaceae,7,32
Drabella muralis,Drabella,Brassicaceae,80,4472
Alectryon oleifolius,Alectryon,Sapindaceae,15,82
Zanthoxylum beecheyanum,Zanthoxylum,Rutaceae,13,50
Silene sedoides,Silene,Caryophyllaceae,72,391
Kreidion chinensis,Kreidion,Apiaceae,53,1022
Boehmeria ramiflora,Boehmeria,Urticaceae,12,64
Salix uva-ursi,Salix,Salicaceae,24,218
Taxotrophis ilicifolia,Taxotrophis,Moraceae,24,130
Peperomia macrostachyos,Peperomia,Piperaceae,8,26
Linaria maroccana,Linaria,Plantaginaceae,38,1059
Dendropanax arboreus,Dendropanax,Araliaceae,9,359
Physalis walteri,Physalis,Solanaceae,25,174
Amomum maximum,Amomum,Zingiberaceae,5,11
Maianthemum trifolium,Maianthemum,Asparagaceae,30,353
Palaquium gutta,Palaquium,Sapotaceae,5,118
Begonia plebeja,Begonia,Begoniaceae,3,5
Amaranthus graecizans,Amaranthus,Amaranthaceae,48,329
Jacquemontia tamnifolia,Jacquemontia,Convolvulaceae,25,230
Freycinetia marantifolia,Freycinetia,Pandanaceae,3,37
Lobelia fervens,Lobelia,Campanulaceae,10,120
Lithocarpus urceolaris,Lithocarpus,Fagaceae,7,127
Rumex patientia,Rumex,Polygonaceae,27,376
Euonymus echinatus,Euonymus,Celastraceae,7,130
Stenocarpus milnei,Stenocarpus,Proteaceae,4,163
Odontites luteus,Odontites,Orobanchaceae,25,747
Rhamnus davuricus,Rhamnus,Rhamnaceae,7,311
Sloanea sinensis,Sloanea,Elaeocarpaceae,3,40
Symphytum hidcotense,Symphytum,Boraginaceae,15,1729
Chisocheton lasiocarpum,Chisocheton,Meliaceae,9,212
Chionanthus rupicola,Chionanthus,Oleaceae,8,60
Diospyros novoguineensis,Diospyros,Ebenaceae,4,48
Umbilicus chloranthus,Umbilicus,Crassulaceae,14,41
Pterygocalyx volubilis,Pterygocalyx,Gentianaceae,8,204
Mangifera odorata,Mangifera,Anacardiaceae,9,95
Nothocissus hypoglauca,Nothocissus,Vitaceae,7,46
Pigea aurantiaca,Pigea,Violaceae,14,55
Shorea curtisii,Shorea,Dipterocarpaceae,5,39
Jacaranda cuspidifolia,Jacaranda,Bignoniaceae,6,7
Knema oblongata,Knema,Myristicaceae,4,94
Urceolina amazonica,Urceolina,Amaryllidaceae,18,69
Zehneria repanda,Zehneria,Cucurbitaceae,7,81
Tetrapterys mucronata,Tetrapterys,Malpighiaceae,4,10
Oenothera indecora,Oenothera,Onagraceae,14,69
Crocosmia pottsii,Crocosmia,Iridaceae,13,590
Decaisnina stenopetala,Decaisnina,Loranthaceae,4,20
Aquilaria microcarpa,Aquilaria,Thymelaeaceae,4,73
Melocactus curvispinus,Melocactus,Cactaceae,8,74
Garcinia andersonii,Garcinia,Clusiaceae,3,46
Armeria canescens,Armeria,Plumbaginaceae,4,7
Werauhia sintenisii,Werauhia,Bromeliaceae,5,70
Polygala integra,Polygala,Polygalaceae,4,76
Dianella rara,Dianella,Asphodelaceae,4,10
Protium attenuatum,Protium,Burseraceae,3,37
Lonicera chamissoi,Lonicera,Caprifoliaceae,13,288
Impatiens marojejyensis,Impatiens,Balsaminaceae,1,20
Juncus wallichianus,Juncus,Juncaceae,25,823
Hypericum hidcoteense,Hypericum,Hypericaceae,6,678
Pterophylla luzoniensis,Pterophylla,Cunoniaceae,2,15
Aristolochia bianorii,Aristolochia,Aristolochiaceae,2,96
Saxifraga carpetana,Saxifraga,Saxifragaceae,12,57
Scrophularia duplicatoserrata,Scrophularia,Scrophulariaceae,6,584
Callisia diuretica,Callisia,Commelinaceae,6,23
Terminalia rubiginosa,Terminalia,Combretaceae,3,55
Corydalis orthopoda,Corydalis,Papaveraceae,11,67
Saurauia scaberrima,Saurauia,Actinidiaceae,1,34
Pelargonium asperum,Pelargonium,Geraniaceae,9,55
Kayea beccariana,Kayea,Calophyllaceae,2,14
Ilex pseudobuxus,Ilex,Aquifoliaceae,3,21
Eurya amplexicaulis,Eurya,Pentaphylacaceae,2,2
Hibbertia appressa,Hibbertia,Dilleniaceae,3,139
Cyclea atjehensis,Cyclea,Menispermaceae,3,3
Barteria nigritana,Barteria,Passifloraceae,3,19
Dioscorea benthamii,Dioscorea,Dioscoreaceae,2,53
Lantana sandersii,Lantana,Verbenaceae,5,21
Geniostoma pedunculatum,Geniostoma,Loganiaceae,2,249
Lilium hollandicum,Lilium,Liliaceae,6,27
Pittosporum pickeringii,Pittosporum,Pittosporaceae,3,4
Paepalanthus minus,Paepalanthus,Eriocaulaceae,2,3
Levieria beccariana,Levieria,Monimiaceae,1,42
Ammannia patentinervis,Ammannia,Lythraceae,4,8
Notothixos sulphureus,Notothixos,Viscaceae,2,12
Euploca myriophylla,Euploca,Heliotropiaceae,3,6
Symplocos obovatifolia,Symplocos,Symplocaceae,2,2
Bougainvillea peruviana,Bougainvillea,Nyctaginaceae,3,3
Varronia cinerascens,Varronia,Cordiaceae,2,2
Capparis richardii,Capparis,Capparaceae,2,12
Goeppertia varians,Goeppertia,Marantaceae,2,3
Nepenthes ovata,Nepenthes,Nepenthaceae,1,18
Scaevola amblyanthera,Scaevola,Goodeniaceae,2,32
Potamogeton gramineus x natans,Potamogeton,Potamogetonaceae,6,11
Hunga longifolia,Hunga,Chrysobalanaceae,2,2
Utricularia leptoplectra,Utricularia,Lentibulariaceae,2,31
Smilax biflora,Smilax,Smilacaceae,2,31
Oxalis impatiens,Oxalis,Oxalidaceae,2,9
Camellia intermedia,Camellia,Theaceae,1,73
Liriodendropsis constricta,Liriodendropsis,Magnoliaceae,2,5
Helianthemum leptophyllum,Helianthemum,Cistaceae,3,11
Epimedium warleyense,Epimedium,Berberidaceae,2,3
Alnus glutinosa x incana,Alnus,Betulaceae,6,12
Barringtonia rubra,Barringtonia,Lecythidaceae,2,2
Erythroxylum pervillei,Erythroxylum,Erythroxylaceae,1,199
Lindernia viguieri,Lindernia,Linderniaceae,1,17
Ochna madagascariensis,Ochna,Ochnaceae,1,35
Viburnum carlocephalum,Viburnum,Viburnaceae,3,5
Drypetes sepiaria,Drypetes,Putranjivaceae,1,22
Carpophyma mutabile,Carpophyma,Aizoaceae,2,20
Philadelphus cymosus,Philadelphus,Hydrangeaceae,2,4
Haloragis eichleri,Haloragis,Haloragaceae,1,53
Rourea balansaeana,Rourea,Connaraceae,1,4
Trema orientalis,Trema,Cannabaceae,2,2
Linum doerfleri,Linum,Linaceae,1,4
Hydnocarpus ilicifolius,Hydnocarpus,Achariaceae,1,5
Dunstania multilocularis,Cornus,Cornaceae,1,10
Colchicum doerfleri,Colchicum,Colchicaceae,1,3
Chamaelirium hisauchianum,Chamaelirium,Melanthiaceae,1,55
Bourreria velutina,Bourreria,Ehretiaceae,1,13
Kallstroemia incana,Kallstroemia,Zygophyllaceae,1,3
Buxus acuminata,Buxus,Buxaceae,1,4
Rumicastrum remotum,Rumicastrum,Montiaceae,1,13
Blyxa shimadai,Blyxa,Hydrocharitaceae,2,16
Sarcolaena isaloensis,Sarcolaena,Sarcolaenaceae,1,23
Drosera anglica x intermedia,Drosera,Droseraceae,1,2
Nothofagus australis,Nothofagus,Nothofagaceae,1,2
Anopyxis klaineana,Anopyxis,Rhizophoraceae,1,2
Aquarius paniculatus,Aquarius,Alismataceae,1,2
Escallonia rockii,Escallonia,Escalloniaceae,1,1
Icacinicarya platycarpa,Icacinicarya,Icacinaceae,1,1
Leptosiphon jamauensis,Leptosiphon,Polemoniaceae,1,1
Diplacus flemingii,Diplacus,Phrymaceae,1,2
Picrasma nanophylla,Picrasma,Simaroubaceae,1,3
Medusanthera megistocarpa,Medusanthera,Stemonuraceae,1,4
Xyris flabelliformis,Xyris,Xyridaceae,1,1
Burmannia coerulea,Burmannia,Burmanniaceae,1,1
Thamnochortus spicigerus,Thamnochortus,Restionaceae,1,2
Zygogynum ledermannii,Zygogynum,Winteraceae,1,3
Ribes odoratum,Ribes,Grossulariaceae,1,1
Allocasuarina Shaw-Island,Allocasuarina,Casuarinaceae,1,1
Stylidium spathulatum,Stylidium,Stylidiaceae,1,1
Calanthe tankervilleae,Calanthe,Orchidaceae,43,754
Erechtites hieraciifolius,Erechtites,Asteraceae,180,2697
Morinda royoc,Morinda,Rubiaceae,42,605
Cajanus cajan,Cajanus,Fabaceae,127,2140
Lagurus ovatus,Lagurus,Poaceae,210,10056
Rhynchospora colorata,Rhynchospora,Cyperaceae,140,1104
Eucalyptus alba,Eucalyptus,Myrtaceae,21,310
Croton glandulosus,Croton,Euphorbiaceae,42,302
Rosa sherardii,Rosa,Rosaceae,111,17921
Carissa carandas,Carissa,Apocynaceae,26,143
Clerodendrum floribundum,Clerodendrum,Lamiaceae,71,262
Miconia xalapensis,Miconia,Melastomataceae,8,81
Abutilon australiense,Abutilon,Malvaceae,36,68
Empetrum rubrum,Empetrum,Ericaceae,26,637
Licuala lauterbachii,Licuala,Arecaceae,12,80
Dianthera comata,Dianthera,Acanthaceae,13,49
Machilus declinata,Machilus,Lauraceae,10,130
Lysimachia davurica,Lysimachia,Primulaceae,17,729
Cyrtandra feaniana,Cyrtandra,Gesneriaceae,4,37
Notoleptopus decaisnei,Notoleptopus,Phyllanthaceae,14,35
Arum dioscoridis,Arum,Araceae,14,122
Ranunculus glacialis,Ranunculus,Ranunculaceae,38,796
Marsypopetalum littorale,Marsypopetalum,Annonaceae,7,22
Cardamine amara,Cardamine,Brassicaceae,77,34057
Acer truncatum,Acer,Sapindaceae,15,76
Dictamnus albus,Dictamnus,Rutaceae,13,48
Herniaria hirsuta,Herniaria,Caryophyllaceae,71,460
Orlaya grandiflora,Orlaya,Apiaceae,45,351
Dendrocnide sinuata,Dendrocnide,Urticaceae,12,59
Salix calcicola,Salix,Salicaceae,24,196
Ficus subcordata,Ficus,Moraceae,24,77
Piper glabrescens,Piper,Piperaceae,6,227
Veronica opaca,Veronica,Plantaginaceae,38,386
Hydrocotyle foveolata,Hydrocotyle,Araliaceae,9,225
Nicotiana rustica,Nicotiana,Solanaceae,24,137
Curcuma petiolata,Curcuma,Zingiberaceae,5,7
Muscari weissii,Muscari,Asparagaceae,30,136
Pleioluma laurifolia,Pleioluma,Sapotaceae,5,117
Begonia bidentata,Begonia,Begoniaceae,3,4
Atriplex hortensis,Atriplex,Amaranthaceae,46,1479
Aniseia martinicensis,Aniseia,Convolvulaceae,25,195
Pandanus kaernbachii,Pandanus,Pandanaceae,3,35
Campanula dichotoma,Campanula,Campanulaceae,10,94
Quercus chrysolepis,Quercus,Fagaceae,7,123
Rumex salicifolius,Rumex,Polygonaceae,27,244
Euonymus americanus,Euonymus,Celastraceae,7,117
Grevillea meisneri,Grevillea,Proteaceae,4,149
Siphonostegia chinensis,Siphonostegia,Orobanchaceae,25,340
Pomaderris aspera,Pomaderris,Rhamnaceae,7,287
Elaeocarpus nanus,Elaeocarpus,Elaeocarpaceae,3,37
Myosotis australis,Myosotis,Boraginaceae,13,1083
Aglaia leucophylla,Aglaia,Meliaceae,9,183
Tetrapilus borneensis,Tetrapilus,Oleaceae,8,30
Diospyros lanceifolia,Diospyros,Ebenaceae,4,36
Sedum caeruleum,Sedum,Crassulaceae,13,2496
Gentianopsis nesophila,Gentianopsis,Gentianaceae,8,113
Choerospondias axillaris,Choerospondias,Anacardiaceae,9,71
Nothocissus penninervis,Nothocissus,Vitaceae,7,37
Pigea stellarioides,Pigea,Violaceae,14,22
