candidate_id,accepted_species,trait_name,normalized_value,source_url,page_title,source_citation,source_tier,source_type,domain,language,supporting_excerpt,normalized_excerpt_sha256,content_fingerprint,name_match_method,wild_cultivated_cultivar_status,decision,species_identity_correct,value_correct,provenance_complete,cultivar_contamination,false_positive_reason,decision_reason,reviewer,reviewed_at_utc
3b5eb2c9f5586abceec7e0c8,Acaena antarctica,self_incompatibility,SC,https://academic.oup.com/aobpla/article/doi/10.1093/aobpla/plv095/1800409,Patterns in floral traits and plant breeding systems on Southern Ocean Islands,"Lord, J. M. (2015), AoB PLANTS 7:plv095, Supporting Information Table S1, DOI 10.1093/aobpla/plv095",B,peer_reviewed_species_level_compatibility_compilation,academic.oup.com,en,"Supporting Information Table S1: Acaena antarctica; compatibility and reference-number cell: SC; 5, 16. The table defines SC as fully self-compatible, SCp as partially self-compatible, and SI as self-incompatible.",60cafccf370c0e909530a84dc83278174e5b43b6ee10a02440b565b5eab7da19,276750e9f7b92a7dfbc9f6d9b3790e05024cddeb2480a108417fc5d5f2c6c3bb,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for self_incompatibility.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
112c9f0d9555e995df6a133b,Acaena lucida,self_incompatibility,SC,https://academic.oup.com/aobpla/article/doi/10.1093/aobpla/plv095/1800409,Patterns in floral traits and plant breeding systems on Southern Ocean Islands,"Lord, J. M. (2015), AoB PLANTS 7:plv095, Supporting Information Table S1, DOI 10.1093/aobpla/plv095",B,peer_reviewed_species_level_compatibility_compilation,academic.oup.com,en,"Supporting Information Table S1: Acaena lucida; compatibility and reference-number cell: SC; 5. The table defines SC as fully self-compatible, SCp as partially self-compatible, and SI as self-incompatible.",a52558df896f6f1188e930a5332618995e124c1d705d3555ea892aab9c90d899,27f049691cd52cf1974afce9ce4946fa7a9cf253bf7813ddcd6e53df718c58af,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for self_incompatibility.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
988f6ef86fd3f2a68cf9e64c,Acaena magellanica,self_incompatibility,SC,https://academic.oup.com/aobpla/article/doi/10.1093/aobpla/plv095/1800409,Patterns in floral traits and plant breeding systems on Southern Ocean Islands,"Lord, J. M. (2015), AoB PLANTS 7:plv095, Supporting Information Table S1, DOI 10.1093/aobpla/plv095",B,peer_reviewed_species_level_compatibility_compilation,academic.oup.com,en,"Supporting Information Table S1: Acaena magellanica; compatibility and reference-number cell: SC; 2, 5, 9, 10. The table defines SC as fully self-compatible, SCp as partially self-compatible, and SI as self-incompatible.",66dd2a8e5ae2f837ae5f30d79b2a15ac38e875f1247344654f7c892ad3cc7df3,07e52ae863fa826778d9b5600b2b6df20db5acf6dd3190a06ed3509b50412724,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for self_incompatibility.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
0ff82ca937bde2a3da8374fb,Acaena tenera,self_incompatibility,SC,https://academic.oup.com/aobpla/article/doi/10.1093/aobpla/plv095/1800409,Patterns in floral traits and plant breeding systems on Southern Ocean Islands,"Lord, J. M. (2015), AoB PLANTS 7:plv095, Supporting Information Table S1, DOI 10.1093/aobpla/plv095",B,peer_reviewed_species_level_compatibility_compilation,academic.oup.com,en,"Supporting Information Table S1: Acaena tenera; compatibility and reference-number cell: SC; 10. The table defines SC as fully self-compatible, SCp as partially self-compatible, and SI as self-incompatible.",cfc4934c9261e1e22b0bafb39176c1b38d50bf10c265d07569650feea0f3fd29,dea8440f8aacd6704d57c02951d680e3da7b5bb631b59ec8a26a103690afb621,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for self_incompatibility.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
ee1dc8783209efc809036fe3,Acropogon bullatus,flower_primary_color,red_pink|yellow_orange,https://horizon.documentation.ird.fr/exl-doc/pleins_textes/divers17-07/010070247.pdf,"Novitates neocaledonicae VI: Acropogon mesophilus (Malvaceae, Sterculioideae), a rare and threatened new species from the mesic forest of New Caledonia","Munzinger, J. & Gâteblé, G. (2017), Phytotaxa 307(3):183-190, p. 188, DOI 10.11646/phytotaxa.307.3.2",A,peer_reviewed_primary_taxonomic_comparison,horizon.documentation.ird.fr,en,"Flower color of this new species is intermediate between A. veillonii, which has yellow flowers with sometimes some red at the base of the calyx, and A. bullatus, which has red flowers with some yellow at the edges. Table 1: Flower (calyx) inside color - A. bullatus: Red with some yellow at the edges; A. mesophilus: Yellow with 2-4 grayish-purple stripes per lobe; A. veillonii: Yellow with some red at the base.",692ab1afa5a4ed59485d262f20116c34a3ff4e1e805cca10e7c3f9ab377a11f1,9a4d2735b5f3340913bf251b72ca68351b7287be79464b624990c5e07d215bc7,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for flower_primary_color.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
ba5e17a72dd66f9c207fd530,Acropogon mesophilus,flower_primary_color,blue_purple|yellow_orange,https://horizon.documentation.ird.fr/exl-doc/pleins_textes/divers17-07/010070247.pdf,"Novitates neocaledonicae VI: Acropogon mesophilus (Malvaceae, Sterculioideae), a rare and threatened new species from the mesic forest of New Caledonia","Munzinger, J. & Gâteblé, G. (2017), Phytotaxa 307(3):183-190, p. 188, DOI 10.11646/phytotaxa.307.3.2",A,peer_reviewed_primary_taxonomic_comparison,horizon.documentation.ird.fr,en,"Flower color of this new species is intermediate between A. veillonii, which has yellow flowers with sometimes some red at the base of the calyx, and A. bullatus, which has red flowers with some yellow at the edges. Table 1: Flower (calyx) inside color - A. bullatus: Red with some yellow at the edges; A. mesophilus: Yellow with 2-4 grayish-purple stripes per lobe; A. veillonii: Yellow with some red at the base.",692ab1afa5a4ed59485d262f20116c34a3ff4e1e805cca10e7c3f9ab377a11f1,9a4d2735b5f3340913bf251b72ca68351b7287be79464b624990c5e07d215bc7,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for flower_primary_color.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
d7ac5ce08580b44146342bd7,Acropogon veillonii,flower_primary_color,red_pink|yellow_orange,https://horizon.documentation.ird.fr/exl-doc/pleins_textes/divers17-07/010070247.pdf,"Novitates neocaledonicae VI: Acropogon mesophilus (Malvaceae, Sterculioideae), a rare and threatened new species from the mesic forest of New Caledonia","Munzinger, J. & Gâteblé, G. (2017), Phytotaxa 307(3):183-190, p. 188, DOI 10.11646/phytotaxa.307.3.2",A,peer_reviewed_primary_taxonomic_comparison,horizon.documentation.ird.fr,en,"Flower color of this new species is intermediate between A. veillonii, which has yellow flowers with sometimes some red at the base of the calyx, and A. bullatus, which has red flowers with some yellow at the edges. Table 1: Flower (calyx) inside color - A. bullatus: Red with some yellow at the edges; A. mesophilus: Yellow with 2-4 grayish-purple stripes per lobe; A. veillonii: Yellow with some red at the base.",692ab1afa5a4ed59485d262f20116c34a3ff4e1e805cca10e7c3f9ab377a11f1,9a4d2735b5f3340913bf251b72ca68351b7287be79464b624990c5e07d215bc7,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for flower_primary_color.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
d2c9ff80bac2671a296b4ff4,Actephila excelsa,floral_symmetry,actinomorphic,https://bfis.bforest.gov.bd/nef/index.php/data/dataSpecies/40,Forest Emission Factor Database - Actephila excelsa,"Bangladesh Forest Information System, Forest Emission Factor Database species record: Actephila excelsa",A,government_forest_database_species_record,bfis.bforest.gov.bd,en,Tree Species Details: Family Name: Euphorbiaceae; Genus: Actephila; Species: Actephila excelsa; floral symmetry: actinomorphic.,fdc74c8591fdb9ac4254bc55bc2ac0880a58474ff3afb083d7a9646a794cdc64,96d9218c8c650e74b4b2797822ae37e9517398c8d99d799dbf5a1ffa2e7c18a4,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for floral_symmetry.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
2b0b2d197c4d7ca3d647f334,Adenia cissampeloides,floral_symmetry,actinomorphic,https://plantuse.plantnet.org/en/Adenia_cissampeloides_%28PROTA%29,Adenia cissampeloides (PROTA),"Grace, O.M. & Fowler, D.G. (2007), Adenia cissampeloides, Plant Resources of Tropical Africa 11(1): Medicinal Plants 1",A,expert_botanical_monograph_species_description,plantuse.plantnet.org,en,"Adenia cissampeloides (Planch. ex Hook.) Harms. Flowers unisexual, regular, 5-merous, pale greenish; pedicel 2-10(-15) mm long in male flowers, slightly shorter in female ones.",1924a16925c66117424052e71783f104daf8e10e1cc405de09b6c250212ae9f1,1ba75b72069e9463acef8d571c2e1d677bd15406ff6f2d7353d5a5be54a6e2a6,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for floral_symmetry.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
274d9a5415d7cc5cb8f4b28c,Agoseris coronopifolia,self_incompatibility,SC,https://academic.oup.com/aobpla/article/doi/10.1093/aobpla/plv095/1800409,Patterns in floral traits and plant breeding systems on Southern Ocean Islands,"Lord, J. M. (2015), AoB PLANTS 7:plv095, Supporting Information Table S1, DOI 10.1093/aobpla/plv095",B,peer_reviewed_species_level_compatibility_compilation,academic.oup.com,en,"Supporting Information Table S1: Agoseris coronopifolia; compatibility and reference-number cell: SC; 5. The table defines SC as fully self-compatible, SCp as partially self-compatible, and SI as self-incompatible.",d6296105907fd4eec28c4ddae4463db349dc4304cb95e6b3d150eaae431cb98e,fda79c5b0594a5e17435a8339d5543e2e0f694cd95ca37fb916634dfe7c7c222,accepted_name_exact,wild_or_species_level_statement_not_cultivar_limited,accept,true,true,true,false,,"Accepted after exact species identity, source page or original-study statement, trait-specific ontology, lineage and content fingerprint review; mapping retained only for self_incompatibility.",Codex source-backed rule-unlock wave-2 audit,2026-08-12T09:35:00Z
