accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Alluaudia ascendens,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,Alluaudia ascendens is pollinated by bats.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Alluaudia_ascendens,Alluaudia ascendens is pollinated by bats.,species_direct,unknown,unreviewed_llm_extraction,Alluaudia ascendens is pollinated by bats.,src_192f636a4e9eefd24cea,fb4e745c23601577d8cc67ec61d5bf275c80aa5cca0336cef93f49f0312f7d0a,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Amaranthus dubius,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,abiotic_wind,"Pollinators. Wind, Self.",reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Amaranthus+dubius,"Pollinators. Wind, Self.",species_direct,unknown,unreviewed_llm_extraction,"Pollinators. Wind, Self.",src_5c41fcf22760f4a3e7c1,f0c3fd74987e7d92edc5c4fae9eea10193c52773256734b71ecb6f0c79ef00bb,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Amaranthus dubius,M1_reproductive_assurance_pollen_vector,self_incompatibility,SC,Self-fertile. Yes.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Amaranthus+dubius,Self-fertile. Yes.,species_direct,unknown,unreviewed_llm_extraction,Self-fertile. Yes.,src_5c41fcf22760f4a3e7c1,f0c3fd74987e7d92edc5c4fae9eea10193c52773256734b71ecb6f0c79ef00bb,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Amyema sanguinea,M0_other_reported_trait,inflorescence_display,umbel_corymb,"Its inflorescence is a simple umbel with 3-6 flowers, on a stem.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Amyema_sanguinea,"Its inflorescence is a simple umbel with 3-6 flowers, on a stem.",species_direct,unknown,unreviewed_llm_extraction,"Its inflorescence is a simple umbel with 3-6 flowers, on a stem.",src_d54dec54803efd8175fd,c19dabf3d782ce604af75cf276859425291ef5356dc958ead2703cc03d2e12c4,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Amyema sanguinea,M0_floral_phenotype,flower_primary_color,multicolored_variable,its erect flowers shade from pinky-red to an orange-red.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Amyema_sanguinea,its erect flowers shade from pinky-red to an orange-red.,species_direct,unknown,unreviewed_llm_extraction,its erect flowers shade from pinky-red to an orange-red.,src_d54dec54803efd8175fd,c19dabf3d782ce604af75cf276859425291ef5356dc958ead2703cc03d2e12c4,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Aglaia rivularis,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,Pollinators. Insects.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Aglaia+rivularis,Pollinators. Insects.,species_direct,unknown,unreviewed_llm_extraction,Pollinators. Insects.,src_9eb415db6f65dae8044b,e6d990c1eaef4f466e49d4d7eb7d811614ffc1eaa1bff0b22f224d778a47a188,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Aglaia rivularis,M0_other_reported_trait,sex_system,dioecious,"A dioecious species, both male and female forms need to be grown if fruit and seed are required",reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Aglaia+rivularis,"A dioecious species, both male and female forms need to be grown if fruit and seed are required",species_direct,unknown,unreviewed_llm_extraction,"A dioecious species, both male and female forms need to be grown if fruit and seed are required",src_9eb415db6f65dae8044b,e6d990c1eaef4f466e49d4d7eb7d811614ffc1eaa1bff0b22f224d778a47a188,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Abrahamia lecomtei,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"Inflorescence axillary, a panicle, 1 - 5 cm long",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/7494318,"Inflorescence axillary, a panicle, 1 - 5 cm long",species_direct,unknown,unreviewed_llm_extraction,"Inflorescence axillary, a panicle, 1 - 5 cm long",src_28246a2158ed00c68b00,8faa2d15212f55af4b6c53062281ace222b70e24e85478da40032864baa207ad,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Abrahamia lecomtei,M0_floral_phenotype,flower_primary_color,multicolored_variable,"corolla lobes ovate or oblong, 2 - 3 3 1 - 1.5 mm, imbricate, adaxial surface glabrous, abaxial surface glabrous or with sparse reddish indument, yellow green",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/7494318,"corolla lobes ovate or oblong, 2 - 3 3 1 - 1.5 mm, imbricate, adaxial surface glabrous, abaxial surface glabrous or with sparse reddish indument, yellow green",species_direct,unknown,unreviewed_llm_extraction,"corolla lobes ovate or oblong, 2 - 3 3 1 - 1.5 mm, imbricate, adaxial surface glabrous, abaxial surface glabrous or with sparse reddish indument, yellow green",src_28246a2158ed00c68b00,8faa2d15212f55af4b6c53062281ace222b70e24e85478da40032864baa207ad,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
Abrahamia lecomtei,M0_other_reported_trait,flower_size_class,small,"corolla lobes ovate or oblong, 2 - 3 3 1 - 1.5 mm",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/7494318,"corolla lobes ovate or oblong, 2 - 3 3 1 - 1.5 mm",species_direct,unknown,unreviewed_llm_extraction,"corolla lobes ovate or oblong, 2 - 3 3 1 - 1.5 mm",src_28246a2158ed00c68b00,8faa2d15212f55af4b6c53062281ace222b70e24e85478da40032864baa207ad,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5937963094f31f557f1c9c87097f5931518552bdb6485241bc4908b58524777a,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_495ff9a57b5d1afbaf83,high
