accepted_species,genus,family,n_islands,n_records
Brassavola nodosa,Brassavola,Orchidaceae,26,350
Tithonia diversifolia,Tithonia,Asteraceae,121,2577
Psydrax odorata,Psydrax,Rubiaceae,26,42
Ononis reclinata,Ononis,Fabaceae,92,1481
Poa bulbosa,Poa,Poaceae,142,5736
Rhynchospora corymbosa,Rhynchospora,Cyperaceae,84,613
Xanthostemon chrysanthus,Xanthostemon,Myrtaceae,14,58
Euphorbia cotinifolia,Euphorbia,Euphorbiaceae,26,109
Rubus polonicus,Rubus,Rosaceae,73,991
Sinomarsdenia tomentosa,Sinomarsdenia,Apocynaceae,17,263
Callicarpa mollis,Callicarpa,Lamiaceae,46,2112
Medinilla pendula,Medinilla,Melastomataceae,6,36
Pavonia spinifex,Pavonia,Malvaceae,22,207
Vaccinium hirtum,Vaccinium,Ericaceae,15,1872
Latania loddigesii,Latania,Arecaceae,8,24
Strobilanthes cumingiana,Strobilanthes,Acanthaceae,7,30
Phoebe macrophylla,Phoebe,Lauraceae,8,90
Tapeinosperma pachycaulum,Tapeinosperma,Primulaceae,9,13
Aeschynanthus angustifolius,Aeschynanthus,Gesneriaceae,3,20
Glochidion superbum,Glochidion,Phyllanthaceae,8,116
Xanthosoma brasiliense,Xanthosoma,Araceae,8,18
Aconitum jaluense,Aconitum,Ranunculaceae,21,129
Uvaria javana,Uvaria,Annonaceae,5,22
Noccaea perfoliata,Noccaea,Brassicaceae,45,3355
Arytera bifoliolata,Arytera,Sapindaceae,8,51
Clausena anisum-olens,Clausena,Rutaceae,7,29
Stellaria edwardsii,Stellaria,Caryophyllaceae,37,138
Halosciastrum melanotilingia,Halosciastrum,Apiaceae,24,1207
Elatostema laetevirens,Elatostema,Urticaceae,7,553
Salix reichardtii,Salix,Salicaceae,12,245
Broussonetia monoica,Broussonetia,Moraceae,14,768
Manekia incurva,Manekia,Piperaceae,4,44
Digitalis grandiflora,Digitalis,Plantaginaceae,18,39
Trachymene oleracea,Trachymene,Araliaceae,6,38
Solanum tetrandrum,Solanum,Solanaceae,13,62
Etlingera calophrys,Etlingera,Zingiberaceae,3,46
Arthropodium cirratum,Arthropodium,Asparagaceae,14,961
Pleioluma queenslandica,Pleioluma,Sapotaceae,4,9
Begonia fruticosa,Begonia,Begoniaceae,2,2
Atriplex mucronata,Atriplex,Amaranthaceae,23,46
Ipomoea horsfalliae,Ipomoea,Convolvulaceae,14,38
Pandanus spec.,Pandanus,Pandanaceae,3,3
Trematolobelia macrostachys,Trematolobelia,Campanulaceae,5,71
Quercus blufftonensis,Quercus,Fagaceae,5,10
Rumex scutatus,Rumex,Polygonaceae,15,718
Euonymus chibae,Euonymus,Celastraceae,4,32
Helicia rigidiflora,Helicia,Proteaceae,3,3
Euphrasia yezoensis,Euphrasia,Orobanchaceae,12,65
Ziziphus nummularia,Ziziphus,Rhamnaceae,5,19
Myosotis praecox,Myosotis,Boraginaceae,8,22
Didymocheton sessilis,Didymocheton,Meliaceae,6,17
Elaeocarpus polystachyus,Elaeocarpus,Elaeocarpaceae,2,25
Forestiera phillyreoides,Forestiera,Oleaceae,4,7
Diospyros lokohensis,Diospyros,Ebenaceae,2,163
Aichryson pachycaulon,Aichryson,Crassulaceae,6,134
Sabatia angularis,Sabatia,Gentianaceae,4,8
Swintonia schwenckii,Swintonia,Anacardiaceae,5,76
Afrocayratia imerinensis,Afrocayratia,Vitaceae,4,78
Rinorea angustifolia,Rinorea,Violaceae,6,750
Dipterocarpus tempehes,Dipterocarpus,Dipterocarpaceae,3,54
Colea purpurascens,Colea,Bignoniaceae,3,28
Myristica petiolata,Myristica,Myristicaceae,3,3
Cionosicys excisus,Cionosicys,Cucurbitaceae,4,9
Lycoris traubii,Lycoris,Amaryllidaceae,8,25
Mascagnia paniculata,Mascagnia,Malpighiaceae,2,21
Epilobium ravenii,Epilobium,Onagraceae,7,37
Diplatia furcata,Diplatia,Loranthaceae,3,6
Iris tectorum,Iris,Iridaceae,7,24
Pimelea buxifolia,Pimelea,Thymelaeaceae,2,334
Coleocephalocereus fluminensis,Coleocephalocereus,Cactaceae,4,10
Tovomita plumieri,Tovomita,Clusiaceae,2,14
Limonium tuberculatum,Limonium,Plumbaginaceae,2,58
Ochagavia carnea,Ochagavia,Bromeliaceae,3,12
Securidaca paniculata,Securidaca,Polygalaceae,3,4
Haworthiopsis hybrida,Haworthiopsis,Asphodelaceae,2,3
Dacryodes nervosa,Dacryodes,Burseraceae,2,16
Lonicera vidalii,Lonicera,Caprifoliaceae,5,139
Impatiens peperomioides,Impatiens,Balsaminaceae,1,10
Luzula groenlandica,Luzula,Juncaceae,12,28
Pterophylla stenostachya,Pterophylla,Cunoniaceae,1,151
Aristolochia ornithopterae,Aristolochia,Aristolochiaceae,2,5
Amischotolype rostrata,Amischotolype,Commelinaceae,3,21
Hypericum vulcanicum,Hypericum,Hypericaceae,2,70
Saxifraga merckii,Saxifraga,Saxifragaceae,5,7
Nemesia floribunda,Nemesia,Scrophulariaceae,2,389
Terminalia albida,Terminalia,Combretaceae,2,4
Saurauia erythrothrica,Saurauia,Actinidiaceae,1,7
Corydalis racemosa,Corydalis,Papaveraceae,4,36
Erodium stephanianum,Erodium,Geraniaceae,3,10
Calophyllum drouhardii,Calophyllum,Calophyllaceae,1,62
Ilex theizans,Ilex,Aquifoliaceae,2,2
Ternstroemia hainanensis,Ternstroemia,Pentaphylacaceae,1,11
Tetracera sellowiana,Tetracera,Dilleniaceae,2,5
Chondrodendron platyphyllum,Chondrodendron,Menispermaceae,2,3
Passiflora kewensis,Passiflora,Passifloraceae,2,2
Dioscorea buckleyana,Dioscorea,Dioscoreaceae,1,44
Verbena platensis,Verbena,Verbenaceae,2,4
Strychnos decussata,Strychnos,Loganiaceae,1,410
Lilium formolongo,Lilium,Liliaceae,3,143
Pittosporum dzumacense,Pittosporum,Pittosporaceae,1,109
Eriocaulon mikawanum,Eriocaulon,Eriocaulaceae,1,10
Steganthera fasciculata,Steganthera,Monimiaceae,1,6
Lagerstroemia villosa,Lagerstroemia,Lythraceae,2,2
Potamogeton orientalis,Potamogeton,Potamogetonaceae,2,106
Symplocos eriobotryaefolia,Symplocos,Symplocaceae,1,11
Phoradendron haitiense,Phoradendron,Viscaceae,1,7
Heliotropium halacsyi,Heliotropium,Heliotropiaceae,1,10
Goeppertia villosa,Goeppertia,Marantaceae,1,4
Ceodes brownii,Ceodes,Nyctaginaceae,1,7
Cordia trichoclada,Cordia,Cordiaceae,1,3
Capparis diversifolia,Capparis,Capparaceae,1,7
Scaevola wrightii,Scaevola,Goodeniaceae,1,16
Nepenthes boschiana,Nepenthes,Nepenthaceae,1,3
Magnolia wieseneri,Magnolia,Magnoliaceae,1,17
Smilax ligustrifolia,Smilax,Smilacaceae,1,11
Couepia schottii,Couepia,Chrysobalanaceae,1,2
Utricularia appendiculata,Utricularia,Lentibulariaceae,1,7
Betula hybrida,Betula,Betulaceae,2,3
Biophytum dendroides,Biophytum,Oxalidaceae,1,2
Camellia meiocarpa,Camellia,Theaceae,1,2
Berberis aethnensis,Berberis,Berberidaceae,1,1
Helianthemum scopulicola,Helianthemum,Cistaceae,1,3
Torenia blancoi,Torenia,Linderniaceae,1,2
Erythroxylum baracoense,Erythroxylum,Erythroxylaceae,1,3
Corythophora amapaensis,Corythophora,Lecythidaceae,1,2
Ouratea cassinefolia,Ouratea,Ochnaceae,1,2
Viburnum cornutidens,Viburnum,Viburnaceae,1,1
Hydrangea panamensis,Hydrangea,Hydrangeaceae,1,1
Trianthema oxycalyptrum,Trianthema,Aizoaceae,1,1
Drypetes sessiliflora,Drypetes,Putranjivaceae,1,1
Epipogium roseum,Epipogium,Orchidaceae,26,312
Urospermum picroides,Urospermum,Asteraceae,120,2664
Diplospora dubia,Diplospora,Rubiaceae,25,1788
Amorpha fruticosa,Amorpha,Fabaceae,92,1111
Heteropogon contortus,Heteropogon,Poaceae,142,1968
Cyperus eragrostis,Cyperus,Cyperaceae,83,8023
Eucalyptus grandis,Eucalyptus,Myrtaceae,14,50
Euphorbia portlandica,Euphorbia,Euphorbiaceae,25,3591
