accepted_species,genus,family,n_islands,n_records
Calanthe amboinensis,Calanthe,Orchidaceae,17,37
Bellis annua,Bellis,Asteraceae,62,2209
Psychotria pedunculosa,Psychotria,Rubiaceae,14,76
Anagyris foetida,Anagyris,Fabaceae,50,896
Melica minuta,Melica,Poaceae,71,1176
Schoenoplectiella triangulata,Schoenoplectiella,Cyperaceae,40,1240
Myrcia palustris,Myrcia,Myrtaceae,7,67
Macaranga bicolor,Macaranga,Euphorbiaceae,11,140
Potentilla sundaica,Potentilla,Rosaceae,27,1108
Alstonia angustiloba,Alstonia,Apocynaceae,7,158
Ajuga nipponensis,Ajuga,Lamiaceae,16,794
Osbeckia octandra,Osbeckia,Melastomataceae,3,90
Corchorus walcottii,Corchorus,Malvaceae,10,78
Styphelia abnormis,Styphelia,Ericaceae,7,11
Hydriastele procera,Hydriastele,Arecaceae,4,4
Rhaphidospora luzonensis,Rhaphidospora,Acanthaceae,3,12
Phoebe cuneata,Phoebe,Lauraceae,4,28
Lysimachia producta,Lysimachia,Primulaceae,4,12
Cyrtandra sandakanensis,Cyrtandra,Gesneriaceae,2,4
Glochidion lancifolium,Glochidion,Phyllanthaceae,5,14
Scindapsus haenkei,Scindapsus,Araceae,4,8
Ranunculus tachiroi,Ranunculus,Ranunculaceae,7,92
Enicosanthum gigantifolium,Enicosanthum,Annonaceae,3,6
Cardamine papillata,Cardamine,Brassicaceae,10,57
Guioa sufusana,Guioa,Sapindaceae,4,9
Correa lawrenceana,Correa,Rutaceae,2,836
Dichodon maximum,Dichodon,Caryophyllaceae,10,35
Osmorhiza longistylis,Osmorhiza,Apiaceae,8,89
Elatostema viridescens,Elatostema,Urticaceae,3,7
Casearia barteri,Casearia,Salicaceae,3,217
Piper miquelianum,Piper,Piperaceae,2,17
Ficus elmeri,Ficus,Moraceae,6,22
Penstemon hirsutus,Penstemon,Plantaginaceae,6,30
Heptapleurum catanduanense,Heptapleurum,Araliaceae,3,6
Nothocestrum latifolium,Nothocestrum,Solanaceae,5,36
Adelmeria isarogensis,Adelmeria,Zingiberaceae,2,4
Drimia purpurascens,Drimia,Asparagaceae,4,606
Sideroxylon nadeaudii,Sideroxylon,Sapotaceae,2,13
Begonia humericola,Begonia,Begoniaceae,1,9
Bassia littorea,Bassia,Amaranthaceae,8,24
Jacquemontia obcordata,Jacquemontia,Convolvulaceae,4,14
Pandanus platyphyllus,Pandanus,Pandanaceae,1,42
Sclerotheca margaretae,Sclerotheca,Campanulaceae,2,16
Lithocarpus monticola,Lithocarpus,Fagaceae,2,23
Rumex bryhnii,Rumex,Polygonaceae,4,55
Euonymus marivelensis,Euonymus,Celastraceae,2,7
Virotia francii,Virotia,Proteaceae,1,41
Lindenbergia philippensis,Lindenbergia,Orobanchaceae,3,26
Pseudocarapa inopinata,Pseudocarapa,Meliaceae,2,25
Ziziphus trinervis,Ziziphus,Rhamnaceae,2,8
Echium callithyrsum,Echium,Boraginaceae,2,141
Diospyros pseudolanceolata,Diospyros,Ebenaceae,1,67
Elaeocarpus branderhorstii,Elaeocarpus,Elaeocarpaceae,1,25
Osmanthus lanceolatus,Osmanthus,Oleaceae,1,145
Crassula pellucida,Crassula,Crassulaceae,2,12
Viola pumila x stagnina,Viola,Violaceae,2,83
Gentianella gunniana,Gentianella,Gentianaceae,1,66
Vitis ruggerii,Vitis,Vitaceae,2,5
Semecarpus verniciferus,Semecarpus,Anacardiaceae,2,10
Shorea faguetioides,Shorea,Dipterocarpaceae,1,39
Myristica duplopunctata,Myristica,Myristicaceae,1,18
Colea labatii,Colea,Bignoniaceae,1,28
Hippeastrum blossfeldiae,Hippeastrum,Amaryllidaceae,2,3
Epilobium parviflorum x roseum,Epilobium,Onagraceae,2,34
Trichosanthes pendula,Trichosanthes,Cucurbitaceae,1,24
Byrsonima martinicensis,Byrsonima,Malpighiaceae,1,8
Crocus hellenicus,Crocus,Iridaceae,2,2
Bakerella mangindranensis,Bakerella,Loranthaceae,1,12
Octolepis ratovosonii,Octolepis,Thymelaeaceae,1,33
Harrisia portoricensis,Harrisia,Cactaceae,1,12
Garcinia recondita,Garcinia,Clusiaceae,1,10
Wittmackia rohan-estyi,Wittmackia,Bromeliaceae,1,8
Limonium chersonesum,Limonium,Plumbaginaceae,1,7
Pterophylla louveliana,Pterophylla,Cunoniaceae,1,24
Polygala brevifolia,Polygala,Polygalaceae,1,6
Dianella dentata,Dianella,Asphodelaceae,1,3
Valeriana hsui,Valeriana,Caprifoliaceae,1,73
Canarium subtilis,Canarium,Burseraceae,1,9
Impatiens parvigaleata,Impatiens,Balsaminaceae,1,2
Luzula camtschadalorum,Luzula,Juncaceae,2,5
Lithophragma affine,Lithophragma,Saxifragaceae,1,13
Cyanotis lanceolata,Cyanotis,Commelinaceae,1,3
Aristolochia palmata,Aristolochia,Aristolochiaceae,1,2
Verbascum bombyciferum x nigrum,Verbascum,Scrophulariaceae,1,2
Hypericum maclarenii,Hypericum,Hypericaceae,1,2
Corydalis cava x solida,Corydalis,Papaveraceae,1,2
Combretum quadrangulare,Combretum,Combretaceae,1,1
Saurauia pavonii,Saurauia,Actinidiaceae,1,1
Pelargonium blandfordianum,Pelargonium,Geraniaceae,1,1
Kayea korthalsiana,Kayea,Calophyllaceae,1,1
Ilex subtriflora,Ilex,Aquifoliaceae,1,1
Paratinospora sagittata,Paratinospora,Menispermaceae,1,1
Potamogeton lucens x natans,Potamogeton,Potamogetonaceae,1,1
Dioscorea myrantha,Dioscorea,Dioscoreaceae,1,1
Sakakia hayatai,Cleyera,Pentaphylacaceae,1,1
Hibbertia novoguineensis,Hibbertia,Dilleniaceae,1,1
Mitrasacme spec.,Mitrasacme,Loganiaceae,1,1
Passiflora decaisneana,Passiflora,Passifloraceae,1,1
Epidendrum obrienianum,Epidendrum,Orchidaceae,16,123
Ixeris repens,Ixeris,Asteraceae,62,596
Aidia acuminata,Aidia,Rubiaceae,14,47
Pycnospora lutescens,Pycnospora,Fabaceae,50,375
Parapholis strigosa,Parapholis,Poaceae,70,6004
Cyperus retrorsus,Cyperus,Cyperaceae,37,78
Eucalyptus microcorys,Eucalyptus,Myrtaceae,7,61
Blumeodendron subrotundifolium,Blumeodendron,Euphorbiaceae,11,120
Chaenomeles speciosa,Chaenomeles,Rosaceae,27,1021
Alstonia angustifolia,Alstonia,Apocynaceae,7,124
Mentha requienii,Mentha,Lamiaceae,16,577
Sonerila pulchella,Sonerila,Melastomataceae,3,85
Anoda acerifolia,Anoda,Malvaceae,10,60
Lyonia mariana,Lyonia,Ericaceae,6,205
Roscheria melanochaetes,Roscheria,Arecaceae,3,873
Strobilanthes antonii,Strobilanthes,Acanthaceae,3,12
Cryptocarya amygdalina,Cryptocarya,Lauraceae,4,14
Maesa palauensis,Maesa,Primulaceae,4,11
Didymocarpus corchorifolius,Didymocarpus,Gesneriaceae,2,4
Thecacoris stenopetala,Thecacoris,Phyllanthaceae,4,170
Dieffenbachia bausei,Dieffenbachia,Araceae,4,4
Thalictrum foetidum,Thalictrum,Ranunculaceae,7,57
Enicosanthum mindanaense,Enicosanthum,Annonaceae,3,6
Eruca sativa,Eruca,Brassicaceae,10,29
Harpullia hillii,Harpullia,Sapindaceae,4,9
Melicope obtusifolia,Melicope,Rutaceae,2,482
Sagina media,Sagina,Caryophyllaceae,9,68
Osmorhiza depauperata,Osmorhiza,Apiaceae,8,37
Elatostematoides rigidum,Elatostematoides,Urticaceae,3,7
Homalium albiflorum,Homalium,Salicaceae,3,215
Piper aurilimbum,Piper,Piperaceae,2,16
Paratrophis microphylla,Paratrophis,Moraceae,5,2084
Veronica triloba,Veronica,Plantaginaceae,6,23
Meryta senfftiana,Meryta,Araliaceae,3,6
Nicotiana forsteri,Nicotiana,Solanaceae,5,27
Alpinia foxworthyi,Alpinia,Zingiberaceae,2,4
Dracaena zebra,Dracaena,Asparagaceae,4,89
Manilkara celebica,Manilkara,Sapotaceae,2,12
Begonia jamaicensis,Begonia,Begoniaceae,1,9
Oxybasis macrosperma,Oxybasis,Amaranthaceae,8,21
Convolvulus clementii,Convolvulus,Convolvulaceae,4,13
Pandanus letocartiorum,Pandanus,Pandanaceae,1,40
Cyanea glabra,Cyanea,Campanulaceae,2,15
Quercus congesta,Quercus,Fagaceae,2,17
Lastarriaea coriacea,Lastarriaea,Polygonaceae,4,29
Euonymus quadrangularis,Euonymus,Celastraceae,2,4
Malagasia alticola,Malagasia,Proteaceae,1,40
Nesogenes madagascariensis,Nesogenes,Orobanchaceae,3,25
Didymocheton macrostachyus,Didymocheton,Meliaceae,2,20
Gouania meyenii,Gouania,Rhamnaceae,2,5
Myosotis brevis,Myosotis,Boraginaceae,2,111
Diospyros courrierensis,Diospyros,Ebenaceae,1,65
Elaeocarpus musseri,Elaeocarpus,Elaeocarpaceae,1,21
Noronhia buxifolia,Noronhia,Oleaceae,1,142
Sedum confusum,Sedum,Crassulaceae,2,12
Pigea buxifolia,Pigea,Violaceae,2,76
Tachiadenus platypterus,Tachiadenus,Gentianaceae,1,65
Afrocayratia gracilis,Afrocayratia,Vitaceae,2,4
Semecarpus fulvovillosus,Semecarpus,Anacardiaceae,2,4
Hopea pentanervia,Hopea,Dipterocarpaceae,1,38
Myristica laevifolia,Myristica,Myristicaceae,1,18
Tabebuia acrophylla,Tabebuia,Bignoniaceae,1,28
Nerine undulata,Nerine,Amaryllidaceae,2,3
Epilobium palustre x roseum,Epilobium,Onagraceae,2,15
Trichosanthes schlechteri,Trichosanthes,Cucurbitaceae,1,23
Glicophyllum selerianum,Glicophyllum,Malpighiaceae,1,8
Freesia grandiflora,Freesia,Iridaceae,2,2
Dendropemon robustus,Dendropemon,Loranthaceae,1,12
Gnidia razakamalalana,Gnidia,Thymelaeaceae,1,32
Opuntia militaris,Opuntia,Cactaceae,1,12
Clusia aripoensis,Clusia,Clusiaceae,1,7
Werauhia haplostachya,Werauhia,Bromeliaceae,1,7
