accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Acaena glabra,M0_floral_phenotype,flower_primary_color,white,The globe shaped flower balls are white in bloom,reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/acaena-glabra/,The globe shaped flower balls are white in bloom,species_direct,unknown,unreviewed_llm_extraction,The globe shaped flower balls are white in bloom,src_702fcceb9da487d8626c,7be6e757f22ac4d1bf91ce987d35b39000f8dda8c5bb832b6f3e27cbc45ade1c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
Acaena glabra,M0_floral_phenotype,floral_form,composite_head,Capitulum of more than 100 florets,reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/acaena-glabra/,Capitulum of more than 100 florets,species_direct,unknown,unreviewed_llm_extraction,Capitulum of more than 100 florets,src_702fcceb9da487d8626c,7be6e757f22ac4d1bf91ce987d35b39000f8dda8c5bb832b6f3e27cbc45ade1c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
Acaena glabra,M0_other_reported_trait,inflorescence_display,composite_display,Capitulum of more than 100 florets,reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/acaena-glabra/,Capitulum of more than 100 florets,species_direct,unknown,unreviewed_llm_extraction,Capitulum of more than 100 florets,src_702fcceb9da487d8626c,7be6e757f22ac4d1bf91ce987d35b39000f8dda8c5bb832b6f3e27cbc45ade1c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
Acaena glabra,M0_other_reported_trait,sex_system,hermaphroditic,"each floret has 4 sepals, 2 stamen, white (occasionally red) anthers, 1 white style, 1 achene",reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/acaena-glabra/,"each floret has 4 sepals, 2 stamen, white (occasionally red) anthers, 1 white style, 1 achene",species_direct,unknown,unreviewed_llm_extraction,"each floret has 4 sepals, 2 stamen, white (occasionally red) anthers, 1 white style, 1 achene",src_702fcceb9da487d8626c,7be6e757f22ac4d1bf91ce987d35b39000f8dda8c5bb832b6f3e27cbc45ade1c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,medium
Acacia calyculata,M0_floral_phenotype,flower_primary_color,white,spikes of white to cream-coloured flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_calyculata,spikes of white to cream-coloured flowers,species_direct,unknown,unreviewed_llm_extraction,spikes of white to cream-coloured flowers,src_8c2e06b924c026d74a1e,1e018c0045effcedb03a4aa9182b1c2ce4ccd887aab71c9424624a7b284c6337,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
Acacia calyculata,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,The flowers are white to cream-coloured and borne in spikes 14–36 mm (0.55–1.42 in) long.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_calyculata,The flowers are white to cream-coloured and borne in spikes 14–36 mm (0.55–1.42 in) long.,species_direct,unknown,unreviewed_llm_extraction,The flowers are white to cream-coloured and borne in spikes 14–36 mm (0.55–1.42 in) long.,src_8c2e06b924c026d74a1e,1e018c0045effcedb03a4aa9182b1c2ce4ccd887aab71c9424624a7b284c6337,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
Acacia cardiophylla,M0_floral_phenotype,flower_primary_color,yellow_orange,spherical heads of bright yellow flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_cardiophylla,spherical heads of bright yellow flowers,species_direct,unknown,unreviewed_llm_extraction,spherical heads of bright yellow flowers,src_b12bbe16d575d14bb95f,1f20c10ff0dd0b7ec9142733ae292239bb15a81976708cbd01d16e0760a5e8b1,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
Acacia cardiophylla,M0_floral_phenotype,floral_form,composite_head,spherical heads of bright yellow flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_cardiophylla,spherical heads of bright yellow flowers,species_direct,unknown,unreviewed_llm_extraction,spherical heads of bright yellow flowers,src_b12bbe16d575d14bb95f,1f20c10ff0dd0b7ec9142733ae292239bb15a81976708cbd01d16e0760a5e8b1,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
Acacia cardiophylla,M0_other_reported_trait,inflorescence_display,composite_display,spherical heads of bright yellow flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_cardiophylla,spherical heads of bright yellow flowers,species_direct,unknown,unreviewed_llm_extraction,spherical heads of bright yellow flowers,src_b12bbe16d575d14bb95f,1f20c10ff0dd0b7ec9142733ae292239bb15a81976708cbd01d16e0760a5e8b1,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
Acacia cardiophylla,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,The flowers are borne in 6 to 21 spherical heads in axils in zig-zagged racemes,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Acacia_cardiophylla,The flowers are borne in 6 to 21 spherical heads in axils in zig-zagged racemes,species_direct,unknown,unreviewed_llm_extraction,The flowers are borne in 6 to 21 spherical heads in axils in zig-zagged racemes,src_b12bbe16d575d14bb95f,1f20c10ff0dd0b7ec9142733ae292239bb15a81976708cbd01d16e0760a5e8b1,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,5c2693c70b92b8ec46462e3e76cd61d85ac593a4bd5b16ce14867560aae51028,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c9e9865aca1438b42317,high
